HR,WSS
1,18603513714
2,26596924114
3,34739546198
4,47695723924
5,50462298319
6,55085090574
7,58681548070
8,59421998526
9,70144708258
10,71754558423
11,75252555144
12,80739408223
13,83839281823
14,87387790695
15,95361862273
16,96907065263
17,103718556354
18,107991333890
19,113826195880
20,117208664143
21,120569830738
22,123676173288
23,129260399627
24,129059077136
25,136748637115
26,140153941455
27,146526523308
28,149377482385
29,152954665491
30,157960440409
31,162680064966
32,161592553775
33,168615371877
34,172255574265
35,175210885508
36,182438376674
37,185136294542
38,188433755428
39,192641362973
40,187058879267
41,192463379298
42,192548643039
43,191965667991
44,193569616319
45,193133165184
46,193880784341
47,194276065444
48,187831372088
49,193651981073
50,193127631451
51,193979625015
52,193314719209
53,193292339671
54,193083748421
55,193612518910
56,187755353499
57,192732926588
58,192777870114
59,191540461537
60,193640790457
61,192894388091
62,191560241646
63,193415756407
64,187481961240
65,193312828689
66,192973237816
67,194596676660
68,193479449023
69,193142129281
70,191868493459
71,194203005821
72,187486587803
73,193166387371
74,192927234489
75,193487067107
76,193127921669
77,193204488585
78,192944394547
79,192937982065
80,189799843899
81,195210429435
82,195258895175
83,195062426469
84,195705620371
85,195223674853
86,193801615958
87,195892255199
88,187864800243
89,195143158560
90,193336892652
91,191955602200
92,194759091130
93,193371506131
94,193366359029
95,191579226875
96,188353190269
97,193939606504
98,193588051002
99,194704781101
100,193784000587
101,193812516091
102,193819386485
103,194013133058
104,188000395171
105,193399774469
106,193456008901
107,193615682584
108,193755810534
109,193456568421
110,191936466994
111,193954237509
112,187900668083
113,193389122778
114,193351155152
115,190991598937
116,194028650662
117,193564138532
118,192980837150
119,193796085023
120,188286416534
121,193937863930
122,193739146163
123,194798599317
124,194203695436
125,194178617450
126,194085742507
127,194765425127
128,188312534347
129,193651243903
130,193772626464
131,193592381954
132,194438844131
133,193770042300
134,191990130895
135,194209968950
136,188665918676
137,194313401801
138,194460445692
139,194988776389
140,194595396025
141,194489787807
142,194169589653
143,194930449232
144,188190543025
145,194048153375
146,194072184497
147,193686699143
148,194026536017
149,193152927598
150,193732213644
151,193917618234
152,189378619183
153,196932392248
154,194709991311
155,194799984713
156,195674167646
157,195605769317
158,194808671095
159,194505291664
160,191292802407
161,196347185730
162,195601906051
163,197295011502
164,197004513538
165,197583676215
166,198511191788
167,198158586438
168,188691712719
169,188693288377
