HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,62954,102002,59947,50602916045,95184138312
2,57504,87493,59167,48414968355,89546839879
3,60889,93277,61747,51338110291,93057676676
4,73621,107388,71616,60136018113,108321796382
5,67227,119905,74304,56199364258,113772089228
6,61994,102843,65213,53142162286,106488269869
7,59703,86682,62231,49933205809,86006739811
8,57283,87675,63259,48273793413,89041049133
9,59588,86897,53318,47606849270,85576718535
10,63432,95261,70225,54057219174,96435952381
11,57754,100480,59957,48743267352,100941185345
12,65660,104023,66355,55597802051,105468671246
13,77829,117743,83112,67865000188,118977697328
14,73119,113264,76816,66818078977,115305598095
15,81529,134746,84977,73452403750,131725003988
16,76013,129963,79667,66149185947,127026800495
17,74892,114845,73167,63121953702,111404246136
18,72690,115496,74521,64867313220,116316091514
19,82558,129019,82112,72955696868,128045018512
20,97771,154620,101935,85546187874,152704230211
21,70609,111926,73896,62725255745,112894184565
22,59695,97078,62707,49922646309,89284284541
23,86881,136146,87427,77461497177,137956801535
24,60445,99234,65997,55978020408,101233743139
25,76819,119823,74775,66512335847,118265331388
26,73040,116094,74995,66600829991,118438337223
27,89812,141757,88820,81119983680,142804092968
28,91323,145203,96577,82380546743,146995330896
29,75466,120522,77588,68153014303,121035010393
30,83614,133863,83583,76470493096,135199893426
31,99639,159660,102633,91265846050,162220702734
32,60520,99130,66741,56028548672,100438659075
33,75109,117669,72892,65233707450,116986382421
34,74881,120405,76815,68031161355,122413700931
35,74280,120386,76070,67210255240,122109099284
36,100554,161412,98829,90111194969,161826623625
37,85015,139765,90194,76825050458,140978447063
38,77473,127337,79828,69992448787,130837062216
39,94223,156383,96822,86077774029,156449147018
40,78217,129481,89676,71441551448,129716482344
41,78251,126380,78271,68031691450,125555219022
42,75151,120399,80671,68476111840,122383388016
43,56404,76843,59229,51587097094,74169913348
44,101288,163195,107664,91873535773,163061105704
45,90149,146943,98209,83325599234,149457493461
46,77840,130756,83357,73770439142,131503214113
47,77380,132196,83079,74329174852,132592148060
48,53380,97406,63530,52300135772,97701610799
49,78642,125594,77991,68857278298,125028299707
50,74801,121263,80313,68010382296,122361554722
51,90908,143123,95988,81371027535,143765999976
52,95370,155563,104291,86304435522,155801375585
53,79070,128959,84857,72194246029,129078702329
54,87584,142700,93224,80607888828,143301635087
55,98419,158884,106173,90016425459,161040125150
56,62157,103782,72735,57414436497,104766863195
57,75944,121379,76556,65823478088,120359465759
58,67908,104480,73994,60506473455,106987777355
59,70626,110699,76137,62963993577,112040214737
60,101460,161654,106523,91957657729,163252728018
61,80359,130679,87952,74269368850,133167112985
62,76962,125272,84314,70946272597,126980985323
63,99850,161164,104803,91774871150,162352375739
64,71923,120450,83898,66879228990,122393631113
65,79760,127391,79936,69844142916,126629942355
66,74401,119158,79277,67879259353,121334367414
67,77190,116913,81087,66174028697,116994034649
68,78382,117551,88477,65561155311,117132677689
69,63141,95726,70559,54668414329,97173766703
70,65901,99702,73303,57160287733,100672703163
71,99397,158863,104523,90453396864,159953306623
72,60491,104900,72185,56647952811,106967257083
73,80936,128915,80879,71692927887,127838122909
74,75521,122782,81214,69339929219,124914187115
75,88134,141145,93792,80344354345,142262851693
76,73442,121000,80191,68314157523,122591956922
77,80633,132062,86677,74413933578,131618949866
78,81243,131758,88710,75030882489,132854336895
79,81931,134039,88373,76155914993,135395437329
80,63154,104621,72480,58583303071,105971771332
81,77735,122519,77281,67731875741,121349269002
82,73679,118899,79244,67008497958,121226493899
83,81516,130221,87241,74286617617,131552039921
84,101500,162521,108414,92195953439,163951644394
85,78769,128144,85907,72125361248,129749041233
86,79051,127416,86148,72757284502,129102784334
87,99170,159386,104095,90840317622,161200390748
88,63711,107847,77800,57962347186,109631447426
89,69028,104467,66445,58142263927,103309732812
90,64933,101566,72828,56418534186,103463390781
91,73114,116660,79825,66193982657,117781180126
92,83040,128404,86509,72820191386,129179111803
93,74696,112153,84500,64094106596,114628000512
94,63440,96949,69989,55271124182,99120649478
95,64311,97125,72084,56112098901,98531357951
96,69138,111756,79175,62283714305,113314662984
97,80540,130876,80622,71125587234,130626387511
98,74343,118781,80153,67968518318,120667163162
99,96104,154132,100662,87683338435,155306707163
100,92475,149708,101349,84374656850,151917096770
101,77776,125775,84080,70904901858,126870728589
102,88734,143406,94723,82024566283,145083686483
103,101395,164370,108686,93453260847,166645076746
104,64410,110178,74672,60203033221,111643380317
105,79154,127916,79367,69351034875,126900356564
106,75772,121303,80951,69602209835,124018511140
107,82231,132120,87102,75398987260,133403479227
108,104048,168633,111169,95431785486,170979536096
109,80910,131285,87930,74689589365,133367063147
110,73685,117298,80795,66800923701,118860394753
111,101412,163858,106523,93431431010,165585158442
112,71761,120298,82959,66794556349,121921410186
113,77935,125122,77478,68383454320,124220205897
114,76815,122890,82814,70170704186,124745384038
115,76053,122860,83853,69374757980,125947691546
116,102678,166016,106686,92880512623,169659701124
117,84064,136639,92178,77389867411,138501390914
118,77896,126211,84038,71753938564,127539419627
119,92652,149587,98756,85387160681,150804999524
120,75519,125686,87352,69907876482,126997726131
121,79367,125479,79284,69364808032,124484252607
122,73484,117825,79057,66785007463,119638071211
123,89835,143286,94391,81997149169,144728372684
124,88845,144982,96958,81807589311,147089511545
125,80792,130921,88041,73814570890,130792584292
126,85306,138665,91923,78803746103,139944630923
127,99147,161629,107175,91795703116,163470387351
128,63835,107932,75114,59521197512,109164063220
129,79099,127648,79672,69272468458,126485828297
130,72594,116667,78812,65936878996,119432346238
131,81696,131244,87134,74898693160,132737742048
