HR,WSS
1,1031258762544
2,2374441324487
3,3522686771118
4,4428291539471
5,5847349866386
6,7565105642680
7,9121315637558
8,10849872783832
9,12534143634209
10,14165276264158
11,15760760359909
12,17346848792527
13,17870747015167
14,18550988452810
15,19096415981647
16,19650683790801
17,20189445607391
18,20655420218011
19,21136874151775
20,21490865953526
21,21829751954210
22,22244021212444
23,22723877430254
24,23267490593983
25,23538704999988
26,23835027738760
27,24186938163318
28,24499159456040
29,24774699163383
30,25090352068097
31,25305146925995
32,25645222049340
33,25990340931062
34,26447461527958
35,26859662086210
36,27279823196617
37,27568033036633
38,28025921283373
39,28562521405250
40,29311832248792
41,29804579954188
42,30555332666643
43,31126075640043
44,31777685390660
45,32486817581074
46,33349054335738
47,33900148325345
48,34285620007050
49,34581108273317
50,34861774259414
51,35168439006036
52,35362086981183
53,35603566895169
54,35905381263496
55,36098521990332
56,36305280563197
57,36615125936524
58,37033839397554
59,37425106403271
60,37761491412655
61,38028791686666
62,38382463168826
63,38804837813290
64,39255918028006
65,39708278677436
66,40134435666057
67,41474479772873
68,42588561871786
69,43061751382129
70,44194967420962
71,45057754789254
72,46079186770134
73,47207270546685
74,48087262659878
75,48407792841625
76,48662549252280
77,48851603785781
78,49054877731509
79,49210038062649
80,49408681221866
81,49651392481443
82,49939552667892
83,50257360262891
84,50488699212933
85,50704104967578
86,51030803128324
87,51382559199933
88,51808737639235
89,52353448245916
90,53042492026280
91,53570078625971
92,53989461793921
93,54516154052914
94,55022059324281
95,55501428985220
96,55957295892389
97,56215347746768
98,56526511113331
99,56775393972324
100,57013620224704
101,57190982857974
102,57406711139040
103,57566442286647
104,57735444612247
105,57968886329757
106,58253192068707
107,58596507817823
108,58883953497744
109,59085580435045
110,59254569079510
111,59487974899480
112,59758680529161
113,60080169783608
114,60361168548327
115,60670829317807
116,60913505124107
117,61170297051086
118,61400064788194
119,61663518097411
120,61960791500788
121,62181320453683
122,62395681104209
123,62605899793622
124,62856692999005
125,63131363072875
126,63358317103404
127,63588672234221
128,63596808856719
129,63622446470274
130,63703722853463
131,63725027170293
132,63725337716204
133,63810205228493
134,63881830610985
135,63914815351855
136,63948189170302
137,63962155854589
138,63971848969974
139,64002177546375
140,64029283135269
141,64135143940854
142,64203771397772
143,64261598918605
144,64289013348325
145,64296414793043
146,64333030961232
147,64417769591075
148,64635551609551
149,64998906697751
150,65518585087757
151,65938440119836
152,66292588983275
153,66579554212277
154,66957703532945
155,67387149248202
156,67733616234612
157,67861919351190
158,68026038144769
159,68200300678685
160,68518481650836
161,68962394571625
162,69230895510777
163,69454582735149
164,69669290084244
165,69917346223035
166,70270271215993
167,70604900027718
168,70969969075200
169,71055385571813
