key,latency(us)
key0,781962
key1,834746
key2,761522
key3,1031570
key4,840066
key5,871706
key6,839997
key7,978983
key8,869356
key9,632697
key10,843235
key11,810386
key12,1771131
key13,781083
key14,749525
key15,789465
key16,804921
key17,796922
key18,757683
key19,875148
key20,774378
key21,841437
key22,755925
key23,717675
key24,558612
key25,1068270
key26,951609
key27,767804
key28,834716
key29,772765
key30,928002
key31,797027
key32,817311
key33,785927
key34,874488
key35,764010
key36,788219
key37,801961
key38,572706
key39,568873
key40,899943
key41,782475
key42,763614
key43,794065
key44,778699
key45,798527
key46,930863
key47,787992
key48,770021
key49,765692
key50,760583
key51,795483
key52,818215
key53,884299
key54,657068
key55,596136
key56,786998
key57,941904
key58,840436
key59,768505
key60,764495
key61,959404
key62,3086580
key63,944959
key64,764471
key65,839720
key66,580644
key67,548717
key68,642242
key69,766478
key70,806020
key71,800716
key72,775485
key73,852180
key74,792920
key75,814629
key76,835029
key77,836187
key78,864529
key79,931652
key80,794644
key81,821444
key82,600151
key83,569973
key84,744400
key85,939398
key86,788022
key87,784054
key88,942725
key89,772378
key90,788553
key91,763604
key92,765415
key93,906782
key94,839093
key95,809020
key96,897145
key97,834250
key98,606766
key99,548614
key100,891898
key101,896893
key102,896690
key103,760731
key104,864647
key105,796832
key106,772841
key107,797265
key108,780295
key109,1021901
key110,745875
key111,927204
key112,767031
key113,576711
key114,770168
key115,753565
key116,789156
key117,848156
key118,764628
key119,752088
key120,818365
key121,785222
key122,1153019
key123,996581
key124,761114
key125,793767
key126,904137
key127,828488
key128,590692
key129,546542
key130,774796
key131,877356
key132,900748
key133,763344
key134,786683
key135,811695
key136,784204
key137,890038
key138,771705
key139,755861
key140,1299492
key141,1120601
key142,828887
key143,560475
key144,590135
key145,1154865
key146,771186
key147,784893
key148,768829
key149,901377
key150,856243
key151,768301
key152,769453
key153,785311
key154,786939
key155,1906689
key156,776907
key157,561462
key158,595549
key159,1088156
key160,757826
key161,830277
key162,785760
key163,1020010
key164,872647
key165,771253
key166,857389
key167,862831
key168,845758
key169,1040646
key170,880457
key171,909141
key172,3291351
key173,836508
key174,846442
key175,815001
key176,754014
key177,776406
key178,820142
key179,835365
key180,775891
key181,754046
key182,780531
key183,1044451
key184,707011
key185,606615
key186,749641
key187,1054583
key188,782099
key189,901432
key190,759426
