key,latency(us)
key0,488200
key1,556441
key2,555981
key3,573966
key4,584755
key5,359295
key6,330720
key7,359387
key8,341069
key9,313596
key10,783460
key11,541377
key12,510264
key13,540364
key14,641183
key15,489380
key16,567914
key17,535986
key18,488439
key19,482144
key20,475764
key21,541875
key22,485256
key23,556801
key24,621866
key25,550638
key26,614480
key27,630882
key28,566075
key29,620552
key30,351966
key31,354060
key32,295579
key33,354969
key34,541650
key35,552514
key36,474320
key37,462189
key38,673100
key39,587048
key40,540539
key41,562075
key42,551172
key43,553294
key44,620266
key45,542466
key46,532260
key47,549834
key48,543807
key49,740335
key50,531845
key51,601828
key52,637789
key53,358585
key54,358569
key55,295979
key56,367176
key57,569137
key58,552833
key59,482985
key60,549395
key61,593822
key62,550732
key63,624670
key64,555935
key65,550767
key66,496242
key67,476714
key68,506609
key69,547053
key70,544441
key71,530719
key72,473267
key73,476107
key74,799110
key75,544443
key76,603977
key77,357452
key78,367835
key79,345061
key80,339559
key81,355242
key82,560472
key83,612020
key84,567892
key85,551952
key86,678186
key87,553781
key88,550520
key89,549362
key90,775400
key91,554900
key92,552512
key93,542526
key94,559443
key95,537224
key96,543435
key97,483051
key98,612593
key99,609910
key100,537115
key101,654381
key102,347352
key103,300284
key104,532855
key105,476766
key106,545161
key107,535029
key108,661472
key109,480898
key110,566363
key111,557105
key112,485817
key113,542016
key114,551361
key115,550296
key116,531574
key117,551747
key118,503626
key119,552099
key120,536609
key121,492207
key122,533046
key123,555100
key124,378769
key125,283791
key126,326933
key127,300776
key128,627953
key129,614066
key130,489288
key131,545732
key132,478180
key133,572598
key134,484197
key135,548904
key136,674635
key137,526257
key138,595754
key139,588652
key140,602984
key141,557268
key142,650128
key143,793137
key144,597816
key145,558691
key146,587822
key147,299126
key148,358542
key149,357885
key150,378626
key151,398147
key152,588388
key153,551370
key154,540917
key155,557267
key156,536848
key157,537422
key158,539173
key159,553404
key160,550952
key161,542699
key162,557153
key163,544718
key164,541772
key165,492946
key166,503913
key167,556061
key168,483789
key169,489456
