key,latency(us)
key0,855066
key1,858116
key2,849879
key3,826274
key4,844367
key5,885849
key6,844992
key7,892114
key8,818111
key9,825009
key10,845892
key11,846751
key12,813986
key13,827015
key14,804581
key15,816522
key16,856047
key17,813526
key18,640346
key19,635321
key20,893089
key21,953919
key22,833706
key23,817109
key24,858225
key25,875597
key26,847892
key27,847071
key28,1134402
key29,1089735
key30,1214650
key31,839076
key32,618014
key33,819636
key34,839119
key35,828268
key36,841728
key37,813877
key38,818445
key39,825981
key40,819999
key41,827326
key42,814282
key43,904652
key44,807013
key45,1062137
key46,652419
key47,669978
key48,659416
key49,799543
key50,850794
key51,820376
key52,938215
key53,861981
key54,835952
key55,1135575
key56,853839
key57,835827
key58,832690
key59,829660
key60,953887
key61,839736
key62,674282
key63,1065037
key64,819116
key65,835235
key66,837061
key67,832317
key68,824728
key69,813549
key70,838143
key71,843906
key72,804647
key73,861065
key74,1010530
key75,854005
key76,647526
key77,633288
key78,629974
key79,858949
key80,1220974
key81,958903
key82,949580
key83,888264
key84,1031230
key85,809440
key86,821819
key87,890962
key88,845623
key89,907144
key90,798998
key91,612689
key92,592202
key93,803848
key94,801639
key95,793076
key96,744390
key97,3803329
key98,812962
key99,880783
key100,831206
key101,841526
key102,790568
key103,628247
key104,663028
key105,890205
key106,856225
key107,959049
key108,813982
key109,3117787
key110,1021357
key111,816052
key112,847064
key113,840446
key114,843846
key115,641765
key116,612321
key117,953728
key118,1004881
key119,1131824
key120,3916867
key121,912522
key122,844135
key123,807668
key124,938407
key125,857605
key126,660951
key127,630340
key128,930813
key129,890777
key130,969740
key131,886783
key132,1014420
key133,1110162
key134,1014293
key135,825133
key136,823848
key137,993942
key138,835348
key139,823616
key140,662703
key141,845066
key142,833290
key143,836309
key144,843751
key145,865392
key146,817902
key147,807047
key148,829246
key149,825420
key150,846348
key151,926696
key152,824645
key153,1230265
key154,655405
key155,635930
key156,654974
key157,836891
key158,899112
key159,813937
key160,2503534
key161,811525
key162,836766
key163,866203
key164,813720
key165,837215
key166,819249
key167,969724
key168,643205
key169,809738
key170,826127
key171,812096
key172,812642
key173,919890
key174,838700
key175,844021
key176,840823
key177,885479
key178,1016593
key179,843904
key180,849589
key181,900819
key182,818326
key183,606170
