key,latency(us)
key0,99070
key1,101834
key2,113796
key3,100570
key4,91854
key5,104568
key6,108108
key7,94831
key8,306579
key9,301302
key10,283252
key11,281100
key12,284234
key13,301105
key14,291726
key15,296222
key16,293754
key17,283840
key18,285322
key19,282977
key20,298524
key21,296216
key22,281515
key23,287250
key24,291987
key25,269656
key26,286528
key27,267460
key28,288514
key29,274138
key30,280056
key31,279150
key32,286836
key33,283238
key34,294939
key35,295783
key36,311622
key37,294223
key38,276244
key39,276542
key40,297150
key41,276781
key42,300042
key43,289536
key44,384307
key45,330545
key46,316844
key47,103069
key48,275086
key49,97535
key50,83716
key51,87039
key52,92487
key53,87686
key54,94377
key55,94061
key56,97438
key57,85603
key58,96238
key59,289541
key60,273924
key61,330818
key62,284719
key63,295689
key64,296390
key65,290246
key66,286947
key67,288887
key68,285561
key69,278631
key70,309367
key71,289234
key72,284894
key73,280127
key74,291687
key75,282012
key76,303845
key77,273130
key78,286842
key79,293723
key80,289832
key81,280259
key82,296129
key83,287857
key84,296401
key85,292326
key86,279956
key87,305689
key88,294490
key89,295817
key90,302080
key91,347744
key92,341890
key93,311586
key94,372831
key95,298752
key96,101047
key97,94122
key98,118063
key99,82137
key100,90409
key101,92358
key102,92286
key103,92456
key104,96338
key105,121568
key106,85696
key107,91535
key108,127824
key109,101355
key110,85959
key111,113220
key112,289459
key113,281186
key114,276414
key115,282133
key116,343547
key117,296670
key118,296185
key119,289195
key120,289490
key121,278328
key122,277269
key123,279880
key124,288649
key125,291017
key126,300596
key127,278082
key128,302278
key129,279549
key130,283107
key131,281619
key132,282545
key133,301370
key134,285081
key135,292740
key136,285548
key137,281396
key138,295758
key139,278958
key140,285077
key141,302495
key142,423467
key143,275787
key144,287466
key145,288172
key146,290047
key147,284900
key148,322167
key149,108781
key150,96852
key151,110184
key152,95271
key153,96751
key154,91231
key155,98082
key156,98939
key157,91884
key158,88579
key159,90873
key160,111425
key161,91332
key162,103527
key163,110850
key164,301241
key165,282292
key166,276426
key167,287268
key168,285680
key169,289161
key170,297387
key171,278968
key172,282761
key173,282110
key174,289511
key175,273209
key176,273664
key177,279112
key178,286728
key179,293798
key180,299402
key181,276708
key182,271966
key183,291408
key184,306900
key185,286243
key186,289178
key187,279631
key188,279457
key189,286803
key190,277957
key191,291353
key192,297783
key193,314147
key194,277587
key195,280585
key196,282633
key197,272662
key198,285670
key199,285717
key200,301630
key201,278487
key202,279489
key203,87991
key204,87537
key205,87699
key206,99810
key207,107981
key208,89578
key209,108696
key210,91703
key211,96392
