HR,WSS
1,224359816
2,847210978
3,1122708667
4,1328212142
5,1488329321
6,1615596104
7,1672689457
8,1807877371
9,1979215515
10,2030658103
11,2240113778
12,3870758620
13,40155268421
14,52119679288
15,59117978182
16,59550940306
17,59635199656
18,59687374879
19,59727819169
20,59763766994
21,59889615490
22,60042723047
23,60065232035
24,60181616671
25,60385749885
26,60906029502
27,61207449985
28,61381110672
29,61467330936
30,61606984815
31,61674408772
32,61822991320
33,62005916721
34,62020154010
35,62205427345
36,63677446401
37,109697093133
38,162001347019
39,215027187871
40,238318155896
41,239789896278
42,239853274850
43,239895625662
44,239963555770
45,240054025867
46,240081397271
47,240148061484
48,240325895604
49,240444784837
50,241051176862
51,241248925200
52,241415235709
53,241541397791
54,241731205880
55,241875378128
56,242003689802
57,242056619921
58,242145157572
59,242338938426
60,243846271204
61,273754027718
62,293676411112
63,321073222878
64,349021732381
65,370282522914
66,377976871302
67,377979818214
68,378098214593
69,378143973379
70,378256561337
71,378363701938
72,378485499353
73,378599485825
74,379304980081
75,379408053706
76,379733563101
77,379751843692
78,379751856352
79,379816429612
80,379816429612
81,379816429612
82,379916483790
83,379961252273
84,381201814089
85,408909757242
86,419446097024
87,426705612266
88,427194268419
89,427194268419
90,427263351066
91,427310113976
92,427310113976
93,427310113976
94,427363703278
95,427431886367
96,427431886367
97,427518063526
98,428409937969
99,428704405826
100,428731306555
101,428734015930
102,428760565432
103,428877863081
104,428877863081
105,428877863081
106,428933371191
107,428960731439
108,429642112596
109,472901240166
110,517026091449
111,543107203156
112,553143537075
113,553340669363
114,553421817826
115,553444316055
116,553444316055
117,553444316055
118,553445572618
119,553455550770
120,553455626355
121,553455626355
122,553501889725
123,553591065885
124,553684240771
125,553796673976
126,553906708078
127,554039553131
128,554169071415
129,554252391550
130,554384678698
131,554540744094
132,555331058219
133,562857200401
134,562928542374
135,563093068801
136,563193097815
137,563255185987
138,563368316481
139,563393996048
140,563500865689
141,563593644144
142,563687198638
143,563827905228
144,563831619698
145,564160168835
146,564875520058
147,565003321051
148,565167141983
149,565340975612
150,565412200872
151,565525728170
152,565754372766
153,565893710203
154,565915348845
155,566171574610
156,567327773305
157,592337804459
158,604820687791
159,614410986021
160,619102247357
161,619215850251
162,619279994456
163,619329332375
164,619437637783
165,619531356671
166,619535289772
167,619627181277
168,619741660709
