HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,220,0,0,224359816,0
2,690,0,0,622851162,0
3,388,0,0,275497689,0
4,223,0,0,205503475,0
5,188,0,0,160117179,0
6,133,0,0,127266783,0
7,173,0,0,57093353,0
8,198,0,0,135187914,0
9,288,0,0,171338144,0
10,116,0,0,51442588,0
11,227,0,0,209455675,0
12,144,6820,0,164918035,12172678529
13,82,558143,0,4351577,2077842889636
14,117,421231,0,59328137,1686291843939
15,152,196996,0,91718695,780811490130
16,121,85056,0,90016283,345075305929
17,139,17996,0,84259350,67891762342
18,138,0,0,52175223,0
19,58,0,0,40444290,0
20,61,0,0,35947825,0
21,200,0,0,125848496,0
22,151,0,0,153107557,0
23,94,0,0,22508988,0
24,152,0,0,116384636,0
25,255,0,0,204133214,0
26,615,0,0,520279617,0
27,389,0,0,301420483,0
28,275,0,0,173660687,0
29,178,0,0,86220264,0
30,146,0,0,139653879,0
31,149,0,0,67423957,0
32,246,0,0,148582548,0
33,275,0,0,182925401,0
34,105,0,0,14237289,0
35,255,0,0,185273335,0
36,212,7471,0,173469225,16192013289
37,78,546527,0,83657988,2123749982979
38,160,763534,0,100937614,3123358669146
39,157,693065,0,107105356,2743128627821
40,169,306578,0,49854628,1259577841581
41,98,61910,0,40489643,245833783105
42,103,58776,0,63378572,235585527924
43,106,53433,0,42350812,210539263376
44,158,14245,0,67930108,54314232252
45,130,0,0,90470097,0
46,96,0,0,27371404,0
47,120,0,0,66664213,0
48,217,0,0,177834120,0
49,138,0,0,118889233,0
50,707,0,0,606392025,0
51,198,0,0,197748338,0
52,243,0,0,166310509,0
53,197,0,0,126162082,0
54,265,0,0,189808089,0
55,225,0,0,144172248,0
56,205,0,0,128311674,0
57,183,0,0,52930119,0
58,134,0,0,88537651,0
59,195,0,0,193780854,0
60,98,7988,0,95718732,13191684164
61,137,532509,0,101964086,1964866374228
62,111,460630,0,5175921,1856213998510
63,99,440580,0,47670305,1768849432175
64,81,253855,0,55133752,1043891349515
65,108,111330,0,96078293,463296344219
66,155,34148,0,121169137,143194822264
67,72,0,0,2946912,0
68,149,0,0,118396379,0
69,117,0,0,45758786,0
70,166,0,0,112587958,0
71,182,0,0,107140601,0
72,151,0,0,121797415,0
73,91,0,0,113986472,0
74,821,0,0,705494256,0
75,224,0,0,103073625,0
76,334,0,0,352873357,0
77,9,0,0,18280591,0
78,2,0,0,12660,0
79,207,0,0,64573260,0
80,0,0,0,0,0
81,0,0,0,0,0
82,64,0,0,100054178,0
83,157,0,0,44768483,0
84,0,9435,0,0,16433557380
85,0,506805,0,0,1923073416644
86,35,406946,0,23976822,1636363142398
87,103,208059,0,94970912,819316584662
88,0,32471,0,0,127638612930
89,0,0,0,0,0
90,88,0,0,69082647,0
91,110,0,0,46762910,0
92,0,0,0,0,0
93,0,0,0,0,0
94,49,0,0,53589302,0
95,141,0,0,68183089,0
96,0,0,0,0,0
97,43,0,0,86177159,0
98,538,0,0,891874443,0
99,311,0,0,294467857,0
100,27,0,0,26900729,0
101,1,0,0,2709375,0
102,17,0,0,26549502,0
103,193,0,0,117297649,0
104,0,0,0,0,0
105,0,0,0,0,0
106,51,0,0,55508110,0
107,182,0,0,27360248,0
108,0,8922,0,0,21881227502
109,0,482354,0,0,1948897669227
110,71,683058,0,88503954,2758554844911
111,127,410553,0,80593716,1643470151691
112,0,115613,0,0,484878884401
113,0,3057,0,0,12821987328
114,72,0,0,81148463,0
115,103,0,0,22498229,0
116,0,0,0,0,0
117,0,0,0,0,0
118,4,0,0,1256563,0
119,6,0,0,9978152,0
120,12,0,0,75585,0
121,0,0,0,0,0
122,24,0,0,46263370,0
123,101,0,0,89176160,0
124,82,0,0,93174886,0
125,228,0,0,112433205,0
126,190,0,0,110034102,0
127,198,0,0,132845053,0
128,220,0,0,129518284,0
129,174,0,0,83320135,0
130,200,0,0,132287148,0
131,252,0,0,156065396,0
132,232,3973,0,156974221,5259128182
133,255,158494,0,152279498,556601314600
134,153,0,0,71341973,0
135,281,0,0,164526427,0
136,138,0,0,100029014,0
137,179,0,0,62088172,0
138,209,0,0,113130494,0
139,132,0,0,25679567,0
140,158,0,0,106869641,0
141,230,0,0,92778455,0
142,216,0,0,93554494,0
143,244,0,0,140706590,0
144,68,0,0,3714470,0
145,267,0,0,328549137,0
146,732,0,0,715351223,0
147,281,0,0,127800993,0
148,252,0,0,163820932,0
149,247,0,0,173833629,0
150,130,0,0,71225260,0
151,171,0,0,113527298,0
152,252,0,0,228644596,0
153,171,0,0,139337437,0
154,161,0,0,21638642,0
155,305,0,0,256225765,0
156,200,9664,0,107120599,11178302636
157,158,494848,0,120624305,1829266812600
158,117,423403,0,53228031,1690265323576
159,191,357499,0,99909054,1400777925639
160,197,88454,0,34040911,361154835392
161,158,2189,0,96825678,9181331456
162,162,0,0,64144205,0
163,182,0,0,49337919,0
164,216,0,0,108305408,0
165,224,0,0,93718888,0
166,87,0,0,3933101,0
167,188,0,0,91891505,0
168,125,0,0,114479432,0
