HR,WSS
1,109505945103
2,249275193523
3,367174130421
4,493007095894
5,618490662677
6,755266337921
7,866950755564
8,971870213394
9,1081955298964
10,1188939425294
11,1293271529121
12,1385623374989
13,1484554541405
14,1587796562577
15,1680347374699
16,1772885299248
17,1868057010065
18,1943303311319
19,2006822552234
20,2062912794151
21,2097943446509
22,2129378855038
23,2164233292643
24,2191428970005
25,2213207798594
26,2234701835852
27,2258636286527
28,2276773448091
29,2298261643156
30,2322470913147
31,2342195335353
32,2356559235824
33,2364288771493
34,2375010609983
35,2388959551343
36,2401209774768
37,2408408956316
38,2413898656386
39,2422924965967
40,2435343446600
41,2445128311322
42,2454793625432
43,2470236459423
44,2478542617921
45,2484785041800
46,2490160501113
47,2494643954062
48,2504891427249
49,2510519184680
50,2516330553623
51,2524489989292
52,2530542931852
53,2533583658057
54,2537895506299
55,2540569419107
56,2542846362972
57,2544743146392
58,2545929600928
59,2547913623143
60,2549989128644
61,2552106614371
62,2555674554659
63,2557534107650
64,2558723824027
65,2559529206781
66,2560255379809
67,2572358692149
68,2578945758045
69,2585099874357
70,2592938862848
71,2599314536963
72,2603061761319
73,2606458901653
74,2610041102598
75,2635931152463
76,2670279792316
77,2694307687864
78,2717897199916
79,2736705588491
80,2760479534218
81,2786894767213
82,2812273581108
83,2828982475509
84,2855630904171
85,2869337519965
86,2898682945765
87,2910544916319
88,2925953804139
89,2925953804139
90,2925953804139
91,2925953804139
92,2931752470817
93,2932774084968
94,2933611388790
95,2934168563386
96,2934766527997
97,2935293949509
98,2935420440260
99,2935420440260
100,2935420440260
101,2935420440260
102,2935420440260
103,2935420440260
104,2935420440260
105,2935420440260
106,2935420440260
107,2935420440260
108,2935420440260
109,2935420440260
110,2935420440260
111,2935420440260
112,2935420440260
113,2935420440260
114,2935420440260
115,2935420440260
116,2935420440260
117,2935420440260
118,2935420440260
119,2935420440260
120,2935420440260
121,2935420440260
122,2935420440260
123,2935420440260
124,2935420440260
125,2935420440260
126,2935420440260
127,2935420440260
128,2935420440260
129,2935420440260
130,2935420440260
131,2935420440260
132,2935420440260
133,2935420440260
134,2935420440260
135,2935420440260
136,2935420440260
137,2935420440260
138,2935420440260
139,2935420440260
140,2935420440260
141,2943353367338
142,2973684847444
143,2974683164784
144,2975485409102
145,2976110622806
146,2976699549264
147,2976839521879
148,2976842590476
149,2976845645141
150,2976848699806
151,2976851754471
152,2976857849869
153,2976860918466
154,2976863973131
155,2976867041728
156,2976902768304
157,2976902768304
158,2976902768304
159,2978745831793
160,2978745831793
161,2985798806984
162,2991704673965
163,2995900630694
164,2999518624034
165,3002903649508
166,3007733093005
167,3009376519548
168,3010680311532
169,3010770500134
