HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,0,42940,0,0,180078575272
2,0,42011,0,0,175966811620
3,0,45264,0,0,189775557715
4,0,23652,0,0,99174132387
5,0,17692,0,0,74176902272
6,0,64713,0,0,271383457576
7,0,73081,0,0,306482748096
8,0,38668,0,0,162163408684
9,0,70458,0,0,295469076015
10,0,25492,0,0,106912445120
11,0,54342,0,0,227903844332
12,20,46020,0,26683611,192993404690
13,22,32787,0,6974514,137450640536
14,12,34890,0,12017,146324661856
15,2,39619,0,5373,166161241408
16,0,57644,0,0,241723917963
17,0,42058,0,0,176387555836
18,0,48695,0,0,204198907738
19,0,77761,0,0,326118596288
20,8,82218,0,30871612,344619115003
21,0,41265,0,0,172854250011
22,0,46541,0,0,195195966048
23,4,45926,0,1335,192614273216
24,44,3607,0,4390845,15122019888
25,0,37290,0,0,156372836088
26,26,84875,0,172673,355950074632
27,22,66271,0,9509012,277929798560
28,0,59031,0,0,247377098516
29,0,51410,0,0,215597520568
30,0,89200,0,0,374032546197
31,0,53784,0,0,225555883108
32,0,78918,0,0,330941558503
33,0,43024,0,0,180376699503
34,0,82615,0,0,346473863052
35,0,60167,0,0,252328024123
36,0,42076,0,0,176454993455
37,0,56133,0,0,235412048192
38,0,50918,0,0,213522196103
39,21,44655,0,26766,187234833589
40,31,64214,0,66164597,269296104556
41,20,59976,0,23828,251529003532
42,2,40255,0,5373,168826626384
43,0,71408,0,0,299457060604
44,0,37296,0,0,156413413204
45,10,39066,0,38530108,163690873007
46,28,54254,0,97714263,227531858900
47,59,41963,0,40358036,175991903984
48,33,42411,0,124519664,177845235536
49,10,13546,0,38370364,56815557168
50,53,7637,0,128589683,31935459513
51,57,37825,0,134658926,158624862448
52,18,24856,0,65996468,104249471536
53,43,20014,0,164896616,83936197548
54,4,39258,0,15083068,164639273336
55,0,38666,0,0,162150279445
56,0,43847,0,0,183653753581
57,0,40533,0,0,169988187160
58,0,23110,0,0,96921175628
59,0,42381,0,0,177739075084
60,0,43951,0,0,184318737324
61,0,49553,0,0,207772761695
62,0,50393,0,0,211311767638
63,0,47774,0,0,200355703768
64,0,49477,0,0,207496588196
65,0,43811,0,0,183738691968
66,0,42357,0,0,177399845611
67,0,42375,0,0,177654110371
68,0,44107,0,0,184968957116
69,0,41899,0,0,175701354012
70,0,43508,0,0,182459538428
71,0,43067,0,0,180610225196
72,0,24381,0,0,102243938924
73,0,45764,0,0,191923593784
74,15,44785,0,59011192,187782106014
75,0,27438,0,0,114889503197
76,0,39378,0,0,165079279487
77,0,40207,0,0,168621287544
78,0,9661,0,0,40516366304
79,27,25605,0,177815,107385613440
80,26,16704,0,26899536,70055219000
81,14,69812,0,53618808,292778751832
82,14,69022,0,53704824,289470369816
83,0,66628,0,0,279434413740
84,21,1477,0,68094919,6193711776
85,84,32438,0,231818769,136012388692
86,20,67838,0,184025,284485657746
87,0,72410,0,0,303677821852
88,0,43577,0,0,182325603591
89,0,55906,0,0,234430282681
90,0,72546,0,0,304234014192
91,0,65443,0,0,274443443484
92,0,38401,0,0,161040411936
93,0,38669,0,0,162162489264
94,0,7802,0,0,32720035136
95,0,31965,0,0,134052308688
96,0,51007,0,0,213915374576
97,0,40996,0,0,171930588848
98,0,0,0,0,0
99,0,11291,0,0,47152838977
100,0,40918,0,0,171600458080
101,0,38522,0,0,161500194854
102,0,0,0,0,0
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,0,0,0,0,0
107,0,0,0,0,0
108,0,0,0,0,0
109,0,0,0,0,0
110,0,0,0,0,0
111,0,0,0,0,0
112,0,0,0,0,0
113,0,7393,0,0,31003456572
114,0,161,0,0,648669772
115,0,0,0,0,0
116,0,0,0,0,0
117,0,0,0,0,0
118,0,0,0,0,0
119,0,0,0,0,0
120,0,0,0,0,0
121,0,0,0,0,0
122,0,0,0,0,0
123,0,0,0,0,0
124,0,0,0,0,0
125,0,0,0,0,0
126,0,0,0,0,0
127,0,0,0,0,0
128,0,0,0,0,0
129,0,0,0,0,0
130,0,0,0,0,0
131,0,0,0,0,0
132,0,16403,0,0,62787987540
133,0,38845,0,0,161077610109
134,0,38384,0,0,159046022954
135,0,42241,0,0,175003373279
136,0,29792,0,0,124794109386
137,0,40875,0,0,171378295456
138,0,10279,0,0,43092323776
139,0,10474,0,0,43924203536
140,0,27361,0,0,114746139320
141,0,25617,0,0,107431282288
142,0,32566,0,0,136442712134
143,0,8584,0,0,35996695844
144,0,0,0,0,0
145,0,0,0,0,0
146,0,0,0,0,0
147,0,0,0,0,0
148,0,0,0,0,0
149,0,0,0,0,0
150,0,0,0,0,0
151,0,0,0,0,0
152,0,7458,0,0,31234281587
153,0,0,0,0,0
154,0,0,0,0,0
155,0,0,0,0,0
156,0,0,0,0,0
157,0,0,0,0,0
158,0,0,0,0,0
159,0,4742,0,0,19859648603
160,0,713,0,0,2945264525
161,0,0,0,0,0
162,0,0,0,0,0
163,0,0,0,0,0
164,0,240,0,0,993768880
165,0,25254,0,0,105876831978
166,0,34829,0,0,146051989444
167,0,17099,0,0,71705620040
