HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,4761,609589,550,451119693,51275190888
2,11746,981729,459,1271450204,93193469760
3,14865,1233322,658,1342655832,97669835440
4,15483,1178901,1775,1281629299,111022914709
5,13577,1166232,398,1190535330,95420139849
6,13130,1122500,755,1116792838,97684067458
7,9953,1092167,523,916942983,101853381424
8,11145,1110238,2787,1358459592,90655723480
9,9096,1046300,232,862863177,84011722003
10,18061,1084326,269,2019108802,88630261076
11,19074,1117949,1515,1479887439,103460321254
12,13508,1044828,463,1213298334,84498728617
13,13782,1092705,435,1170997030,86630144167
14,12767,1126061,541,1134521063,90023509087
15,12944,1118331,503,1209680130,85627561720
16,13391,1128870,644,1496419255,88697862452
17,13037,1106936,680,1395903275,88041537903
18,11571,1177259,624,1479325909,106619069477
19,9357,1162117,487,1164769197,87678636933
20,11971,1146239,740,1486258602,85485170379
21,12148,1202247,678,1293578138,93180851734
22,9457,1192435,769,1250480368,93040019925
23,11965,1113361,1801,1457567427,85311624159
24,9566,1025086,551,1024381112,79643498671
25,8695,1100074,540,1134185930,86231328485
26,9156,1181657,319,1071381870,101778381983
27,13558,1271581,387,1316870696,131209988190
28,13779,1255607,878,1175364946,119238995078
29,11240,1192801,355,1195280447,122264440485
30,14590,1027211,702,1173049251,101827818382
31,10120,1103701,477,1021580156,106818618104
32,12639,1118690,940,1311121745,105245584866
33,11232,1126387,281,997684278,99538042605
34,14535,1153162,203,1147847943,102244965444
35,17303,1079086,443,1347318663,106136150754
36,20143,1053185,305,1759685852,108299301382
37,21770,1088329,447,2168760471,108029982203
38,21509,1113399,327,2192989132,110329555843
39,26713,1095194,421,2340852622,109869070063
40,38339,1233138,952,4256905577,133964763185
41,10967,1275778,630,1527790656,137147265174
42,11141,1041698,1384,1532797920,102336784314
43,11168,1246151,742,1685581824,116878773362
44,11790,1085731,624,1345015704,101509772154
45,9289,1077546,517,1189326541,99328629376
46,9300,1002286,669,1212068244,91164249806
47,9105,883928,382,1195078906,77681467979
48,9008,916612,480,1094254249,83100415594
49,8835,1065537,421,925116857,88748622075
50,8087,1084003,126,853776752,89419253641
51,13416,1019317,146,1345916164,86577897438
52,16459,1166672,218,1640124920,103508232631
53,8753,1059031,52,826073177,93962076478
54,7686,981275,67,655820061,92190989304
55,7737,939605,278,649408461,83321632439
56,8077,798043,310,710562487,71427495019
57,6102,773840,223,480231474,68651410799
58,13523,886706,395,1247549646,74916483873
59,21348,835412,442,1721095814,69170051933
60,15380,809052,230,1337470142,66573310227
61,13209,763201,139,1168418635,63540804933
62,24232,829093,232,1742141442,65274941629
63,35394,819509,416,2851547072,67617759538
64,43389,800328,864,3831372092,67201974393
65,64543,839534,998,7634689257,75412999781
66,42040,787521,848,4796606976,70429229874
67,3644,816157,124,356463808,61431660787
68,18208,737536,567,1860542833,62501796145
69,20893,832429,522,2334698449,67220818642
70,18374,818030,598,1954003209,69004191045
71,7608,717871,147,1167687776,60673721819
72,13895,692049,407,1570995572,55930475651
73,13977,641655,1387,1586332005,48280494788
74,22004,759312,390,2243684355,64564307526
75,21760,878781,530,2427951256,72794788629
76,24456,937417,453,2615200244,77975855776
77,28899,932720,1187,2628200378,81148118977
78,41246,2157426,771,3998249421,285992336009
79,12456,3167924,712,1176999584,461129326296
80,8228,1236745,718,1161023692,124662472700
81,8281,866388,315,763659879,66358120534
82,8236,965306,576,949175959,80125243908
83,6702,835745,251,753258312,66707792149
84,7172,873080,476,700365748,69006129411
85,7376,962089,245,930377195,80278384971
86,10513,897058,365,1202069393,72111579355
87,8892,906725,397,944057636,72956216069
88,9679,825956,388,1105010104,66987989834
89,10168,868783,380,1246690922,72430761611
90,8636,813870,436,1303562434,67563822959
91,8163,812288,350,1260262413,67525352846
92,6237,845233,329,802916346,69834107278
93,6298,804235,321,1015257273,65652831898
94,6680,860930,274,841186227,69291231513
95,6162,803225,246,721703641,63109423440
96,6633,868080,225,734246548,74608324623
97,6828,739171,271,711298534,66141788445
98,6795,903931,271,616294608,80350839608
99,7723,834608,310,749267276,77846361205
100,8879,784898,327,903850951,72007522259
101,8822,843665,318,988937343,78136103821
102,8286,754661,265,755887192,68261813384
103,7172,809257,263,643165078,72919785583
104,12157,814822,203,990267475,69855502585
105,14588,743691,188,1357011160,65541501501
106,11066,784721,124,905919349,68534739154
107,13358,725324,208,967521551,66024835995
108,15207,736513,222,1449665783,63742677149
109,17135,725313,256,1716568126,62729925950
110,18719,824803,572,2066586816,72994075890
111,10555,800868,369,1108015929,68914749802
112,10316,737857,442,977784930,63848522992
113,10587,763821,457,1136795595,65137367555
114,9698,762532,430,1120005407,66461413084
115,8687,783743,361,887733437,93446008096
116,7909,791983,396,1010002407,90913505283
117,7905,789615,362,1077628339,94729137646
118,7059,750526,375,799169228,77147239758
119,7826,763897,333,1025876367,79856611974
120,8007,767937,372,919519561,79404083312
121,8367,774030,733,1045970293,79115310031
122,9590,847383,342,1013092120,85877905873
123,11791,893453,413,1242031549,98252007560
124,13505,888661,406,1354132709,97682143196
125,13670,851647,352,1283921149,89719935450
126,16258,879933,334,1363914403,101244121010
127,11080,850995,357,884421979,87712098850
128,15654,887679,270,1471965011,93803950387
129,21896,824752,216,2003650711,87374778908
130,20109,893582,244,2044624082,94475135054
131,17442,840059,1332,1464763618,88364575002
132,9808,760463,86,873609978,82773371149
133,18896,840664,173,1468574595,87228976612
134,32873,939913,384,3450813961,95588300146
135,26678,917553,711,3069491783,93319909074
136,17088,887614,992,1736596024,93292915507
137,19722,889676,948,1952596375,89595636210
138,16237,747187,1914,2647711898,78602460143
139,13429,855159,1982,1724739825,87608872523
140,9603,919412,1497,1481074704,89506123281
141,12278,790070,1479,1537534511,80854684962
142,9492,760859,707,1293283651,77917730457
143,10253,1071332,358,1239832170,101757212435
144,12985,1494113,276,1431784918,142894291647
145,13419,1919323,1059,1713319588,292301696693
146,10908,1427426,801,1338948188,175911966142
147,15361,906567,1461,1813090942,83484711355
148,13876,1089629,1089,1565820555,89732023149
149,12927,848900,630,1290232638,76170975757
150,12836,816679,602,1123221344,74695103842
151,15651,853610,1272,1468898542,73690869947
152,16568,1001106,480,1560365070,134000186327
153,22610,924520,396,2116785976,88671435736
154,19386,856805,243,2243583863,82228880545
155,11518,690843,206,1038440401,61518306482
156,19228,744317,212,1515931490,59542515386
157,27307,738843,528,2334701813,65669575847
158,27014,823033,326,2311005643,63641102978
159,46087,937899,1109,4686401985,83035728362
160,12811,750902,762,1678593580,62196774472
161,15669,715536,702,1650537602,61845553510
162,13222,727229,748,1527991361,57861505804
163,11558,739853,719,1425414708,62290471867
164,11436,756417,1004,1848936040,62915196645
165,10532,742913,630,1374997245,63785816306
166,9903,772297,649,1367070729,66020648359
167,9153,698613,576,1205176058,62550959129
168,9867,724434,555,1430191855,66102804495
169,2992,219293,139,271743446,19944938488
