HR,WSS
1,15520587880
2,31121181284
3,47694393034
4,63934425158
5,76904559285
6,76904559285
7,76904559285
8,76904559285
9,76904559285
10,76904559285
11,76904559285
12,76904559285
13,76904559285
14,76904559285
15,76904559285
16,76904559285
17,76904559285
18,76904559285
19,76904559285
20,76904559285
21,76904559285
22,76904559285
23,76904559285
24,76904559285
25,77065639198
26,77065639198
27,77065639198
28,83232446309
29,83232446309
30,83232446309
31,135213396109
32,135213396109
33,135213396109
34,135213396109
35,135213396109
36,135213396109
37,135213396109
38,135213396109
39,135213396109
40,135213396109
41,135213396109
42,135213396109
43,135213396109
44,135213396109
45,135213396109
46,135213396109
47,135213396109
48,135213396109
49,135213396109
50,623332160993
51,1558028974533
52,1558028974533
53,1558028974533
54,1558028974533
55,1558028974533
56,1558028974533
57,1558028974533
58,1558028974533
59,1558028974533
60,1558028974533
61,1558028974533
62,1558028974533
63,1558028974533
64,1558028974533
65,1558028974533
66,1558028974533
67,1558028974533
68,1558028974533
69,1558028974533
70,1558028974533
71,1558028974533
72,1558028974533
73,1558028974533
74,1558028974533
75,1558028974533
76,1558028974533
77,1558028974533
78,1558028974533
79,1558028974533
80,1558028974533
81,1558028974533
82,1558028974533
83,1558028974533
84,1558028974533
85,1558028974533
86,1558028974533
87,1558028974533
88,1558028974533
89,1558028974533
90,1558028974533
91,1558028974533
92,1558028974533
93,1558028974533
94,1558028974533
95,1558028974533
96,1558028974533
97,1558028974533
98,1558028974533
99,1558028974533
100,1558028974533
101,1558028974533
102,1558028974533
103,1558028974533
104,1558028974533
105,1558028974533
106,1558028974533
107,1558028974533
108,1558028974533
109,1558028974533
110,1558028974533
111,1558028974533
112,1558028974533
113,1558028974533
114,1558028974533
115,1558028974533
116,1558028974533
117,1558028974533
118,1558028974533
119,1558028974533
120,1558028974533
121,1558028974533
122,1558028974533
123,1558028974533
124,1558028974533
125,1867413641225
126,2620109037559
127,2620109037559
128,2620109037559
129,2620109037559
130,2620109037559
131,2620109037559
132,2620109037559
133,2620109037559
134,2620109037559
135,2620109037559
136,2620109037559
137,2620109037559
138,2620109037559
139,2620109037559
140,2620109037559
141,2620109037559
142,2620109037559
143,2620109037559
144,2620109037559
145,2620109037559
146,2620109037559
147,3889879068638
148,3889879068638
149,3889879068638
150,3889879068638
151,3889879068638
