HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,0,207204,0,0,778638339058
2,0,237313,0,0,926565309429
3,0,261753,0,0,1034630965123
4,0,263263,0,0,1044210982530
5,0,243444,0,0,964189496160
6,0,244228,0,0,967426714344
7,0,34335,0,0,139015817203
8,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,0,89,0,0,333219020
26,0,0,0,0,0
27,0,0,0,0,0
28,0,75658,0,0,60929368436
29,0,0,0,0,0
30,0,0,0,0,0
31,0,601695,0,0,2466648570737
32,0,119767,0,0,491199879916
33,0,0,0,0,0
34,0,0,0,0,0
35,0,0,0,0,0
36,0,0,0,0,0
37,0,0,0,0,0
38,0,0,0,0,0
39,0,0,0,0,0
40,0,0,0,0,0
41,0,0,0,0,0
42,0,0,0,0,0
43,0,0,0,0,0
44,0,0,0,0,0
45,0,0,0,0,0
46,0,0,0,0,0
47,0,0,0,0,0
48,0,38389,0,0,157401835998
49,0,0,0,0,0
50,0,3384454,0,0,13859874848673
51,0,8822965,0,0,36187445070192
52,0,1595665,0,0,6498834106868
53,0,1818937,0,0,7456016673354
54,0,0,0,0,0
55,0,0,0,0,0
56,0,0,0,0,0
57,0,0,0,0,0
58,0,0,0,0,0
59,0,0,0,0,0
60,0,0,0,0,0
61,0,0,0,0,0
62,0,0,0,0,0
63,0,0,0,0,0
64,0,0,0,0,0
65,0,0,0,0,0
66,0,0,0,0,0
67,0,0,0,0,0
68,0,0,0,0,0
69,0,0,0,0,0
70,0,0,0,0,0
71,0,0,0,0,0
72,0,0,0,0,0
73,0,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,0,0,0,0
80,0,0,0,0,0
81,0,0,0,0,0
82,0,0,0,0,0
83,0,0,0,0,0
84,0,0,0,0,0
85,0,0,0,0,0
86,0,0,0,0,0
87,0,0,0,0,0
88,0,0,0,0,0
89,0,0,0,0,0
90,0,0,0,0,0
91,0,0,0,0,0
92,0,0,0,0,0
93,0,0,0,0,0
94,0,0,0,0,0
95,0,0,0,0,0
96,0,0,0,0,0
97,0,0,0,0,0
98,0,0,0,0,0
99,0,0,0,0,0
100,0,0,0,0,0
101,0,0,0,0,0
102,0,0,0,0,0
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,0,0,0,0,0
107,0,0,0,0,0
108,0,0,0,0,0
109,0,0,0,0,0
110,0,0,0,0,0
111,0,0,0,0,0
112,0,0,0,0,0
113,0,0,0,0,0
114,0,0,0,0,0
115,0,0,0,0,0
116,0,0,0,0,0
117,0,0,0,0,0
118,0,0,0,0,0
119,0,0,0,0,0
120,0,0,0,0,0
121,0,9457230,0,0,38741723800251
122,0,3628696,0,0,14873295018962
123,0,890618,0,0,3654192118228
124,0,4168812,0,0,17093752390031
125,0,9726185,0,0,39858335180274
126,0,19933696,0,0,81393766914514
127,0,5201871,0,0,21235645142054
128,0,0,0,0,0
129,0,12136332,0,0,49589402096773
130,0,0,0,0,0
131,0,0,0,0,0
132,0,0,0,0,0
133,0,0,0,0,0
134,0,0,0,0,0
135,0,0,0,0,0
136,0,0,0,0,0
137,0,0,0,0,0
138,0,0,0,0,0
139,0,0,0,0,0
140,0,0,0,0,0
141,0,0,0,0,0
142,0,0,0,0,0
143,0,0,0,0,0
144,0,1549384,0,0,6367870564354
145,0,10219325,0,0,41720427961092
146,0,11769300,0,0,48090749125490
147,0,22935702,0,0,93658929678071
148,0,14682081,0,0,59973050095955
149,0,15963914,0,0,65131331576804
150,0,4337392,0,0,17794114409931
151,0,22453040,0,0,91585822494646
