key,latency(us)
key0,12977
key1,10685
key2,10157
key3,9864
key4,9816
key5,10558
key6,10636
key7,10153
key8,10348
key9,10416
key10,10039
key11,10031
key12,10594
key13,10181
key14,10350
key15,10948
key16,10193
key17,9994
key18,10299
key19,9590
key20,9726
key21,10371
key22,9974
key23,10019
key24,10644
key25,10445
key26,9921
key27,10300
key28,9996
key29,9774
key30,10761
key31,10902
key32,10000
key33,10482
key34,10567
key35,10383
key36,10614
key37,10437
key38,10385
key39,10442
key40,10368
key41,9811
key42,10458
key43,10482
key44,10875
key45,10400
key46,10524
key47,10314
key48,10150
key49,10742
key50,9954
key51,9855
key52,10365
key53,9934
key54,9741
key55,9675
key56,10262
key57,10443
key58,10267
key59,10553
key60,10880
key61,9798
key62,10289
key63,10566
key64,9763
key65,10155
key66,9870
key67,10293
key68,10389
key69,10003
key70,10230
key71,10866
key72,10817
key73,10989
key74,10703
key75,9878
key76,10407
key77,11259
key78,9985
key79,10289
key80,9968
key81,9841
key82,9701
key83,10322
key84,10041
key85,9757
key86,10063
key87,9908
key88,10104
key89,9939
key90,9929
key91,9955
key92,10043
key93,9981
key94,9981
key95,9917
key96,9890
key97,10158
key98,10081
key99,10083
key100,9715
key101,9740
key102,10045
key103,10001
key104,10096
key105,9782
key106,9818
key107,9583
key108,9651
key109,9405
key110,9830
key111,10018
key112,9616
key113,9783
key114,9794
key115,9932
key116,9810
key117,9771
key118,9558
key119,9781
key120,10618
key121,9869
key122,9526
key123,10173
key124,10117
key125,10041
key126,10096
key127,10372
key128,10170
key129,9874
key130,10072
key131,10384
key132,9678
key133,9620
key134,9847
key135,9785
key136,9575
key137,9726
key138,9721
key139,10003
key140,9677
key141,10222
key142,10297
key143,10172
key144,10091
key145,9846
key146,9969
key147,9639
key148,9718
key149,10121
key150,10063
key151,9660
key152,9878
key153,9596
key154,9525
key155,9752
key156,9704
key157,10127
key158,9791
key159,10116
key160,10112
key161,10124
key162,9843
key163,9723
key164,9847
key165,9796
key166,9780
key167,9599
key168,9821
key169,9666
key170,9699
key171,9574
key172,9637
key173,9935
key174,9666
key175,9798
key176,9494
key177,9979
key178,9910
key179,9635
key180,9965
key181,9903
key182,10040
key183,9586
key184,9707
key185,10245
key186,10030
key187,9765
key188,10299
key189,10387
key190,10073
key191,9723
key192,9796
key193,9619
key194,9421
key195,9576
key196,9858
key197,9952
key198,9614
key199,9849
key200,9924
key201,9712
key202,9897
key203,9831
key204,10046
key205,10274
key206,10125
key207,9733
key208,9656
key209,9683
key210,9796
key211,10219
key212,10020
key213,9971
key214,9834
key215,10006
key216,9720
key217,10145
key218,10330
key219,9873
key220,9936
key221,9533
key222,9935
key223,9822
key224,9942
key225,9536
key226,9524
key227,9588
key228,10167
key229,10314
key230,9645
key231,9604
key232,9797
key233,9592
key234,9915
key235,10028
key236,9585
key237,9742
key238,9473
key239,9744
key240,9564
key241,9824
key242,9583
key243,9894
key244,9699
key245,9803
key246,9477
key247,9811
key248,9734
key249,9609
key250,9690
key251,9791
key252,9819
key253,9487
key254,9855
key255,9685
key256,9495
key257,9567
key258,9622
key259,9368
key260,9785
key261,9683
key262,9573
key263,9923
key264,9532
key265,9579
key266,9453
key267,9821
key268,9510
key269,9624
key270,9730
key271,9707
key272,9844
key273,9927
key274,9797
key275,9523
key276,9882
key277,10023
key278,9686
key279,9942
key280,9757
key281,9556
key282,9737
key283,9705
key284,9850
key285,9889
key286,9975
key287,9827
key288,9843
key289,9951
key290,9643
key291,9870
key292,9837
key293,9838
key294,9848
key295,9904
key296,9556
key297,10053
key298,10000
key299,9928
key300,10086
key301,9824
key302,10189
key303,10044
key304,10128
key305,10166
key306,10107
key307,9989
key308,9515
key309,9780
key310,9955
key311,10196
key312,9902
key313,9672
key314,9988
key315,9773
key316,10092
key317,9989
key318,10174
key319,9939
key320,9752
key321,9776
key322,9640
key323,10493
key324,10006
key325,10258
key326,9916
key327,10315
key328,10042
key329,10103
key330,10128
key331,9914
key332,9908
key333,9974
key334,10128
key335,9962
key336,9693
key337,9472
key338,10112
key339,10010
key340,10118
key341,9596
key342,9800
key343,9622
key344,9592
key345,9619
key346,9644
key347,9993
key348,9744
key349,9906
key350,9574
key351,9762
key352,9797
key353,10181
key354,9843
key355,10294
key356,10329
key357,9814
key358,9570
key359,9931
key360,9641
key361,10812
key362,10861
key363,10791
key364,10627
key365,9954
key366,10163
key367,9774
key368,9981
key369,10615
key370,10537
key371,10299
key372,9962
key373,9865
key374,10016
key375,9945
key376,9918
key377,9798
key378,9900
key379,9618
key380,9940
key381,9987
key382,9660
key383,9736
key384,9902
key385,9682
key386,9933
key387,9505
key388,9936
key389,10233
key390,10143
key391,9887
key392,12226
key393,13817
key394,20592
key395,17587
key396,17075
key397,46527
key398,46393
key399,27302
key400,59756
key401,18961
key402,18749
key403,11331
key404,10595
key405,10067
key406,10038
key407,9824
key408,10069
key409,9929
key410,10511
key411,9741
key412,9620
key413,9981
key414,9607
key415,10300
key416,10489
key417,9928
key418,9801
key419,9389
key420,9818
key421,9406
key422,9505
key423,9694
key424,9785
key425,9322
key426,9804
key427,9621
key428,9348
key429,9801
key430,9873
key431,9614
key432,10037
key433,9808
key434,9822
key435,9545
key436,9609
key437,9672
key438,9785
key439,9605
key440,9669
key441,9759
key442,9614
key443,9819
key444,9833
key445,9532
key446,9623
key447,9517
key448,9760
key449,9375
key450,9136
key451,9621
key452,9706
key453,9895
key454,9735
key455,9529
key456,10235
key457,9921
key458,9787
key459,9742
key460,10236
key461,10040
key462,9710
key463,9961
key464,10005
key465,9852
key466,9967
key467,9497
key468,10131
key469,9846
key470,9502
key471,9776
key472,9723
key473,9689
key474,9654
key475,9590
key476,9995
key477,9856
key478,10130
key479,9759
key480,9837
key481,9767
key482,9725
key483,9651
key484,9684
key485,9731
key486,9815
key487,9745
key488,10137
key489,10017
key490,10008
key491,9690
key492,9832
key493,9817
key494,9620
key495,9463
key496,9447
key497,9940
key498,9574
key499,9494
key500,9423
key501,9494
key502,9588
key503,9762
key504,9958
key505,9660
key506,10040
key507,9910
key508,9797
key509,9447
key510,9522
key511,9561
key512,10048
key513,10428
key514,10848
key515,10444
key516,10794
key517,10608
key518,11121
key519,10828
key520,10503
key521,10085
key522,10211
key523,9938
key524,9987
key525,9710
key526,9533
key527,9786
key528,10137
key529,9999
key530,9622
key531,9976
key532,9775
key533,9806
key534,9524
key535,10088
key536,10766
key537,10478
key538,10429
key539,10113
key540,10226
key541,9869
key542,10690
key543,10151
key544,10346
key545,10568
key546,10149
key547,9950
key548,10606
key549,11000
key550,9486
key551,10580
key552,9827
key553,9523
key554,10436
key555,9821
key556,10146
key557,10330
key558,9574
key559,10401
key560,10487
key561,9972
key562,9995
key563,10182
key564,9605
key565,10045
key566,10528
key567,9570
key568,10369
key569,11155
key570,10183
key571,10293
key572,10214
key573,9815
key574,10308
key575,10295
key576,10233
key577,9805
key578,9972
key579,10167
key580,9947
key581,10155
key582,10573
key583,9981
key584,9650
key585,10521
key586,9894
key587,9465
key588,10502
key589,9729
key590,10319
key591,10184
key592,9998
key593,10550
key594,10331
key595,9483
key596,10217
key597,10713
key598,9872
key599,10769
key600,9827
key601,10081
key602,10179
key603,9874
key604,9600
key605,10257
key606,9688
key607,9625
key608,9816
key609,9624
key610,9532
key611,9490
key612,9872
key613,9661
key614,9902
key615,9410
key616,9494
key617,9620
key618,9711
key619,9320
key620,9527
key621,9681
key622,9908
key623,9977
key624,9548
key625,9710
key626,9707
key627,10009
key628,9454
key629,9749
key630,9557
key631,9614
key632,9536
key633,9820
key634,9786
key635,9743
key636,9395
key637,9352
key638,9913
key639,9614
key640,9733
key641,9984
key642,10041
key643,9729
key644,9742
key645,9605
key646,10011
key647,9883
key648,9722
key649,9517
key650,9889
key651,9591
key652,9732
key653,9433
key654,9578
key655,9733
key656,9686
key657,9516
key658,9973
key659,9550
key660,9849
key661,9604
key662,9803
key663,9551
key664,9828
key665,9822
key666,9900
key667,9954
key668,10124
key669,10204
key670,10188
key671,10247
key672,10787
key673,10818
key674,11145
key675,10234
key676,10009
key677,10969
key678,10193
key679,10633
key680,9952
key681,10142
key682,9991
key683,10055
key684,9886
key685,10222
key686,10203
key687,10019
key688,10104
key689,10195
key690,10014
key691,10208
key692,9876
key693,9836
key694,10050
key695,10043
key696,9946
key697,9607
key698,9964
key699,10637
key700,10397
key701,10271
key702,13426
key703,19751
key704,10966
key705,10355
key706,10270
key707,10084
key708,10032
key709,239404
key710,10812
key711,9754
key712,10049
key713,10109
key714,9886
key715,10678
key716,10215
key717,10118
key718,10484
key719,9820
key720,9602
key721,10473
key722,10107
key723,10763
key724,10374
key725,9752
key726,10475
key727,9848
key728,10084
key729,10654
key730,9986
key731,10292
key732,9941
key733,10252
key734,10709
key735,10357
key736,11359
key737,10668
key738,12079
key739,12795
key740,10181
key741,10872
key742,11027
key743,11020
key744,11457
key745,10272
key746,11462
key747,9702
key748,9708
key749,9683
key750,9771
key751,9751
key752,9814
key753,9975
key754,10003
key755,10076
key756,10041
key757,9830
key758,9823
key759,9542
key760,9735
key761,9862
key762,9764
key763,9650
key764,9751
key765,9893
key766,10019
key767,10048
key768,10044
key769,10102
key770,10053
key771,9952
key772,9925
key773,10051
key774,9786
key775,10042
key776,9809
key777,10738
key778,10821
key779,10007
key780,9930
key781,10417
key782,9830
key783,9719
key784,10545
key785,9965
key786,9572
key787,10176
key788,9556
key789,9513
key790,10160
key791,9528
key792,9525
key793,10533
key794,10843
key795,10104
key796,10427
key797,10733
key798,9859
key799,10661
key800,11354
key801,10135
key802,10528
key803,10509
key804,10323
key805,10924
key806,10872
key807,10361
key808,11114
key809,11063
key810,10367
key811,10124
key812,10500
key813,10031
key814,10139
key815,10633
key816,9971
key817,9836
key818,9976
key819,10569
key820,10548
key821,9680
key822,10026
key823,10343
key824,9619
key825,10212
key826,10477
key827,9717
key828,10167
key829,9733
key830,9443
key831,10263
key832,9778
key833,9603
key834,10684
key835,9843
key836,10219
key837,10412
key838,9997
key839,10417
key840,10200
key841,9571
key842,9943
key843,10266
key844,9674
key845,9986
key846,10189
key847,9581
key848,10113
key849,10213
key850,9529
key851,10206
key852,10103
key853,10256
key854,9485
key855,9529
key856,10473
key857,9858
key858,9685
key859,10507
key860,9712
key861,9614
key862,10378
key863,9677
key864,9555
key865,10391
key866,9674
key867,9666
key868,10631
key869,9751
key870,9508
key871,10188
key872,9498
key873,10010
key874,10392
key875,9738
key876,10104
key877,10540
key878,9949
key879,10445
key880,10490
key881,9890
key882,10571
key883,10369
key884,9776
key885,10493
key886,10573
key887,10474
key888,9942
key889,9891
key890,10523
key891,9728
key892,9464
key893,10732
key894,10125
key895,10012
key896,10496
key897,10151
key898,10657
key899,10314
key900,9515
key901,10176
key902,10434
key903,9919
key904,10131
key905,10431
key906,9973
key907,10561
key908,10023
key909,9255
key910,10431
key911,10409
key912,9703
key913,10520
key914,9963
key915,10512
key916,10824
key917,10098
key918,10620
key919,10662
key920,9813
key921,10530
key922,10532
key923,10014
key924,10455
key925,10684
key926,9910
key927,10558
key928,10634
key929,10039
key930,10399
key931,10403
key932,10324
key933,9794
key934,9562
key935,10385
key936,9678
key937,9770
key938,10587
key939,9928
key940,9852
key941,10519
key942,9630
key943,9633
key944,10669
key945,10454
key946,10069
key947,10623
key948,9823
key949,10012
key950,10709
key951,10409
key952,9851
key953,10139
key954,10522
key955,10093
key956,10516
key957,10449
key958,9820
key959,10133
key960,10450
key961,9978
key962,10550
key963,10412
key964,9970
key965,9909
