key,latency(us)
key0,1131
key1,924
key2,952
key3,937
key4,850
key5,895
key6,869
key7,827
key8,927
key9,843
key10,849
key11,886
key12,848
key13,864
key14,904
key15,849
key16,831
key17,892
key18,879
key19,826
key20,881
key21,863
key22,857
key23,879
key24,841
key25,839
key26,887
key27,836
key28,822
key29,893
key30,902
key31,826
key32,878
key33,848
key34,875
key35,956
key36,877
key37,832
key38,886
key39,868
key40,849
key41,875
key42,828
key43,851
key44,877
key45,838
key46,818
key47,867
key48,886
key49,832
key50,868
key51,831
key52,857
key53,901
key54,843
key55,837
key56,871
key57,848
key58,833
key59,901
key60,852
key61,849
key62,884
key63,851
key64,830
key65,895
key66,893
key67,876
key68,884
key69,832
key70,845
key71,888
key72,836
key73,820
key74,909
key75,837
key76,835
key77,869
key78,838
key79,834
key80,881
key81,833
key82,816
key83,935
key84,845
key85,864
key86,1209
key87,870
key88,822
key89,876
key90,837
key91,837
key92,919
key93,911
key94,888
key95,874
key96,866
key97,826
key98,875
key99,832
key100,892
key101,974
key102,936
key103,833
key104,938
key105,853
key106,840
key107,963
key108,852
key109,899
key110,892
key111,868
key112,824
key113,911
key114,849
key115,853
key116,962
key117,843
key118,851
key119,905
key120,855
key121,819
key122,988
key123,867
key124,822
key125,1005
key126,887
key127,831
key128,900
key129,869
key130,844
key131,875
key132,853
key133,821
key134,870
key135,907
key136,1003
key137,983
key138,836
key139,892
key140,910
key141,843
key142,835
key143,920
key144,912
key145,863
key146,886
key147,844
key148,834
key149,886
key150,869
key151,826
key152,922
key153,861
key154,833
key155,872
key156,847
key157,827
key158,876
key159,836
key160,841
key161,926
key162,854
key163,820
key164,872
key165,942
key166,839
key167,897
key168,847
key169,841
key170,908
key171,870
key172,861
key173,871
key174,871
key175,862
key176,873
key177,831
key178,842
key179,841
key180,847
key181,847
key182,834
key183,959
key184,855
key185,835
key186,829
key187,870
key188,850
key189,882
key190,844
key191,827
key192,857
key193,850
key194,840
key195,826
key196,863
key197,837
key198,870
key199,846
key200,818
key201,844
key202,859
key203,838
key204,827
key205,873
key206,857
key207,845
key208,841
key209,831
key210,843
key211,842
key212,831
key213,867
key214,872
key215,844
key216,834
key217,842
key218,829
key219,841
key220,902
key221,845
key222,833
key223,882
key224,854
key225,843
key226,836
key227,827
key228,894
key229,842
key230,919
key231,835
key232,859
key233,840
key234,863
key235,859
key236,839
key237,830
key238,838
key239,892
key240,854
key241,869
key242,837
key243,851
key244,888
key245,862
key246,841
key247,884
key248,829
key249,834
key250,853
key251,846
key252,830
key253,844
key254,994
key255,936
key256,949
key257,853
key258,888
key259,874
key260,849
key261,835
key262,865
key263,826
key264,844
key265,899
key266,834
key267,897
key268,865
key269,842
key270,839
key271,869
key272,841
key273,868
key274,890
key275,828
key276,861
key277,891
key278,837
key279,832
key280,891
key281,844
key282,855
key283,870
key284,848
key285,860
key286,872
key287,834
key288,838
key289,898
key290,845
key291,867
key292,879
key293,830
key294,851
key295,882
key296,827
key297,827
key298,905
key299,833
key300,829
key301,866
key302,833
key303,889
key304,869
key305,846
key306,828
key307,901
key308,857
key309,867
key310,888
key311,846
key312,841
key313,876
key314,848
key315,840
key316,882
key317,836
key318,847
key319,864
key320,877
key321,854
key322,888
key323,869
key324,883
key325,881
key326,914
key327,891
key328,891
key329,853
key330,847
key331,1095
key332,854
key333,918
key334,867
key335,850
key336,839
key337,890
key338,842
key339,853
key340,906
key341,837
key342,1152
key343,893
key344,847
key345,867
key346,874
key347,822
key348,892
key349,837
key350,863
key351,879
key352,887
key353,851
key354,869
key355,899
key356,846
key357,902
key358,862
key359,842
key360,870
key361,886
key362,830
key363,892
key364,843
key365,930
key366,881
key367,839
key368,856
key369,884
key370,850
key371,836
key372,896
key373,837
key374,856
key375,930
key376,838
key377,852
key378,855
key379,910
key380,914
key381,853
key382,832
key383,989
key384,840
key385,892
key386,831
key387,849
key388,836
key389,828
key390,837
key391,855
key392,852
key393,842
key394,866
key395,832
key396,851
key397,841
key398,824
key399,865
key400,867
key401,861
key402,824
key403,882
key404,908
key405,863
key406,894
key407,855
key408,873
key409,881
key410,855
key411,838
key412,881
key413,860
key414,841
key415,855
key416,878
key417,858
key418,864
key419,922
key420,895
key421,852
key422,885
key423,871
key424,839
key425,867
key426,895
key427,920
key428,915
key429,858
key430,874
key431,860
key432,835
key433,837
key434,844
key435,866
key436,844
key437,829
key438,862
key439,853
key440,840
key441,864
key442,954
key443,899
key444,838
key445,860
key446,831
key447,873
key448,833
key449,841
key450,835
key451,865
key452,873
key453,847
key454,847
key455,822
key456,854
key457,874
key458,835
key459,859
key460,1027
key461,906
key462,841
key463,869
key464,831
key465,819
key466,884
key467,851
key468,829
key469,912
key470,833
key471,837
key472,880
key473,849
key474,844
key475,997
key476,846
key477,857
key478,883
key479,837
key480,821
key481,868
key482,866
key483,828
key484,889
key485,834
key486,819
key487,904
key488,863
key489,824
key490,882
key491,856
key492,849
key493,880
key494,837
key495,820
key496,884
key497,834
key498,872
key499,870
key500,862
key501,831
key502,896
key503,842
key504,852
key505,895
key506,858
key507,833
key508,871
key509,867
key510,855
key511,918
key512,989
key513,874
key514,922
key515,874
key516,883
key517,930
key518,880
key519,848
key520,897
key521,831
key522,858
key523,887
key524,850
key525,827
key526,928
key527,839
key528,854
key529,879
key530,847
key531,841
key532,888
key533,841
key534,822
key535,910
key536,855
key537,824
key538,870
key539,861
key540,841
key541,923
key542,865
key543,858
key544,871
key545,836
key546,823
key547,876
