key,latency(us)
key0,4470
key1,6276
key2,3104
key3,3648
key4,3237
key5,3459
key6,3618
key7,3606
key8,3452
key9,3130
key10,3108
key11,3159
key12,3474
key13,3146
key14,3077
key15,3521
key16,3185
key17,3161
key18,3603
key19,3140
key20,3242
key21,3194
key22,3022
key23,3014
key24,3122
key25,3093
key26,3429
key27,2753
key28,2955
key29,2976
key30,3041
key31,3119
key32,3195
key33,3311
key34,3292
key35,2779
key36,3073
key37,2725
key38,3063
key39,2950
key40,3021
key41,3357
key42,3405
key43,3227
key44,3151
key45,3074
key46,3227
key47,3203
key48,3269
key49,2898
key50,3059
key51,3062
key52,2910
key53,2983
key54,3146
key55,3059
key56,3046
key57,3305
key58,3199
key59,3070
key60,3360
key61,3264
key62,3207
key63,2835
key64,3183
key65,3100
key66,2804
key67,3089
key68,3117
key69,2678
key70,2987
key71,3076
key72,3140
key73,2693
key74,3068
key75,3028
key76,3003
key77,2930
key78,2629
key79,2911
key80,2923
key81,2882
key82,2962
key83,2881
key84,2966
key85,3110
key86,3042
key87,3060
key88,2971
key89,3025
key90,3190
key91,3050
key92,3055
key93,3002
key94,2976
key95,2917
key96,2945
key97,3052
key98,3063
key99,2946
key100,2661
key101,3154
key102,3182
key103,3169
key104,3045
key105,3153
key106,3157
key107,3079
key108,3341
key109,3235
key110,3149
key111,3228
key112,3189
key113,2635
key114,3155
key115,3611
key116,2710
key117,3130
key118,3092
key119,2974
key120,3142
key121,3279
key122,3115
key123,3137
key124,3090
key125,2927
key126,2944
key127,3115
key128,3128
key129,3146
key130,3232
key131,3071
key132,2698
key133,2934
key134,2619
key135,2878
key136,2588
key137,2941
key138,3047
key139,2960
key140,2972
key141,3132
key142,3212
key143,3107
key144,3065
key145,3014
key146,2985
key147,3209
key148,3140
key149,2994
key150,3078
key151,3028
key152,3060
key153,3064
key154,2920
key155,3027
key156,3006
key157,2960
key158,3020
key159,3064
key160,2963
key161,3009
key162,3022
key163,3766
key164,3294
key165,3190
key166,3156
key167,3040
key168,2623
key169,3018
key170,2931
key171,2934
key172,2924
key173,2601
key174,2906
key175,3144
key176,3105
key177,3246
key178,3052
key179,2950
key180,2781
key181,2939
key182,2978
key183,2985
key184,2947
key185,3119
key186,2550
key187,2993
key188,3055
key189,2589
key190,3004
key191,3028
key192,2576
key193,3118
key194,3099
key195,2961
key196,3236
key197,3091
key198,3070
key199,2734
key200,2981
key201,3092
key202,3049
key203,3309
key204,3311
key205,3243
key206,3190
key207,3293
key208,3134
key209,2803
key210,2948
key211,3190
key212,3207
key213,3152
key214,3135
key215,3083
key216,3118
key217,3163
key218,2999
key219,3210
key220,3302
key221,3076
key222,2971
key223,3113
key224,3055
key225,3091
key226,3072
key227,2955
key228,3013
key229,2594
key230,2900
key231,3155
key232,3057
key233,2682
key234,3042
key235,3199
key236,2643
key237,3032
key238,2969
key239,2883
key240,2904
key241,2899
key242,3001
key243,3010
key244,2890
key245,2617
key246,3058
key247,3233
key248,3300
key249,3607
key250,3348
key251,3424
key252,3314
key253,3387
key254,3167
key255,2681
key256,2913
key257,3145
key258,3094
key259,3326
key260,3158
key261,2649
key262,2900
key263,2546
key264,3042
key265,2978
key266,3124
key267,3136
key268,2503
key269,3157
key270,2971
key271,2931
key272,2992
key273,2893
key274,2582
key275,3019
key276,3152
key277,3103
key278,3221
key279,3015
key280,3187
key281,3017
key282,3119
key283,3059
key284,3096
key285,3235
key286,3073
key287,2753
key288,3070
key289,3070
key290,3128
key291,3229
key292,3100
key293,3191
key294,3012
key295,3084
key296,3118
key297,3332
key298,2971
key299,2973
key300,3133
key301,3229
key302,3191
key303,3345
key304,3245
key305,3150
key306,3246
key307,3154
key308,3014
key309,3107
key310,3072
key311,2911
key312,2649
key313,3080
key314,2876
key315,2594
key316,3113
key317,3022
key318,2563
key319,2911
key320,2876
key321,3236
key322,3123
key323,2981
key324,3065
key325,3113
key326,3031
key327,3151
key328,3050
key329,2950
key330,2650
key331,2687
key332,3023
key333,2613
key334,2975
key335,2568
key336,2919
key337,2576
key338,3036
key339,2757
key340,3173
key341,3125
key342,3162
key343,3118
key344,3256
key345,3068
key346,2946
key347,3062
key348,3030
