key,latency(us)
key0,139432
key1,97829
key2,74349
key3,114384
key4,51240
key5,60736
key6,87497
key7,90987
key8,133994
key9,82365
key10,104895
key11,85775
key12,125612
key13,50051
key14,59097
key15,71487
key16,130882
key17,96503
key18,73247
key19,76710
key20,48182
key21,86827
key22,94250
key23,56542
key24,276702
key25,220169
key26,154246
key27,149827
key28,134754
key29,119528
key30,106779
key31,85147
key32,464797
key33,224029
key34,341065
key35,173948
key36,171949
key37,178029
key38,152123
key39,212322
key40,200151
key41,112070
key42,103936
key43,80485
key44,53347
key45,65484
key46,125261
key47,48741
key48,396483
key49,143175
key50,141742
key51,208428
key52,110622
key53,150761
key54,44149
key55,61560
key56,96940
key57,36966
key58,43625
key59,42913
key60,196426
key61,71712
key62,62332
key63,37451
key64,312027
key65,218502
key66,135420
key67,160495
key68,334166
key69,102297
key70,136697
key71,90933
key72,470235
key73,504212
key74,124894
key75,138942
key76,145354
key77,188770
key78,381751
key79,47531
key80,137939
key81,77930
key82,46491
key83,43598
key84,95399
key85,80075
key86,77331
key87,87597
key88,539261
key89,131314
key90,288747
key91,234012
key92,148707
key93,157478
key94,152945
key95,40272
key96,89954
key97,75175
key98,67178
key99,42167
key100,58738
key101,40312
key102,59901
key103,40927
key104,112775
key105,77124
key106,53022
key107,47164
key108,56550
key109,42463
key110,40810
key111,73743
key112,104005
key113,74488
key114,97509
key115,42793
key116,56383
key117,49451
key118,41793
key119,46005
key120,155884
key121,61481
key122,46155
key123,56556
key124,44108
key125,40885
key126,42267
key127,40839
key128,701002
key129,109346
key130,368271
key131,126993
key132,167852
key133,162193
key134,129725
key135,91007
key136,83327
key137,49585
key138,71459
key139,78514
key140,51262
key141,44551
key142,45709
key143,49104
key144,226649
key145,111930
key146,70167
key147,73234
key148,54749
key149,74607
key150,118605
key151,33979
key152,88825
key153,81420
key154,70191
key155,31722
key156,39016
key157,81062
key158,48573
key159,33080
key160,465293
key161,99842
key162,276216
key163,124208
key164,137411
key165,165240
key166,67438
key167,181065
key168,159557
key169,55446
key170,48363
key171,70674
key172,96270
key173,96993
key174,57775
key175,53686
key176,156075
key177,68850
key178,72327
key179,67052
key180,89788
key181,54560
key182,75107
key183,62077
key184,110871
key185,71874
key186,101328
key187,101334
key188,61032
key189,62880
key190,75330
key191,77043
