HR,WSS
1,1636701
2,14668036
3,14668036
4,14668036
5,14668560
6,14740219
7,14777127
8,14777127
9,14777127
10,14777127
11,14777127
12,14777127
13,7979084047
14,117456460161
15,159542406211
16,167692703486
17,168040128822
18,189280450586
19,217316557094
20,217316557094
21,217316557094
22,217316557094
23,217316557094
24,217316557094
25,217317783505
26,236172940518
27,282180355841
28,367114108111
29,380939327872
30,385015905519
31,385282178503
32,385282178503
33,385282178503
34,385282178503
35,385282178503
36,385282178503
37,385282178503
38,385282376049
39,434599038422
40,497814449386
41,497814976711
42,497815189452
43,569355780764
44,590210137675
45,590263577796
46,590263577796
47,590263577796
48,590263577796
49,590263717144
50,590268363696
51,590268363696
52,590268363696
53,590268363696
54,590268363696
55,590268363696
56,590268363696
57,590268363696
58,590268363696
59,590268363696
60,590268363696
61,590268363696
62,597040025238
63,602757945102
64,602757945102
65,602787876907
66,602787878260
67,619657936383
68,633657630805
69,634064245390
70,634064245390
71,634064245390
72,634064245390
73,634064245390
74,634064245390
75,634064245390
76,634064245390
77,634064245525
78,634064257436
79,634064257436
80,634064257436
81,634064257436
82,634064257436
83,634064257436
84,634064257436
85,634064257436
86,634064257436
87,634064257436
88,634064257436
89,634064257436
90,634064257436
91,634064257436
92,634064257436
93,634064257436
94,634064257436
95,634064257436
96,634064257436
97,634064257436
98,634064257436
99,634064257436
100,634064257436
101,634064257571
102,634064269482
103,634064269482
104,634064269482
105,634064269482
106,634064269482
107,634064269482
108,634064269482
109,634064269482
110,634064269482
111,634064269482
112,634064269482
113,634064269482
114,634064269482
115,634064269482
116,634064269482
117,634064269482
118,634064269482
119,634064269482
120,634064269482
121,634064269482
122,634064269482
123,634064269482
124,634064269482
125,634064269680
126,634064281528
127,634064281528
128,634064281528
129,634064281528
130,634064281528
131,634064281528
132,634064281528
133,634064281528
134,634064281528
135,634064281528
136,634064281528
137,634064281528
138,634064281528
139,634064281528
140,634064281528
141,634064281528
142,634064281528
143,634064281528
144,634064281528
145,634064450390
146,634069067428
147,646225246272
148,757431100680
149,779359201983
150,786109937028
151,786399968104
152,786399968104
153,786399968104
154,786399968104
155,786399968104
156,786400381273
157,786400594014
158,786400594014
159,786400594014
160,786400594014
161,786401617800
162,786401617906
163,786401618012
