HR,WSS
1,100650212152
2,202040139514
3,215533712556
4,215533712556
5,215533712556
6,215533712556
7,215533712556
8,247874280390
9,353494813268
10,421545473210
11,487797578118
12,551402942203
13,590957338351
14,621745484880
15,648073430246
16,660872661951
17,679478305527
18,704017618529
19,708424965248
20,708424965248
21,708424965248
22,708424965248
23,708424965248
24,708424965248
25,708424965248
26,708424965248
27,708424965248
28,708424965248
29,708424965248
30,708424965248
31,708424965248
32,749016382601
33,870332388512
34,958789961161
35,1035631017240
36,1114825226988
37,1181560407304
38,1214408161142
39,1236888462156
40,1250084714251
41,1269730747494
42,1278282511094
43,1278282511094
44,1278282511094
45,1278282511094
46,1278282511094
47,1278282511094
48,1278282511094
49,1278282511094
50,1278282511094
51,1278282511094
52,1278282511094
53,1278282511094
54,1278282511094
55,1278282511094
56,1317684260225
57,1438358651762
58,1524655861835
59,1596664063183
60,1673172740945
61,1735709148855
62,1768255823551
63,1798866773905
64,1817573101581
65,1831169451866
66,1854433353315
67,1858702740662
68,1858702740662
69,1858702740662
70,1858702740662
71,1858702740662
72,1858702740662
73,1858702740662
74,1858702740662
75,1858702740662
76,1858702740662
77,1858702740662
78,1858702740662
79,1858702740662
80,1896099111899
81,2013678227795
82,2101809760060
83,2181760412558
84,2260641049914
85,2307569721764
86,2340262913973
87,2362352513252
88,2374942039224
89,2391582572635
90,2404736229717
91,2404736229717
92,2404736229717
93,2404736229717
94,2404736229717
95,2404736229717
96,2404736229717
97,2404736229717
98,2404736229717
99,2404736229717
100,2404736229717
101,2404736229717
102,2404736229717
103,2404736229717
104,2444384707338
105,2565137278749
106,2645002480445
107,2724778449824
108,2779462099692
109,2813244333253
110,2835065384141
111,2851635686364
112,2876356236680
113,2881077722945
114,2881077722945
115,2881077722945
116,2881077722945
117,2881077722945
118,2881077722945
119,2881077722945
120,2881077722945
121,2881077722945
122,2881077722945
123,2881077722945
124,2881077722945
125,2881077722945
126,2881077722945
127,2881077722945
128,2919682849887
129,3037459571767
130,3110245806610
131,3185706662567
132,3237027766998
133,3269707591865
134,3297686613273
135,3315531639031
136,3335329489863
137,3341727807972
138,3342150796519
139,3342920299081
140,3344947161498
141,3348608907485
142,3352407821250
143,3357998857526
144,3365155787776
145,3370937748161
146,3376620918465
147,3380405759362
148,3385161954844
149,3389378373868
150,3393870602180
151,3397959850801
152,3436701229805
153,3547335886255
154,3620817088998
155,3692163047765
156,3761743426654
157,3798782177853
158,3824487323834
159,3859556886776
160,3892809862616
161,3907870691872
162,3926744908725
163,3948642796422
164,3951796209687
165,3956240992363
166,3960052597908
167,3964546372016
168,3968089134490
169,3968106610124
