key,latency(us)
key0,85309
key1,40827
key2,80163
key3,40665
key4,42602
key5,45605
key6,46567
key7,28621
key8,26856
key9,43506
key10,43501
key11,42766
key12,103109
key13,31833
key14,29761
key15,50886
key16,27782
key17,37116
key18,75059
key19,46260
key20,29909
key21,27774
key22,25599
key23,29160
key24,29837
key25,28845
key26,32665
key27,29104
key28,29667
key29,40252
key30,25925
key31,30442
key32,89294
key33,51017
key34,35507
key35,25738
key36,31122
key37,27639
key38,25660
key39,40973
key40,25661
key41,25567
key42,26537
key43,26111
key44,24925
key45,25863
key46,25606
key47,23075
key48,25500
key49,34328
key50,24614
key51,24582
key52,26445
key53,28370
key54,23785
key55,36506
key56,25391
key57,24226
key58,26181
key59,27914
key60,23377
key61,30495
key62,25974
key63,25700
key64,54741
key65,56411
key66,26394
key67,22869
key68,17485
key69,52002
key70,21978
key71,17307
key72,94695
key73,19382
key74,42433
key75,40740
key76,18539
key77,149547
key78,17140
key79,18516
key80,17385
key81,18648
key82,28697
key83,19739
key84,17122
key85,18741
key86,20042
key87,18463
key88,19083
key89,18692
key90,17975
key91,17132
key92,20909
key93,18794
key94,16255
key95,52371
key96,17470
key97,19350
key98,18683
key99,19967
key100,15746
key101,19768
key102,19508
key103,19511
key104,16749
key105,19233
key106,20970
key107,42527
key108,35659
key109,18822
key110,18203
key111,17653
key112,99942
key113,36581
key114,20658
key115,20740
key116,18294
key117,32465
key118,19472
key119,20319
key120,18058
key121,19112
key122,16971
key123,16762
key124,32585
key125,21455
key126,21214
key127,21086
key128,19720
key129,17935
key130,31604
key131,19742
key132,23168
key133,98229
key134,142115
key135,18362
key136,31311
key137,35242
key138,32408
key139,49628
key140,15801
key141,30408
key142,19181
key143,17216
key144,24955
key145,60963
key146,34886
key147,26161
key148,21419
key149,24089
key150,21735
key151,26151
key152,168744
key153,58390
key154,56212
key155,37343
key156,134300
key157,144831
key158,18823
key159,18173
key160,23962
key161,27090
key162,22888
key163,18040
key164,70120
key165,21160
key166,31504
key167,60317
key168,19528
key169,21768
key170,54276
key171,39777
key172,18440
key173,27932
key174,23252
key175,18945
key176,49019
key177,26520
key178,29902
key179,19226
key180,19420
key181,18115
key182,18219
key183,20654
key184,19987
key185,18451
key186,20819
key187,20770
key188,22687
key189,18719
key190,17820
key191,18532
key192,209971
key193,66830
key194,32453
key195,29621
key196,19369
key197,18623
key198,17130
key199,19090
key200,50985
key201,20965
key202,18910
key203,20189
key204,20237
key205,51877
key206,31884
key207,38271
key208,26356
key209,207285
key210,23672
key211,18890
key212,19460
key213,266915
key214,18457
key215,19068
key216,22736
key217,17516
key218,16545
key219,16506
key220,17655
key221,18409
key222,18745
key223,16676
key224,16988
key225,19619
key226,18931
key227,20229
key228,18900
key229,19238
key230,22206
key231,18968
key232,84364
key233,36462
key234,46437
key235,92896
key236,20598
key237,17943
key238,19850
key239,19744
key240,17530
key241,17672
key242,20598
key243,19230
key244,27472
key245,17996
key246,19178
key247,18897
key248,19975
key249,18769
key250,17866
key251,94644
key252,29398
key253,18429
key254,19053
key255,18113
key256,16330
key257,51531
key258,17480
key259,16642
key260,16526
key261,17331
key262,18558
key263,18077
key264,46074
key265,45570
key266,47878
key267,63915
key268,56670
key269,59057
key270,32201
key271,44114
key272,213827
key273,49980
key274,45755
key275,49642
key276,27350
key277,35573
key278,30663
key279,79860
key280,39998
key281,30772
key282,47027
key283,45036
key284,43313
key285,236608
key286,52835
key287,285523
key288,33808
key289,33564
key290,59577
key291,43709
key292,28840
key293,46219
