key,latency(us)
key0,1081
key1,961
key2,912
key3,911
key4,880
key5,870
key6,887
key7,858
key8,855
key9,870
key10,881
key11,887
key12,880
key13,865
key14,883
key15,857
key16,869
key17,876
key18,889
key19,874
key20,863
key21,880
key22,858
key23,887
key24,899
key25,899
key26,871
key27,890
key28,868
key29,872
key30,885
key31,863
key32,894
key33,902
key34,870
key35,865
key36,893
key37,883
key38,870
key39,871
key40,880
key41,887
key42,873
key43,869
key44,860
key45,884
key46,868
key47,973
key48,881
key49,869
key50,905
key51,887
key52,860
key53,875
key54,892
key55,937
key56,868
key57,871
key58,864
key59,863
key60,872
key61,868
key62,869
key63,932
key64,866
key65,857
key66,895
key67,904
key68,854
key69,882
key70,860
key71,873
key72,882
key73,853
key74,858
key75,879
key76,892
key77,884
key78,883
key79,858
key80,859
key81,874
key82,858
key83,871
key84,882
key85,874
key86,867
key87,876
key88,859
key89,876
key90,881
key91,849
key92,856
key93,889
key94,887
key95,865
key96,879
key97,855
key98,890
key99,903
key100,859
key101,860
key102,885
key103,957
key104,864
key105,921
key106,848
key107,852
key108,885
key109,851
key110,855
key111,882
key112,853
key113,863
key114,871
key115,880
key116,865
key117,889
key118,853
key119,854
key120,879
key121,847
key122,861
key123,891
key124,888
key125,885
key126,862
key127,860
key128,847
key129,870
key130,864
key131,853
key132,882
key133,861
key134,847
key135,867
key136,860
key137,869
key138,897
key139,852
key140,853
key141,863
key142,871
key143,856
key144,876
key145,866
key146,926
key147,875
key148,860
key149,862
key150,896
key151,857
key152,856
key153,877
key154,866
key155,864
key156,894
key157,852
key158,859
key159,911
key160,875
key161,848
key162,886
key163,855
key164,850
key165,870
key166,876
key167,916
key168,888
key169,849
key170,850
key171,876
key172,877
key173,905
key174,872
key175,862
key176,845
key177,870
key178,858
key179,848
key180,864
key181,890
key182,868
key183,907
key184,864
key185,872
key186,869
key187,861
key188,848
key189,885
key190,858
key191,853
key192,871
key193,859
key194,873
key195,877
key196,855
key197,859
key198,870
key199,865
key200,854
key201,882
key202,889
key203,877
key204,896
key205,876
key206,882
key207,907
key208,878
key209,875
key210,906
key211,865
key212,863
key213,892
key214,863
key215,871
key216,881
key217,854
key218,854
key219,875
key220,880
key221,860
key222,879
key223,852
key224,847
key225,881
key226,871
key227,852
key228,877
key229,897
key230,860
key231,867
key232,974
key233,869
key234,877
key235,865
key236,853
key237,868
key238,944
key239,911
key240,873
key241,878
key242,867
key243,878
key244,866
key245,880
key246,937
key247,874
key248,893
key249,945
key250,910
key251,870
key252,931
key253,919
key254,897
key255,902
key256,894
