key,latency(us)
key0,1042
key1,996
key2,936
key3,928
key4,975
key5,930
key6,896
key7,896
key8,917
key9,918
key10,898
key11,888
key12,889
key13,948
key14,977
key15,888
key16,903
key17,941
key18,901
key19,898
key20,888
key21,928
key22,886
key23,887
key24,877
key25,944
key26,894
key27,905
key28,905
key29,928
key30,891
key31,895
key32,917
key33,933
key34,889
key35,895
key36,1020
key37,919
key38,911
key39,891
key40,889
key41,908
key42,901
key43,895
key44,880
key45,918
key46,931
key47,890
key48,896
key49,950
key50,881
key51,897
key52,890
key53,903
key54,899
key55,905
key56,877
key57,899
key58,1044
key59,908
key60,883
key61,907
key62,887
key63,934
key64,891
key65,898
key66,889
key67,916
key68,888
key69,929
key70,896
key71,911
key72,897
key73,917
key74,881
key75,914
key76,900
key77,902
key78,894
key79,894
key80,1036
key81,902
key82,884
key83,894
key84,898
key85,908
key86,879
key87,904
key88,900
key89,900
key90,879
key91,965
key92,899
key93,923
key94,877
key95,882
key96,912
key97,908
key98,882
key99,893
key100,892
key101,1055
key102,892
key103,892
key104,883
key105,918
key106,873
key107,881
key108,905
key109,966
key110,882
key111,897
key112,897
key113,924
key114,891
key115,901
key116,878
key117,935
key118,889
key119,888
key120,888
key121,911
key122,900
key123,1050
key124,875
key125,908
key126,920
key127,890
key128,878
key129,937
key130,916
key131,898
key132,880
key133,963
key134,915
key135,888
key136,898
key137,908
key138,897
key139,888
key140,891
key141,898
key142,878
key143,905
key144,887
key145,1055
key146,894
key147,914
key148,882
key149,910
key150,892
key151,907
key152,890
key153,907
key154,895
key155,915
key156,884
key157,901
key158,887
key159,896
key160,891
key161,907
key162,878
key163,881
key164,899
key165,895
key166,875
key167,1035
key168,919
key169,893
key170,887
key171,893
key172,901
key173,916
key174,877
key175,1023
key176,915
key177,898
key178,877
key179,910
key180,904
key181,900
key182,898
key183,925
key184,920
key185,923
key186,893
key187,894
key188,894
key189,1017
key190,898
key191,899
key192,905
key193,932
key194,898
key195,885
key196,908
key197,933
key198,895
key199,897
key200,908
key201,926
key202,895
key203,900
key204,886
key205,926
key206,897
key207,892
key208,890
key209,926
key210,887
key211,998
key212,895
key213,914
key214,959
key215,899
key216,886
key217,923
key218,966
key219,890
key220,900
key221,918
key222,913
key223,893
key224,889
key225,922
key226,915
key227,894
key228,901
key229,911
key230,895
key231,896
key232,894
key233,1009
key234,927
key235,906
key236,891
key237,900
key238,898
key239,905
key240,884
key241,912
key242,902
key243,919
key244,891
key245,914
key246,894
key247,921
key248,897
key249,900
key250,915
key251,915
key252,906
key253,900
key254,893
key255,1012
key256,907
key257,898
key258,892
key259,914
key260,917
key261,886
key262,893
key263,892
key264,919
key265,905
key266,895
key267,903
key268,940
key269,903
key270,881
key271,917
key272,923
key273,901
key274,890
key275,895
key276,913
key277,1008
key278,895
key279,914
key280,942
key281,901
key282,884
key283,900
key284,924
key285,895
key286,888
key287,897
key288,919
key289,914
key290,893
key291,885
key292,917
key293,910
key294,882
key295,895
key296,911
key297,910
key298,893
key299,1031
key300,898
key301,915
key302,896
key303,901
key304,904
key305,909
key306,885
key307,897
key308,906
key309,897
key310,922
key311,897
key312,892
key313,910
key314,912
key315,885
key316,900
key317,909
key318,921
key319,971
key320,1052
key321,916
key322,927
key323,905
key324,902
key325,918
key326,889
key327,895
key328,911
key329,901
key330,904
key331,905
key332,910
key333,896
key334,893
key335,916
key336,899
key337,898
key338,900
key339,916
key340,914
key341,893
key342,1019
key343,1026
key344,915
key345,889
key346,901
key347,917
key348,909
key349,889
key350,889
key351,896
key352,909
key353,895
key354,884
key355,918
key356,910
key357,899
key358,890
key359,891
key360,919
key361,887
key362,883
key363,917
key364,996
key365,889
key366,878
key367,908
key368,918
key369,889
key370,897
key371,893
key372,911
key373,899
key374,889
key375,887
key376,905
key377,896
key378,897
key379,892
key380,917
key381,907
key382,883
key383,890
key384,910
key385,924
key386,950
key387,883
key388,923
key389,916
key390,882
key391,890
key392,908
key393,936
key394,893
key395,900
key396,903
key397,893
key398,896
key399,891
key400,909
key401,899
key402,903
key403,889
key404,903
key405,902
key406,906
key407,891
key408,978
key409,908
key410,937
key411,891
key412,905
key413,894
key414,903
key415,911
key416,906
key417,890
key418,888
key419,896
key420,955
key421,890
key422,888
key423,925
key424,950
key425,890
key426,904
key427,904
key428,905
key429,892
key430,990
key431,922
key432,909
key433,897
key434,901
key435,922
key436,906
key437,891
key438,905
key439,921
key440,902
key441,895
key442,891
key443,891
key444,925
key445,901
key446,884
key447,908
key448,928
key449,892
key450,887
key451,899
key452,1007
key453,901
key454,887
key455,909
key456,953
key457,905
key458,882
key459,897
key460,928
key461,892
key462,888
key463,895
key464,898
key465,908
key466,894
key467,888
key468,926
key469,919
key470,878
key471,889
key472,910
key473,905
key474,987
key475,903
key476,916
key477,914
key478,893
key479,925
key480,907
key481,900
key482,887
key483,908
key484,920
key485,922
key486,917
key487,886
key488,920
key489,892
key490,932
key491,884
key492,896
key493,895
key494,909
key495,886
key496,1003
key497,898
key498,927
key499,892
key500,947
key501,912
key502,917
key503,910
key504,901
key505,899
key506,895
key507,913
key508,897
key509,886
key510,884
key511,907
key512,912
key513,903
key514,891
key515,912
key516,911
key517,903
key518,999
key519,923
key520,907
key521,883
key522,898
key523,906
key524,898
key525,890
key526,883
key527,904
key528,919
key529,934
key530,896
key531,912
key532,901
key533,889
key534,895
key535,904
key536,917
key537,884
key538,876
key539,896
key540,1005
key541,897
key542,878
key543,916
key544,918
key545,894
key546,882
key547,900
key548,894
key549,895
key550,889
key551,905
key552,894
key553,892
key554,877
key555,904
key556,894
key557,912
key558,900
key559,900
key560,891
key561,917
key562,967
key563,910
key564,903
key565,929
key566,895
key567,908
key568,890
key569,912
key570,893
key571,913
key572,890
key573,909
key574,895
key575,908
key576,885
key577,898
key578,899
key579,908
key580,891
key581,897
key582,910
key583,994
key584,890
key585,907
key586,904
key587,913
key588,896
key589,895
key590,918
key591,912
key592,890
key593,889
key594,892
key595,923
key596,883
key597,888
key598,891
key599,925
key600,887
key601,894
key602,891
key603,943
key604,893
key605,979
key606,904
key607,930
key608,914
key609,893
key610,904
key611,907
key612,885
key613,900
key614,880
key615,927
key616,888
key617,888
key618,890
key619,915
key620,909
key621,912
key622,879
key623,916
key624,912
key625,897
key626,877
key627,1015
key628,910
key629,894
key630,878
key631,901
key632,943
key633,908
key634,935
key635,911
key636,914
key637,892
key638,877
key639,904
key640,898
key641,911
key642,885
key643,903
key644,896
key645,921
key646,886
key647,905
key648,922
key649,991
key650,889
key651,906
key652,888
key653,915
key654,893
key655,938
key656,899
key657,932
key658,883
key659,909
key660,892
key661,887
key662,907
key663,917
key664,883
key665,908
key666,919
key667,918
key668,892
key669,903
key670,986
key671,912
key672,894
key673,906
key674,913
key675,916
key676,888
key677,897
key678,923
key679,913
key680,894
key681,894
key682,887
key683,912
key684,888
key685,910
key686,897
key687,929
key688,888
key689,894
key690,903
key691,941
key692,977
key693,903
key694,894
key695,936
key696,885
key697,881
key698,882
key699,919
key700,891
key701,889
key702,882
key703,905
key704,893
key705,891
key706,882
key707,925
key708,916
key709,888
key710,880
key711,911
key712,897
key713,892
key714,994
key715,929
key716,996
key717,896
key718,879
key719,917
key720,911
key721,897
key722,899
key723,918
key724,911
key725,895
key726,879
key727,900
key728,887
key729,916
key730,885
key731,916
key732,896
key733,914
key734,893
key735,922
key736,993
key737,919
key738,901
key739,942
key740,900
key741,918
key742,888
key743,912
key744,889
key745,910
key746,890
key747,907
key748,879
key749,891
key750,905
key751,905
key752,877
key753,910
key754,912
key755,907
key756,878
key757,902
key758,981
key759,907
key760,893
key761,931
key762,964
key763,917
key764,883
key765,883
key766,901
key767,912
key768,900
key769,892
key770,891
key771,928
key772,881
key773,893
key774,891
key775,937
key776,884
key777,894
key778,891
key779,927
key780,967
key781,890
key782,904
key783,939
key784,890
key785,890
key786,893
key787,918
key788,884
key789,892
key790,899
key791,910
key792,895
key793,892
key794,878
key795,911
key796,901
key797,891
key798,893
key799,914
key800,909
key801,899
key802,981
key803,927
key804,1095
key805,899
key806,878
key807,923
key808,911
key809,887
key810,902
key811,904
key812,907
key813,912
key814,884
key815,908
key816,886
key817,899
key818,881
key819,904
key820,915
key821,918
key822,893
key823,1002
key824,908
key825,925
key826,882
key827,904
key828,918
key829,909
key830,890
key831,907
key832,890
key833,906
key834,894
key835,929
key836,886
key837,907
key838,885
key839,920
key840,876
key841,896
key842,904
key843,942
key844,918
key845,999
key846,921
key847,890
key848,907
key849,930
key850,929
key851,896
key852,880
key853,900
key854,928
key855,899
key856,886
key857,889
key858,940
key859,900
key860,891
key861,915
key862,897
key863,914
key864,886
key865,896
key866,923
key867,1022
key868,883
key869,885
key870,905
key871,915
key872,878
key873,895
key874,1012
key875,910
key876,889
key877,889
key878,900
key879,901
key880,899
key881,893
key882,901
key883,910
key884,1005
key885,889
key886,898
key887,897
key888,909
key889,960
key890,915
key891,900
key892,904
key893,902
key894,894
key895,924
key896,907
key897,902
key898,898
key899,907
key900,915
key901,926
key902,900
key903,898
key904,907
key905,891
key906,902
key907,895
key908,889
key909,911
key910,906
key911,970
key912,894
key913,905
key914,898
key915,888
key916,901
key917,921
key918,908
key919,884
key920,900
key921,960
key922,921
key923,891
key924,882
key925,940
key926,899
key927,891
key928,880
key929,902
key930,914
key931,918
key932,880
key933,984
key934,918
key935,884
key936,878
key937,901
key938,1029
key939,890
key940,887
key941,896
key942,912
key943,893
key944,882
key945,891
key946,904
key947,901
key948,897
key949,929
key950,927
key951,897
key952,902
key953,893
key954,901
key955,1003
key956,880
key957,888
key958,911
key959,921
key960,885
key961,890
key962,935
key963,936
key964,889
key965,885
key966,902
key967,917
key968,898
key969,896
key970,910
key971,921
key972,888
