key,latency(us)
key0,981
key1,948
key2,941
key3,963
key4,898
key5,892
key6,906
key7,920
key8,876
key9,919
key10,886
key11,907
key12,884
key13,880
key14,878
key15,903
key16,886
key17,888
key18,906
key19,885
key20,883
key21,908
key22,904
key23,893
key24,910
key25,890
key26,863
key27,912
key28,880
key29,879
key30,879
key31,911
key32,868
key33,919
key34,872
key35,861
key36,875
key37,905
key38,862
key39,876
key40,876
key41,892
key42,890
key43,862
key44,857
key45,910
key46,873
key47,868
key48,929
key49,863
key50,900
key51,891
key52,872
key53,873
key54,899
key55,876
key56,875
key57,950
key58,864
key59,864
key60,899
key61,864
key62,877
key63,899
key64,880
key65,871
key66,892
key67,897
key68,883
key69,901
key70,884
key71,888
key72,898
key73,860
key74,868
key75,904
key76,891
key77,866
key78,921
key79,856
key80,931
key81,884
key82,884
key83,877
key84,916
key85,873
key86,881
key87,990
key88,893
key89,874
key90,912
key91,860
key92,903
key93,908
key94,878
key95,869
key96,900
key97,905
key98,906
key99,881
key100,891
key101,896
key102,896
key103,860
key104,877
key105,902
key106,885
key107,873
key108,907
key109,907
key110,893
key111,886
key112,871
key113,901
key114,931
key115,877
key116,871
key117,901
key118,897
key119,861
key120,948
key121,882
key122,888
key123,916
key124,863
key125,892
key126,894
key127,885
key128,864
key129,894
key130,886
key131,906
key132,879
key133,886
key134,881
key135,909
key136,869
key137,881
key138,896
key139,900
key140,873
key141,900
key142,866
key143,890
key144,922
key145,888
key146,871
key147,900
key148,890
key149,881
key150,877
key151,870
key152,954
key153,908
key154,873
key155,875
key156,891
key157,886
key158,862
key159,898
key160,879
key161,900
key162,892
key163,878
key164,931
key165,974
key166,880
key167,871
key168,889
key169,879
key170,950
key171,892
key172,870
key173,886
key174,885
key175,887
key176,857
key177,899
key178,887
key179,873
key180,878
key181,887
key182,878
key183,904
key184,861
key185,902
key186,903
key187,887
key188,865
key189,891
key190,878
key191,929
key192,888
key193,875
key194,877
key195,923
key196,869
key197,884
key198,897
key199,878
key200,890
key201,886
key202,891
key203,864
key204,903
key205,874
key206,876
key207,887
key208,902
key209,868
key210,897
key211,880
key212,897
key213,888
key214,861
key215,868
key216,906
key217,967
key218,873
key219,881
key220,884
key221,894
key222,889
key223,860
key224,908
key225,895
key226,870
key227,870
key228,911
key229,873
key230,872
key231,889
key232,875
key233,868
key234,913
key235,877
key236,883
key237,885
key238,886
key239,879
key240,889
key241,865
key242,865
key243,902
key244,883
key245,867
key246,892
key247,879
key248,876
key249,878
key250,883
key251,893
key252,899
key253,929
key254,889
key255,904
key256,874
key257,861
key258,912
key259,879
key260,892
key261,880
key262,876
key263,854
key264,932
key265,874
key266,878
key267,884
key268,895
key269,863
key270,944
key271,879
key272,935
key273,945
key274,892
key275,878
key276,903
key277,887
key278,867
key279,921
key280,871
key281,900
key282,986
key283,874
key284,865
key285,935
key286,864
key287,892
key288,904
key289,890
key290,871
key291,896
key292,858
key293,897
key294,891
key295,888
key296,864
key297,901
key298,907
key299,888
key300,901
key301,876
key302,887
key303,914
key304,877
key305,878
key306,883
key307,884
key308,873
key309,896
key310,883
key311,896
key312,889
key313,874
key314,900
key315,924
key316,862
key317,874
key318,904
key319,893
key320,867
key321,897
key322,869
key323,895
key324,890
key325,900
key326,864
key327,898
key328,905
key329,884
key330,888
key331,877
key332,874
key333,913
key334,859
key335,873
key336,887
key337,883
key338,873
key339,917
key340,872
key341,909
key342,934
key343,871
key344,865
