key,latency(us)
key0,3456
key1,1695
key2,1726
key3,1496
key4,1506
key5,1559
key6,1373
key7,1577
key8,1442
key9,1403
key10,1541
key11,1427
key12,1425
key13,1441
key14,1392
key15,1366
key16,1473
key17,1443
key18,1409
key19,1535
key20,1404
key21,1385
key22,1513
key23,1428
key24,1674
key25,1611
key26,1435
key27,1396
key28,1478
key29,1397
key30,1280
key31,1520
key32,1391
key33,1346
key34,1464
key35,1537
key36,1396
key37,1447
key38,1404
key39,1347
key40,1471
key41,1451
key42,1311
key43,1472
key44,1502
key45,1388
key46,1488
key47,1411
key48,1443
key49,1445
key50,1457
key51,1388
key52,1487
key53,1450
key54,1328
key55,1406
key56,1385
key57,1468
key58,1486
key59,1432
key60,1476
key61,1479
key62,1468
key63,1423
key64,1465
key65,1435
key66,1381
key67,1498
key68,1457
key69,1476
key70,1426
key71,1500
key72,1482
key73,1474
key74,1437
key75,1460
key76,1420
key77,1546
key78,1489
key79,1384
key80,1451
key81,1473
key82,1484
key83,1403
key84,1473
key85,1514
key86,1394
key87,1444
key88,1427
key89,1541
key90,1446
key91,1436
key92,1457
key93,1472
key94,1483
key95,1341
key96,1478
key97,1418
key98,1471
key99,1532
key100,1334
key101,1369
key102,1512
key103,1349
key104,1365
key105,1558
key106,1442
key107,1485
key108,1509
key109,1449
key110,1434
key111,1464
key112,1494
key113,1450
key114,1454
key115,1482
key116,1404
key117,1470
key118,1449
key119,1485
key120,1456
key121,1471
key122,1485
key123,1421
key124,1509
key125,1535
key126,2523
key127,1430
key128,1477
key129,1413
key130,1490
key131,1380
key132,1355
key133,1430
key134,1508
key135,1299
key136,1393
key137,1450
key138,1400
key139,1438
key140,1462
key141,1419
key142,1479
key143,1432
key144,1393
key145,1486
key146,1387
key147,1457
key148,1385
key149,1479
key150,1467
key151,1322
key152,1464
key153,1347
key154,1372
key155,1385
key156,1331
key157,1395
key158,1371
key159,1363
key160,1413
key161,1397
key162,1345
key163,1299
key164,1607
key165,1532
key166,1675
key167,1628
key168,1521
key169,1557
key170,1562
key171,1591
key172,1651
key173,11581
key174,1836
key175,1620
key176,8142
key177,3840
key178,1616
key179,1603
key180,1469
key181,1577
key182,1585
key183,1606
key184,1720
key185,1632
key186,1622
key187,1628
key188,1835
key189,8516
key190,10922
key191,3891
key192,1949
key193,2144
key194,12406
key195,1493
key196,1903
key197,54563
key198,7453
key199,2499
key200,1695
key201,1870
key202,4984
key203,3495
key204,38927
key205,3245
key206,2682
key207,10301
key208,6450
key209,1879
key210,4051
key211,2708
key212,5819
key213,4232
key214,1447
key215,2731
key216,1456
key217,1515
key218,1738
key219,1598
key220,1450
key221,2521
key222,2059
key223,1620
key224,3234
key225,5547
key226,7141
key227,1638
key228,2611
key229,1571
key230,1600
key231,1387
key232,1336
key233,1437
key234,1241
key235,1289
key236,1471
key237,1391
key238,1321
key239,1290
key240,1383
key241,1386
key242,1437
key243,1523
key244,1844
key245,1314
key246,1432
key247,1381
key248,1367
key249,1393
key250,1432
key251,1980
key252,1424
key253,1435
key254,1335
key255,1498
key256,1406
key257,1456
key258,1366
key259,1398
key260,1417
key261,1348
key262,1249
key263,1606
key264,1436
key265,1244
key266,1325
key267,1462
key268,1330
key269,1355
key270,1427
key271,1338
key272,1393
key273,1383
key274,1343
key275,1412
key276,1424
key277,1467
key278,1443
key279,1495
key280,1423
key281,1422
key282,1647
key283,1424
key284,1416
key285,1407
key286,1368
key287,1450
key288,1345
key289,1429
key290,1397
key291,1393
key292,1495
key293,1388
key294,1411
key295,1475
key296,1328
key297,1366
key298,1357
key299,1330
key300,1351
key301,1373
key302,1435
key303,1418
key304,1342
key305,1287
key306,1401
key307,1357
key308,1532
key309,1362
key310,1498
key311,1353
key312,1524
key313,1379
key314,1360
key315,1359
key316,1386
key317,1303
key318,1392
key319,1326
key320,1338
key321,1452
key322,1431
key323,1563
key324,1273
key325,1379
key326,1336
key327,1380
key328,1311
key329,1408
key330,1351
key331,1292
key332,1303
key333,1336
key334,1316
key335,1394
key336,1345
key337,1338
key338,1314
key339,1366
key340,1362
key341,1426
key342,1282
key343,1256
key344,1394
key345,1345
key346,1338
key347,1408
key348,1280
key349,1259
key350,1374
key351,1353
key352,1293
key353,1347
key354,1335
key355,1366
key356,1383
key357,1360
key358,1303
key359,1283
key360,1257
key361,1411
key362,1249
key363,1252
key364,1383
key365,1231
key366,1350
key367,1359
key368,1419
key369,1303
key370,1370
key371,1294
key372,1335
key373,1375
key374,1351
key375,1322
key376,1373
key377,1362
key378,1302
key379,1243
key380,1265
key381,1322
key382,1355
key383,1294
key384,1261
key385,1376
key386,1266
key387,1350
key388,1384
key389,1335
key390,1223
key391,1323
key392,1365
key393,1338
key394,1352
key395,1342
key396,1340
key397,1325
key398,1202
key399,1357
key400,1358
key401,1299
key402,1368
key403,1330
key404,1310
key405,1387
key406,1432
key407,1301
key408,1437
key409,1327
key410,1377
key411,1331
key412,1417
key413,1481
key414,1354
key415,1396
key416,1308
key417,1380
key418,1387
key419,1322
key420,1358
key421,1338
key422,1341
key423,1345
key424,1297
key425,1345
key426,1348
key427,1342
key428,1280
key429,1371
key430,1328
key431,1343
key432,1351
key433,1349
key434,1284
key435,1461
key436,1363
key437,1391
key438,1289
key439,1382
key440,1313
key441,1267
key442,1384
key443,1350
key444,1316
key445,1376
key446,1293
key447,1302
key448,1370
key449,1381
key450,1325
key451,1336
key452,1311
key453,1319
key454,1387
key455,1349
key456,1338
key457,1433
key458,1330
key459,1311
key460,1365
key461,1425
key462,1249
key463,1385
key464,1263
key465,1348
key466,1414
key467,1271
key468,1303
key469,1432
key470,1270
key471,1440
key472,1426
key473,1295
key474,1389
key475,1310
key476,1332
key477,1383
key478,1398
key479,1297
key480,1362
key481,1303
key482,1257
key483,1354
key484,1279
key485,1346
