key,latency(us)
key0,420027
key1,448164
key2,404223
key3,414523
key4,413045
key5,399266
key6,411542
key7,398094
key8,406353
key9,406316
key10,448412
key11,405304
key12,414914
key13,400808
key14,582017
key15,421210
key16,401865
key17,425133
key18,433645
key19,421624
key20,398807
key21,133156
key22,119861
key23,125149
key24,108539
key25,125242
key26,132911
key27,119386
key28,122454
key29,126788
key30,117331
key31,157924
key32,119625
key33,416069
key34,423761
key35,426829
key36,429538
key37,427313
key38,458498
key39,391506
key40,409681
key41,401777
key42,427410
key43,404177
key44,421915
key45,411052
key46,422976
key47,428226
key48,414011
key49,410817
key50,411021
key51,418485
key52,414185
key53,399401
key54,411513
key55,409469
key56,418241
key57,414923
key58,477485
key59,415531
key60,414191
key61,115501
key62,112735
key63,119994
key64,121764
key65,114071
key66,117898
key67,114796
key68,128506
key69,117125
key70,136551
key71,124543
key72,429951
key73,423586
key74,436842
key75,413109
key76,402620
key77,404525
key78,425477
key79,417190
key80,411742
key81,404433
key82,403425
key83,422447
key84,402925
key85,411561
key86,421159
key87,410605
key88,417071
key89,419964
key90,442086
key91,403102
key92,417528
key93,423440
key94,412420
key95,421225
key96,403033
key97,523795
key98,409747
key99,110208
key100,120230
key101,120101
key102,117370
key103,120976
key104,135653
key105,133836
key106,125866
key107,157572
key108,140699
key109,459182
key110,416555
key111,412592
key112,419565
key113,405642
key114,414509
key115,405871
key116,412901
key117,407887
key118,422584
key119,416239
key120,406883
key121,406829
key122,410410
key123,409379
key124,389123
key125,393715
key126,407760
key127,401784
key128,415305
key129,416986
key130,413300
key131,406954
key132,410618
key133,412492
key134,432687
key135,400899
key136,123255
key137,127373
key138,127597
key139,119835
key140,130641
key141,155020
key142,119368
key143,121802
key144,121663
key145,134841
key146,121439
key147,118591
key148,410044
key149,411405
key150,404763
key151,415372
key152,413310
key153,416296
key154,412859
key155,420821
key156,410889
key157,397899
key158,411263
key159,398983
key160,410541
key161,407259
key162,413325
key163,419262
key164,423373
key165,417509
key166,437193
key167,414531
key168,407344
key169,414800
key170,409283
key171,390531
key172,410730
key173,615639
key174,431519
key175,122348
key176,106415
key177,118016
key178,118541
key179,125707
key180,120273
key181,116678
key182,114359
key183,122039
key184,108632
key185,125831
key186,127986
key187,121147
key188,107327
key189,123887
key190,406218
key191,400779
key192,402070
key193,407991
key194,401900
key195,429800
key196,423525
key197,410895
key198,424926
key199,407116
key200,413736
key201,392292
key202,417516
key203,394960
key204,424215
key205,417908
key206,428997
key207,425217
key208,416127
key209,407640
key210,418698
key211,419510
key212,426031
key213,432273
key214,556506
key215,457430
key216,394136
key217,122697
key218,128763
key219,126444
key220,118631
key221,114629
key222,121509
key223,111031
key224,125348
key225,111294
key226,123206
key227,125606
key228,124003
key229,407615
key230,415111
key231,415857
key232,408423
key233,411856
key234,425142
key235,412567
key236,402062
key237,407217
key238,428120
key239,421333
key240,404036
key241,420723
key242,394851
key243,409039
key244,414930
key245,428363
key246,409292
key247,417916
key248,401037
key249,415705
key250,424398
key251,429038
key252,411859
key253,409989
key254,487324
key255,406536
key256,121418
key257,128289
key258,127163
key259,128322
key260,120852
key261,108561
key262,123239
key263,120419
key264,119229
key265,116957
key266,130243
key267,120772
key268,402987
key269,399186
key270,391704
key271,407380
key272,409890
key273,410222
key274,413154
key275,420240
key276,423591
key277,421659
key278,400997
key279,395381
key280,417078
key281,395978
key282,404591
key283,419488
key284,409816
key285,423553
key286,409269
key287,412307
key288,414745
key289,400728
key290,425951
key291,425959
key292,418068
key293,454755
key294,390621
key295,115345
key296,124520
key297,114268
key298,120760
key299,135581
key300,130479
key301,116983
key302,131887
key303,123804
key304,126798
key305,116700
key306,134679
key307,166674
key308,124013
key309,116330
key310,121815
key311,459590
key312,408102
key313,417579
key314,424604
key315,415825
key316,414658
key317,395431
key318,423196
key319,416020
key320,408322
key321,404544
key322,413079
key323,424594
key324,408815
key325,412165
key326,420474
key327,489366
key328,407424
key329,397703
key330,403298
key331,415217
key332,415168
key333,419280
key334,419897
key335,422756
key336,436320
key337,396135
key338,117886
key339,119925
key340,123713
key341,117750
key342,119631
key343,111757
key344,122707
key345,128769
key346,123966
key347,116657
key348,415035
key349,387507
key350,434080
key351,407108
key352,399691
key353,393158
key354,405268
key355,398560
key356,398285
key357,413005
key358,401746
key359,422619
key360,396504
key361,403334
key362,422272
key363,416916
key364,414958
key365,408495
key366,405473
key367,419037
key368,411891
key369,412461
key370,413233
key371,429809
key372,406956
key373,427193
key374,395580
key375,403037
key376,400915
key377,123423
key378,116751
key379,122107
key380,123625
key381,115835
key382,107480
key383,120168
key384,122545
key385,118420
key386,132499
key387,166237
key388,408625
key389,426970
key390,402302
key391,424100
key392,399141
key393,429415
key394,402829
key395,414038
key396,402205
key397,433576
key398,426941
key399,436733
key400,411339
key401,404646
key402,396122
key403,409937
key404,410069
key405,394516
key406,419032
key407,410941
key408,453580
key409,410348
key410,410167
key411,391535
key412,406116
key413,448225
key414,411877
key415,119272
key416,125993
key417,109073
key418,122810
key419,119114
key420,120496
key421,110080
key422,117187
key423,117367
key424,127070
key425,108800
key426,123865
key427,122390
key428,147734
key429,116250
key430,401567
key431,404221
key432,402428
key433,416152
key434,427663
key435,419649
key436,403386
key437,414170
key438,444979
key439,412456
key440,401285
key441,402359
key442,416423
key443,424462
key444,401238
key445,417244
key446,411805
key447,419315
key448,465900
key449,418263
key450,424237
key451,410671
key452,412266
key453,414951
key454,413586
key455,501489
key456,401053
key457,115261
key458,419649
key459,115238
key460,152099
key461,120804
key462,128868
key463,120865
key464,122282
key465,418449
