key,latency(us)
key0,138251
key1,133063
key2,128521
key3,155087
key4,131922
key5,144426
key6,109081
key7,128676
key8,127820
key9,121039
key10,117477
key11,123047
key12,121749
key13,118272
key14,127713
key15,108957
key16,413506
key17,415248
key18,431118
key19,406423
key20,406369
key21,390414
key22,403712
key23,418319
key24,436136
key25,506665
key26,406342
key27,397071
key28,443629
key29,413292
key30,403570
key31,415569
key32,404365
key33,400905
key34,396017
key35,405457
key36,424861
key37,404343
key38,425511
key39,419056
key40,425895
key41,516033
key42,410437
key43,112751
key44,113093
key45,123780
key46,121625
key47,126664
key48,129049
key49,110921
key50,122531
key51,116070
key52,122689
key53,128112
key54,117610
key55,131620
key56,129868
key57,123613
key58,410676
key59,413707
key60,431394
key61,432489
key62,421774
key63,451289
key64,402977
key65,411886
key66,404531
key67,405963
key68,418327
key69,420845
key70,431556
key71,407011
key72,409306
key73,420680
key74,415562
key75,397752
key76,420493
key77,420933
key78,420064
key79,421708
key80,412242
key81,414705
key82,417640
key83,470881
key84,434930
key85,128930
key86,425001
key87,127711
key88,115879
key89,119761
key90,109165
key91,120671
key92,114753
key93,121709
key94,125838
key95,135766
key96,124844
key97,130097
key98,432917
key99,392822
key100,426721
key101,409738
key102,416544
key103,425556
key104,408747
key105,410254
key106,416256
key107,405722
key108,401202
key109,415194
key110,417875
key111,407297
key112,413476
key113,407279
key114,416431
key115,396339
key116,397808
key117,415100
key118,417904
key119,407078
key120,430910
key121,433393
key122,413545
key123,502214
key124,410474
key125,119002
key126,120387
key127,125743
key128,119306
key129,139208
key130,123987
key131,120649
key132,129684
key133,122593
key134,120624
key135,121293
key136,123582
key137,115930
key138,122017
key139,123953
key140,419595
key141,410308
key142,403829
key143,397851
key144,403368
key145,404563
key146,393654
key147,400370
key148,408501
key149,408965
key150,423047
key151,407931
key152,417448
key153,419190
key154,416247
key155,426521
key156,413047
key157,416615
key158,418882
key159,401911
key160,412670
key161,424797
key162,415358
key163,414691
key164,414050
key165,413500
key166,416094
key167,120228
key168,120364
key169,136211
key170,180722
key171,123710
