HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,0,17143,0,0,70075262075
2,0,74156,0,0,300239964421
3,0,50244,0,0,203933088172
4,0,47452,0,0,190722862136
5,0,73546,0,0,295987028154
6,0,95160,0,0,382392251066
7,0,69346,0,0,281837059344
8,0,68434,0,0,276324609304
9,0,73191,0,0,297322275707
10,0,70246,0,0,283769714448
11,0,70706,0,0,284126575276
12,0,47516,0,0,191811605373
13,0,47232,0,0,188862269298
14,0,74242,0,0,296245888528
15,0,48888,0,0,198032572928
16,0,53548,0,0,215348344540
17,0,109068,0,0,442714838172
18,0,82058,0,0,331510343904
19,0,54136,0,0,220071341796
20,0,53224,0,0,214829754860
21,0,115269,0,0,466353939972
22,0,50393,0,0,203249025901
23,0,96808,0,0,387937372734
24,0,50832,0,0,206474202406
25,0,54268,0,0,221354818860
26,0,75624,0,0,308964979506
27,0,53344,0,0,213463676345
28,0,76620,0,0,306846282315
29,0,72564,0,0,293982086025
30,0,70548,0,0,282245761761
31,0,72802,0,0,293978935122
32,0,44704,0,0,181014049068
33,0,46716,0,0,187063012012
34,0,76180,0,0,307224279400
35,0,48864,0,0,197495304094
36,0,74692,0,0,299736097198
37,0,49000,0,0,196261368988
38,0,51676,0,0,206066836590
39,0,102496,0,0,411815764343
40,0,41908,0,0,167836760869
41,0,19585,0,0,77603693551
42,0,36387,0,0,146526081693
43,0,56656,0,0,226411964005
44,0,29412,0,0,119133617224
45,0,17284,0,0,69165137722
46,0,37974,0,0,152369186735
47,0,77064,0,0,314245180428
48,0,101016,0,0,407088656200
49,0,50576,0,0,205068469772
50,0,74190,0,0,298861288507
51,0,48954,0,0,197036382734
52,0,70158,0,0,281357582067
53,0,66826,0,0,271217816117
54,0,69646,0,0,281135793972
55,0,73890,0,0,298204646269
56,0,43340,0,0,176212492681
57,0,70122,0,0,284795932688
58,0,50654,0,0,204773608326
59,0,48306,0,0,195515569235
60,0,45336,0,0,183742580958
61,0,43918,0,0,179212414663
62,0,66250,0,0,267330702932
63,0,92604,0,0,376410613348
64,0,70860,0,0,286708511844
65,0,78100,0,0,311140179498
66,0,80985,0,0,324563444655
67,0,109255,0,0,437402763834
68,0,90473,0,0,362544167442
69,0,68006,0,0,266976490580
70,0,70536,0,0,278194587454
71,0,65880,0,0,261557591975
72,0,60992,0,0,242381760985
73,0,47592,0,0,190751750382
74,0,66396,0,0,268489186324
75,0,44724,0,0,178046550980
76,0,40040,0,0,161666753514
77,0,60134,0,0,244912344217
78,0,83542,0,0,340117117337
79,0,43584,0,0,176534943873
80,0,63838,0,0,255740514737
81,0,42428,0,0,170065411689
82,0,64476,0,0,261056887100
83,0,64506,0,0,262728550035
84,0,41614,0,0,168151625841
85,0,62764,0,0,254047404427
86,0,38226,0,0,154365765767
87,0,59054,0,0,238832579940
88,0,62220,0,0,250962762258
89,0,41849,0,0,167705205638
90,0,60519,0,0,243804043692
91,0,62704,0,0,252449919687
92,0,44092,0,0,177593308742
93,0,65248,0,0,262686687266
94,0,40484,0,0,162915891236
95,0,59576,0,0,242335387997
96,0,6150,0,0,24336489406
97,0,12082,0,0,47607686997
98,0,27824,0,0,109976283286
99,0,30678,0,0,122091460533
100,0,68432,0,0,273190721164
101,0,33322,0,0,134176100930
102,0,35802,0,0,142652315867
103,0,35391,0,0,142506812762
104,0,72657,0,0,290338706110
105,0,36001,0,0,142608250255
106,0,35703,0,0,143143537876
107,0,51268,0,0,205613781684
108,0,51838,0,0,206954860466
109,0,32618,0,0,130020769861
110,0,56356,0,0,225443540693
111,0,38153,0,0,152742471355
112,0,70605,0,0,282350248395
113,0,37276,0,0,149033572971
114,0,36518,0,0,145752529256
115,0,78012,0,0,314302986389
116,0,57032,0,0,228524965398
117,0,59398,0,0,239691381752
118,0,58797,0,0,234847500083
119,0,38504,0,0,154335804039
120,0,38178,0,0,151133198016
121,0,55984,0,0,222733756530
122,0,39074,0,0,156187043547
123,0,58771,0,0,235145667294
124,0,57656,0,0,229759646032
125,0,55524,0,0,222724616349
126,0,55380,0,0,222745228229
127,0,74024,0,0,296591571979
128,0,56138,0,0,223833414403
129,0,52850,0,0,211428762390
130,0,36532,0,0,146707460394
131,0,56890,0,0,228384920818
132,0,37128,0,0,148830884346
133,0,59718,0,0,240641913113
134,0,61374,0,0,244047892072
135,0,45554,0,0,182692568656
136,0,44410,0,0,175891301656
137,0,69980,0,0,281260964305
138,0,47207,0,0,189933918291
139,0,69905,0,0,280024810673
140,0,45262,0,0,179276929262
141,0,93556,0,0,370693700868
142,0,47216,0,0,187461237054
143,0,22836,0,0,90688997082
144,0,44640,0,0,177915161162
145,0,42456,0,0,168167020458
146,0,43612,0,0,174342046026
147,0,42952,0,0,170881998596
148,0,65108,0,0,259124910936
149,0,41358,0,0,164258815532
150,0,59662,0,0,237215094932
151,0,34600,0,0,142840754024
152,0,0,0,0,0
153,0,0,0,0,0
154,0,0,0,0,0
155,0,33380,0,0,137042567700
156,0,76806,0,0,306206130116
157,0,59674,0,0,238258847527
158,0,42072,0,0,168073976739
159,0,44786,0,0,179775932560
160,0,72066,0,0,289934574626
161,0,47342,0,0,189081443366
162,0,49548,0,0,197141001941
163,0,70688,0,0,282768362298
164,0,45854,0,0,184132601678
165,0,56892,0,0,230410835410
166,0,53344,0,0,215615255332
167,0,50988,0,0,204313796322
168,0,46118,0,0,185551552118
