HR,WSS
1,43275466321
2,93044985870
3,144301768171
4,191708973447
5,241597372897
6,288834266043
7,335815744592
8,381878562855
9,431676203762
10,478736791828
11,526378952872
12,574059681997
13,621300916291
14,670684672588
15,720192815820
16,774029901955
17,829377810649
18,884648509230
19,939666344679
20,993645372962
21,1051632129560
22,1102777110607
23,1151125982766
24,1202487477453
25,1257838601450
26,1309332764701
27,1363068113105
28,1414151156523
29,1463149322133
30,1510247433045
31,1558936802670
32,1604190314937
33,1650981795661
34,1702489548856
35,1751862087737
36,1801549512598
37,1850614854845
38,1902144080042
39,1953947957475
40,1981622030956
41,2001310587202
42,2025658956618
43,2054030088655
44,2083807769851
45,2101100435868
46,2126185517123
47,2178559713861
48,2229445795886
49,2280712913329
50,2330510987955
51,2379780037293
52,2426978554601
53,2471878386199
54,2518748245605
55,2568772550303
56,2612546402595
57,2660323807318
58,2711253320982
59,2760423081220
60,2806216315084
61,2850891589499
62,2895762311831
63,2942489285012
64,2990274036986
65,3042143488075
66,3096228405030
67,3151227228305
68,3196222334491
69,3240719231941
70,3287388841351
71,3330984160241
72,3371081705121
73,3418790359274
74,3463817055824
75,3493697435348
76,3533967339851
77,3574737202689
78,3617291953196
79,3661332588757
80,3704015696872
81,3746259452431
82,3790092465915
83,3833879931195
84,3875835271582
85,3918245167022
86,3956748261897
87,3996304317501
88,4038131444544
89,4080036572716
90,4120978447984
91,4162741165441
92,4207149980583
93,4250944966386
94,4291860957263
95,4332307911907
96,4338398580713
97,4350235916857
98,4368638370708
99,4398884071315
100,4433034765536
101,4466875391218
102,4502544550275
103,4538308186258
104,4574435241089
105,4610107079360
106,4645896199012
107,4680163093765
108,4714337781052
109,4747142085167
110,4784722827394
111,4823023108218
112,4858106605912
113,4895368518162
114,4931811965622
115,4971124671575
116,5009182270341
117,5048808805756
118,5087937315257
119,5126943664635
120,5164918983831
121,5201689580711
122,5240454725922
123,5279950320683
124,5318235181524
125,5355370521738
126,5392428722269
127,5429702450792
128,5466551280197
129,5501802696782
130,5538771482423
131,5576511603544
132,5613741482713
133,5654165388432
134,5694845992538
135,5740511898067
136,5784503288318
137,5831056360433
138,5878829273428
139,5925178869771
140,5969998150727
141,6016335080315
142,6063210720740
143,6108555219281
144,6153055210497
145,6195097202525
146,6238682948081
147,6281403476929
148,6324591151920
149,6365656234791
150,6405192291866
151,6440902480372
152,6440902480372
153,6440902480372
154,6440902480372
155,6477474311191
156,6515296369558
157,6555324505157
158,6597056522563
159,6642000514564
160,6690322949482
161,6737593319282
162,6782387795297
163,6828015741538
164,6874058783119
165,6931661503264
166,6985594862196
167,7036683145516
168,7083071042146
