HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,27549,33383,0,63550883224,77710267892
2,31916,18030,0,74090432064,43659801550
3,32319,23452,0,74258108802,58313390923
4,32288,66540,0,74179458769,69469779269
5,35184,18317,0,82626969762,44614703478
6,34578,58137,0,81390901113,146204295896
7,35859,31985,0,84495415222,69053229103
8,34559,44833,0,80670959084,108274652289
9,34348,50295,0,79566196377,133105247246
10,34656,30819,0,80522822604,60563901221
11,34056,17899,0,77297414283,43578768518
12,32895,25880,0,74204110640,64580357610
13,31040,22788,0,72425428739,43620044855
14,30307,18091,0,70119097080,44199432222
15,30725,21957,0,72629035471,54669462855
16,31871,17718,0,76777012928,33067595920
17,32496,22773,0,80197270365,57401523498
18,33609,17613,0,81947790635,47829811449
19,32622,28640,0,79967691764,63702607709
20,32199,18497,0,78301836220,46160696536
21,32288,25745,0,79560850916,69104749973
22,32881,20790,0,82722406575,46896576454
23,33861,18760,0,84031884496,48371745991
24,35290,26242,0,84903187355,69173621355
25,33158,22878,0,77223707987,51973712187
26,34846,18955,0,80919433239,47758733228
27,34390,24339,0,79580018438,62712761324
28,34397,65646,0,76426068621,71263445302
29,36782,17103,0,84401564734,38949546571
30,37345,59142,0,86660870375,146262033124
31,37177,34118,0,84806545112,77486110329
32,36798,45178,0,82844447694,107757018935
33,37391,53238,0,85141328902,138695827774
34,36874,26898,0,83036862491,53800336841
35,36613,18184,0,79684743038,42907174677
36,35725,24340,0,81300255000,60685174732
37,33602,23018,0,78110174796,44330853833
38,33111,17580,0,76516456888,42730056743
39,31995,22337,0,75457166247,54728005898
40,33020,19052,0,78494856388,37944143165
41,33617,17358,0,79936922252,40816183434
42,33671,23741,0,81073677106,59293362721
43,33568,20468,0,81115228254,41187941748
44,34186,18394,0,84223881628,45215185329
45,34009,24138,0,84144882793,60997067892
46,33863,20524,0,84935057747,42721790862
47,34108,17788,0,84636963735,45168725051
48,34127,23755,0,82694859198,59929130148
49,33608,19804,0,81050359750,41800423012
50,33837,17836,0,81374876042,43068795667
51,35468,22792,0,86202115121,56414376726
52,35661,66400,0,84770910086,70564440364
53,38003,18048,0,92575940698,42777032724
54,38620,57477,0,92802512378,140244228856
55,38864,32495,0,92523561555,69175814156
56,38222,45677,0,89387648608,110055448129
57,37524,49926,0,88701651736,129697459375
58,36980,29776,0,87465224637,61473554205
59,36103,18752,0,82137706397,45082555554
