HR,WSS
1,121954139330
2,197281817629
3,271632365048
4,369532363492
5,452314850550
6,606576206978
7,700749211362
8,819955442724
9,941539441431
10,1026979474238
11,1104396177454
12,1178600288094
13,1251219903276
14,1321352730712
15,1394024528450
16,1470859441061
17,1551149771344
18,1633122699540
19,1713109273162
20,1791431203500
21,1871319792230
22,1954045079757
23,2038095330354
24,2122998517709
25,2201844453779
26,2282913287273
27,2362561278313
28,2438992716681
29,2523398163702
30,2610068829146
31,2694875374258
32,2777719821952
33,2862861150854
34,2945898013345
35,3025582756383
36,3106883011383
37,3184993186179
38,3261509643067
39,3336978598423
40,3415494123042
41,3495517987863
42,3576616329913
43,3657762502882
44,3742372860347
45,3826684935923
46,3911619993670
47,3996269408073
48,4079008756216
49,4160652357047
50,4242071045719
51,4328339532247
52,4413221078376
53,4505858420028
54,4598660932406
55,4691251128597
56,4780638777205
57,4869340428941
58,4956805653578
59,5038943359975
60,5119566867904
61,5197573951170
62,5269916341048
63,5344804094348
64,5421427681664
65,5502101946333
66,5584898567295
67,5669211251313
68,5754018077440
69,5837164432383
70,5920004361687
71,6002941263717
72,6082704055901
73,6157983379388
74,6237279132011
75,6319163098047
76,6398018909843
77,6485378650982
78,6573419986385
79,6660298982285
80,6746089130734
81,6832712036206
82,6918323747282
83,6998778143825
84,7077587447237
85,7156041066700
86,7229799849643
87,7305218779462
88,7381857246930
89,7461029629412
90,7541701436357
91,7621764737067
92,7705177231848
93,7786036251728
94,7870530132470
95,7952834675325
96,8034121738062
97,8112838899470
98,8193627600063
99,8278174197302
100,8360518144573
101,8451117811561
102,8543915270472
103,8635761333293
104,8726423257971
105,8815286282630
106,8902418862064
107,8984328945170
108,9064900813177
109,9145164172463
110,9221466858472
111,9296624226118
112,9375772023465
113,9455643664627
114,9537091322177
115,9619222767802
116,9701061384567
117,9781701571908
118,9862033437349
119,9941740277018
120,10020855000442
121,10100604583086
122,10178973990886
123,10259144980045
124,10339728694203
125,10426933595198
126,10516761943469
127,10606271291443
128,10695789258954
129,10786154410087
130,10876457625430
131,10959826514488
132,11039873903475
133,11120285979882
134,11196174983738
135,11275378966217
136,11357488318418
137,11442094712438
138,11527414115816
139,11614418967738
140,11701230565056
141,11784191728249
142,11865625065070
143,11945813509818
144,12022495617730
145,12095360956378
146,12169856340860
147,12246853202001
148,12322600561386
149,12408600999742
150,12494575908678
151,12581599780131
152,12666535208578
153,12752582463072
154,12840090295871
155,12918109183592
156,12995403312410
157,13072373515543
158,13145563200442
159,13225885587404
160,13306905946730
161,13390984569372
162,13476521868112
163,13560263165731
164,13643990312460
165,13729114336894
166,13816170934153
167,13901975284828
168,13982990294201
169,14004897796147
