HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,293,1640,0,82409982,5941734189
2,372,2178,0,103517147,7938523882
3,427,2176,0,120385065,7730216520
4,299,1673,0,83756858,6073885359
5,398,1975,0,112609772,6989635199
6,330,2278,0,89366050,8542748597
7,381,2217,0,104901583,8122232082
8,374,17356,0,102827279,70462689765
9,192,72993,0,52280131,285378277568
10,112,12863,0,30974037,50259245109
11,112,14916,0,31381717,62191740922
12,296,15192,0,82524597,62729867564
13,476,15414,0,134300192,63070941913
14,427,14077,0,121066608,57644039483
15,349,17345,0,98120251,71585867511
16,474,14795,0,133848094,60470990091
17,328,27979,0,93118749,116255300910
18,288,29445,0,85732767,122644021298
19,444,17412,0,134078384,71838281939
20,324,24509,0,98912418,102126952397
21,337,10568,0,101858535,43488336993
22,184,6087,0,56141087,25153392443
23,439,4017,0,418396722,15774370883
24,452,4066,0,507420559,16151411004
25,196,990,0,57982430,3588028487
26,234,1242,0,71207305,4604131670
27,144,609,0,43498101,2121082280
28,126,589,0,37531679,2099782578
29,98,587,0,29766630,2231844020
30,83,582,0,25094829,2273687542
31,82,7015,0,24791486,29252809788
32,82,11024,0,24699290,46068742907
33,76,9474,0,22695115,39566916481
34,24,5558,0,7292271,23257521508
35,0,13262,0,0,55622444591
36,0,13757,0,0,57698730115
37,0,32679,0,0,137059484662
38,0,2560,0,0,10733351235
39,0,0,0,0,0
40,0,0,0,0,0
41,0,0,0,0,0
42,0,0,0,0,0
43,0,0,0,0,0
44,0,0,0,0,0
45,0,0,0,0,0
46,0,8950,0,0,37530140738
47,231,7177,0,851990125,29939763957
48,0,15683,0,0,65774678575
49,0,617,0,0,2587602810
50,0,0,0,0,0
51,0,0,0,0,0
52,0,0,0,0,0
53,0,0,0,0,0
54,0,0,0,0,0
55,0,0,0,0,0
56,0,16890,0,0,70833850529
57,0,8959,0,0,37572615829
58,0,2854,0,0,11969582158
59,0,0,0,0,0
60,0,0,0,0,0
61,0,12596,0,0,52817311938
62,0,45751,0,0,191881241300
63,0,3529,0,0,14800353426
64,0,0,0,0,0
65,0,15213,0,0,63806353842
66,0,18722,0,0,78522743350
67,0,22740,0,0,95373060586
68,0,0,0,0,0
69,4,5,0,10486377,14680681
70,0,11823,0,0,49580139199
71,370,5820,0,1424157718,24227019051
72,0,0,0,0,0
73,0,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,12023,0,0,50424714776
80,0,10171,0,0,42657103941
81,0,0,0,0,0
82,0,0,0,0,0
83,0,0,0,0,0
84,0,0,0,0,0
85,0,0,0,0,0
86,0,0,0,0,0
87,0,0,0,0,0
88,0,0,0,0,0
89,0,0,0,0,0
90,0,0,0,0,0
91,0,0,0,0,0
92,0,0,0,0,0
93,0,0,0,0,0
94,0,0,0,0,0
95,0,0,0,0,0
96,0,0,0,0,0
97,0,0,0,0,0
98,0,0,0,0,0
99,0,0,0,0,0
100,0,0,0,0,0
101,0,0,0,0,0
102,0,0,0,0,0
103,0,12043,0,0,50504631807
104,0,10156,0,0,42593869077
105,0,9127,0,0,38271425815
106,0,2889,0,0,12115656530
107,0,0,0,0,0
108,0,0,0,0,0
109,0,0,0,0,0
110,0,0,0,0,0
111,0,0,0,0,0
112,0,0,0,0,0
113,0,0,0,0,0
114,0,0,0,0,0
115,0,0,0,0,0
116,0,0,0,0,0
117,0,0,0,0,0
118,0,0,0,0,0
119,0,0,0,0,0
120,0,0,0,0,0
121,0,0,0,0,0
122,0,0,0,0,0
123,0,0,0,0,0
124,0,0,0,0,0
125,0,0,0,0,0
126,0,0,0,0,0
127,0,12041,0,0,50500186273
128,0,10157,0,0,42599027333
129,0,0,0,0,0
130,0,0,0,0,0
131,0,2003,0,0,8401190912
132,0,16154,0,0,67750019177
133,0,54627,0,0,229107347538
134,0,42890,0,0,179875038012
135,0,60754,0,0,254805226647
136,0,49556,0,0,207831259711
137,0,53954,0,0,226280581585
138,0,64919,0,0,272262755493
139,0,33304,0,0,139676178690
140,0,5,0,0,14680681
141,0,0,0,0,0
142,0,9180,0,0,38495474350
143,130,4848,0,487011078,20262014711
144,0,0,0,0,0
145,0,0,0,0,0
146,0,0,0,0,0
147,0,0,0,0,0
148,0,0,0,0,0
149,0,0,0,0,0
150,0,0,0,0,0
151,0,0,0,0,0
152,0,0,0,0,0
153,0,7895,0,0,33102667512
154,0,14604,0,0,61248884245
155,0,10271,0,0,43079479546
156,0,15870,0,0,66561081393
157,0,13804,0,0,57896277257
158,0,42552,0,0,178449254896
159,1116,67781,0,3157602521,284281436208
160,8146,29820,0,23288733284,125060967090
161,1354,4188,0,2176658127,16126022373
162,1294,29889,0,304378600,122530561917
163,960,40298,0,224971478,166957655908
164,1299,7130,0,304459046,27053318589
165,1189,2971,0,281143103,9741667712
166,742,1972,0,177464528,6580788920
167,218,12311,0,799852045,51549749739
168,0,80939,0,0,339398688073
169,0,12909,0,0,54140337135
