HR,WSS
1,4939886689
2,11566123362
3,17901693115
4,22945441325
5,28652860516
6,35900854843
7,42684082153
8,107667997307
9,358663494219
10,402329064233
11,460594631750
12,518979832397
13,577323404277
14,630663457631
15,697279689383
16,753180466759
17,861875776734
18,973321124023
19,973455202407
20,1061279595308
21,1061423460325
22,1061479601412
23,1070847167880
24,1078976286535
25,1079034268965
26,1079105476270
27,1079148974371
28,1079186506050
29,1079216272680
30,1079241367509
31,1104681862512
32,1145946930157
33,1181246606013
34,1202560427164
35,1254902926027
36,1309200075598
37,1438177136452
38,1448277147783
39,1448277147783
40,1448277147783
41,1448277147783
42,1448277147783
43,1448277147783
44,1448277147783
45,1448277147783
46,1483588501705
47,1511712132030
48,1573607079405
49,1576039492967
50,1576039492967
51,1576039492967
52,1576039492967
53,1576039492967
54,1576039492967
55,1576039492967
56,1642695816712
57,1678049645725
58,1689310390507
59,1689310390507
60,1689310390507
61,1739002945965
62,1919563760769
63,1933491698963
64,1933491698963
65,1993535762117
66,2067427993851
67,2157176492773
68,2157176492773
69,2157186979150
70,2203835299853
71,2226557914564
72,2226557914564
73,2226557914564
74,2226557914564
75,2226557914564
76,2226557914564
77,2226557914564
78,2226557914564
79,2274008867804
80,2314149389345
81,2314149389345
82,2314149389345
83,2314149389345
84,2314149389345
85,2314149389345
86,2314149389345
87,2314149389345
88,2314149389345
89,2314149389345
90,2314149389345
91,2314149389345
92,2314149389345
93,2314149389345
94,2314149389345
95,2314149389345
96,2314149389345
97,2314149389345
98,2314149389345
99,2314149389345
100,2314149389345
101,2314149389345
102,2314149389345
103,2361671871008
104,2401753351989
105,2437764047948
106,2449162478494
107,2449162478494
108,2449162478494
109,2449162478494
110,2449162478494
111,2449162478494
112,2449162478494
113,2449162478494
114,2449162478494
115,2449162478494
116,2449162478494
117,2449162478494
118,2449162478494
119,2449162478494
120,2449162478494
121,2449162478494
122,2449162478494
123,2449162478494
124,2449162478494
125,2449162478494
126,2449162478494
127,2496681916827
128,2536768556064
129,2536768556064
130,2536768556064
131,2544674819104
132,2608428371263
133,2803811242731
134,2841869299422
135,3029504431368
136,3081388716238
137,3196156328941
138,3285433548977
139,3322111910351
140,3322111910351
141,3322111910351
142,3358329877629
143,3377376581012
144,3377376581012
145,3377376581012
146,3377376581012
147,3377376581012
148,3377376581012
149,3377376581012
150,3377376581012
151,3377376581012
152,3377376581012
153,3408520508556
154,3466153902753
155,3506691634075
156,3569326846924
157,3623808960725
158,3737023130804
159,3897769108976
160,3921057842260
161,3933341184114
162,3986162443762
163,4136151735714
164,4152000286048
165,4152281429151
166,4153279891451
167,4181633251784
168,4356428401502
169,4373289764685
