key,src,size,dram,oscm,osc,dl,total
2097152B/key0,2,2097152,99,1513,0,740376,743596
2097152B/key1,2,2097152,95,1446,0,673387,676461
2097152B/key2,2,2097152,95,1431,0,464855,468060
2097152B/key3,2,2097152,102,1495,0,541372,544457
2097152B/key4,2,2097152,100,1371,0,473546,477248
2097152B/key5,2,2097152,108,1383,0,715953,720397
2097152B/key6,2,2097152,113,1492,0,3028670,3032839
2097152B/key7,2,2097152,106,1466,0,720547,725009
2097152B/key8,2,2097152,144,1447,0,815849,819161
2097152B/key9,2,2097152,125,1486,0,659157,662488
2097152B/key10,2,2097152,145,1335,0,664713,667754
2097152B/key11,2,2097152,96,1405,0,773221,776436
2097152B/key12,2,2097152,112,1559,0,778697,781907
2097152B/key13,2,2097152,99,1467,0,748627,751739
2097152B/key14,2,2097152,96,1432,0,731181,734321
2097152B/key15,2,2097152,95,1549,0,960175,963636
2097152B/key16,2,2097152,89,1406,0,547293,550339
2097152B/key17,2,2097152,103,1405,0,724314,727296
2097152B/key18,2,2097152,100,1389,0,537488,540468
2097152B/key19,2,2097152,90,1395,0,668942,671844
2097152B/key20,2,2097152,96,1426,0,651992,654917
2097152B/key21,2,2097152,95,1406,0,778373,781327
2097152B/key22,2,2097152,102,1427,0,675603,678548
2097152B/key23,2,2097152,96,1403,0,727904,731070
2097152B/key24,2,2097152,88,1325,0,721016,723930
2097152B/key25,2,2097152,97,1342,0,655756,658693
2097152B/key26,2,2097152,94,1425,0,646498,649515
2097152B/key27,2,2097152,101,1357,0,785067,787987
2097152B/key28,2,2097152,106,1374,0,780521,783535
2097152B/key29,2,2097152,100,1546,0,1397171,1400359
2097152B/key30,2,2097152,103,1414,0,776556,779550
2097152B/key31,2,2097152,107,1578,0,952575,955875
2097152B/key32,2,2097152,103,1732,0,668735,672049
2097152B/key33,2,2097152,110,1449,0,468606,471629
2097152B/key34,2,2097152,95,1350,0,469900,472849
2097152B/key35,2,2097152,94,1426,0,657042,660062
2097152B/key36,2,2097152,101,1383,0,677960,680933
2097152B/key37,2,2097152,107,1425,0,677021,680078
