key,src,size,dram,oscm,osc,dl,total
16384B/key0,2,16384,61,1082,0,296147,297347
16384B/key1,2,16384,64,1313,0,289119,290551
16384B/key2,2,16384,60,1311,0,286532,287960
16384B/key3,2,16384,65,1293,0,275515,276938
16384B/key4,2,16384,68,1348,0,284764,286239
16384B/key5,2,16384,65,1293,0,284386,285805
16384B/key6,2,16384,57,1264,0,311197,312574
16384B/key7,2,16384,70,1295,0,288467,289891
16384B/key8,2,16384,64,1263,0,276698,278085
16384B/key9,2,16384,55,1314,0,299338,300767
16384B/key10,2,16384,55,1284,0,304034,305431
16384B/key11,2,16384,63,1280,0,278586,279989
16384B/key12,2,16384,61,1270,0,299228,300625
16384B/key13,2,16384,66,1314,0,290222,291661
16384B/key14,2,16384,51,1308,0,293861,295290
16384B/key15,2,16384,62,1266,0,300662,302077
16384B/key16,2,16384,61,1314,0,296586,298028
16384B/key17,2,16384,58,1313,0,281837,283280
16384B/key18,2,16384,58,1310,0,287163,288589
16384B/key19,2,16384,61,1301,0,306066,307579
16384B/key20,2,16384,80,1754,0,310087,312014
16384B/key21,2,16384,17232,3143,0,391000,411453
16384B/key22,2,16384,64,1304,0,276708,278140
16384B/key23,2,16384,66,1285,0,295112,296531
16384B/key24,2,16384,64,1345,0,294176,295645
16384B/key25,2,16384,71,1333,0,289314,290780
16384B/key26,2,16384,57,1292,0,283917,285333
16384B/key27,2,16384,68,1347,0,307547,309044
16384B/key28,2,16384,103,1680,0,357454,359307
16384B/key29,2,16384,67,1324,0,290496,291946
16384B/key30,2,16384,62,1327,0,89372,90811
16384B/key31,2,16384,61,1273,0,271861,273264
16384B/key32,2,16384,70,1374,0,84217,85724
16384B/key33,2,16384,61,1152,0,85765,87031
16384B/key34,2,16384,66,1224,0,89939,91281
16384B/key35,2,16384,62,1216,0,84038,85367
16384B/key36,2,16384,62,1146,0,88118,89378
16384B/key37,2,16384,63,1187,0,91081,92381
16384B/key38,2,16384,62,1212,0,81683,83009
16384B/key39,2,16384,59,1200,0,88285,89590
16384B/key40,2,16384,60,1214,0,93166,94485
16384B/key41,2,16384,63,1269,0,98418,99803
16384B/key42,2,16384,58,1234,0,104844,106187
16384B/key43,2,16384,58,1289,0,310084,311486
16384B/key44,2,16384,58,1288,0,278346,279745
16384B/key45,2,16384,61,1316,0,294117,295549
16384B/key46,2,16384,60,1285,0,273632,275029
16384B/key47,2,16384,70,1337,0,292322,293780
16384B/key48,2,16384,65,1302,0,330000,331432
16384B/key49,2,16384,68,1353,0,284975,286458
16384B/key50,2,16384,69,1269,0,279631,281027
16384B/key51,2,16384,65,1274,0,295591,296994
16384B/key52,2,16384,71,1293,0,305676,307099
16384B/key53,2,16384,61,1337,0,273113,274580
16384B/key54,2,16384,70,1343,0,274572,276040
