key,src,size,dram,oscm,osc,dl,total
4096B/key0,2,4096,70,1161,0,297109,298412
4096B/key1,2,4096,77,1351,0,299769,301268
4096B/key2,2,4096,72,1358,0,290777,292279
4096B/key3,2,4096,76,1396,0,305764,307291
4096B/key4,2,4096,23550,4055,0,404867,432542
4096B/key5,2,4096,66,1435,0,284851,286420
4096B/key6,2,4096,116,1392,0,108337,109897
4096B/key7,2,4096,60,1338,0,282168,283624
4096B/key8,2,4096,73,1313,0,94016,95460
4096B/key9,2,4096,71,1204,0,105456,106786
4096B/key10,2,4096,66,1280,0,86872,88272
4096B/key11,2,4096,72,1289,0,109952,111374
4096B/key12,2,4096,75,1334,0,98005,99475
4096B/key13,2,4096,65,1354,0,110980,112455
4096B/key14,2,4096,66,1268,0,99253,100640
4096B/key15,2,4096,64,1264,0,88459,89838
4096B/key16,2,4096,60,1264,0,98618,99993
4096B/key17,2,4096,54,1270,0,90978,92361
4096B/key18,2,4096,75,1254,0,85146,86521
4096B/key19,2,4096,57,1260,0,296062,297435
4096B/key20,2,4096,71,1314,0,293473,294914
4096B/key21,2,4096,67,1367,0,270057,271566
4096B/key22,2,4096,74,1343,0,297256,298747
4096B/key23,2,4096,75,1310,0,293269,294727
4096B/key24,2,4096,73,1356,0,290337,291838
4096B/key25,2,4096,73,1360,0,280822,282334
4096B/key26,2,4096,64,1397,0,294969,296520
4096B/key27,2,4096,68,1352,0,282489,283977
4096B/key28,2,4096,68,1379,0,279285,280798
4096B/key29,2,4096,69,1328,0,295229,296698
4096B/key30,2,4096,78,1344,0,282917,284414
4096B/key31,2,4096,73,1331,0,282813,284315
4096B/key32,2,4096,83,1451,0,281808,283411
4096B/key33,2,4096,75,1310,0,292289,293750
4096B/key34,2,4096,65,1382,0,292170,293702
4096B/key35,2,4096,91,1552,0,312853,314577
4096B/key36,2,4096,98,12091,0,349796,362057
4096B/key37,2,4096,75,1370,0,276138,277635
4096B/key38,2,4096,63,1304,0,298976,300396
4096B/key39,2,4096,61,1306,0,298944,300384
4096B/key40,2,4096,67,1396,0,279677,281218
4096B/key41,2,4096,74,1411,0,291488,293049
4096B/key42,2,4096,71,1419,0,282153,283718
4096B/key43,2,4096,74,1418,0,273919,275489
4096B/key44,2,4096,65,1411,0,285303,286857
4096B/key45,2,4096,73,1405,0,284466,286028
4096B/key46,2,4096,76,1351,0,278642,280166
4096B/key47,2,4096,66,1501,0,278919,280572
4096B/key48,2,4096,74,1367,0,288033,289554
4096B/key49,2,4096,67,1433,0,291234,292816
4096B/key50,2,4096,79,1404,0,290787,292348
4096B/key51,2,4096,72,1389,0,281766,283297
4096B/key52,2,4096,70,1481,0,303212,304829
4096B/key53,2,4096,76,1352,0,310641,312142
4096B/key54,2,4096,89,1639,0,313880,315691
4096B/key55,2,4096,82,1561,0,285223,286916
4096B/key56,2,4096,75,1491,0,99408,101024
4096B/key57,2,4096,55,1250,0,84231,85583
4096B/key58,2,4096,59,1165,0,95224,96497
4096B/key59,2,4096,60,1272,0,86069,87453
4096B/key60,2,4096,58,1190,0,117627,118928
4096B/key61,2,4096,69,1324,0,102366,103812
4096B/key62,2,4096,60,1196,0,86584,87908
4096B/key63,2,4096,62,1252,0,86817,88189
4096B/key64,2,4096,70,1232,0,90868,92226
4096B/key65,2,4096,58,1273,0,89765,91150
4096B/key66,2,4096,62,1303,0,94783,96198
4096B/key67,2,4096,63,1179,0,94556,95849
4096B/key68,2,4096,59,1239,0,84392,85748
4096B/key69,2,4096,72,1182,0,95142,96459
4096B/key70,2,4096,71,1268,0,91397,92799
4096B/key71,2,4096,72,1371,0,272109,273642
4096B/key72,2,4096,74,1432,0,280674,282247
4096B/key73,2,4096,66,1352,0,271920,273409
4096B/key74,2,4096,75,1291,0,303396,304827
4096B/key75,2,4096,67,1321,0,278241,279700
4096B/key76,2,4096,65,1366,0,291491,292983
4096B/key77,2,4096,64,1337,0,268675,270142
4096B/key78,2,4096,66,1344,0,289846,291316
4096B/key79,2,4096,79,1347,0,301337,302826
4096B/key80,2,4096,70,1372,0,281237,282746
4096B/key81,2,4096,62,1306,0,273636,275082
4096B/key82,2,4096,77,1401,0,307740,309277
4096B/key83,2,4096,68,1370,0,293942,295430
4096B/key84,2,4096,54,1339,0,290144,291616
4096B/key85,2,4096,90,1555,0,293287,294996
4096B/key86,2,4096,94,3944,0,459940,464037
4096B/key87,2,4096,70,1356,0,288620,290098
4096B/key88,2,4096,71,1280,0,285462,286867
4096B/key89,2,4096,59,1241,0,288173,289527
4096B/key90,2,4096,62,1319,0,288513,289958
4096B/key91,2,4096,59,1409,0,292246,293767
4096B/key92,2,4096,66,1316,0,298064,299507
4096B/key93,2,4096,64,1302,0,292338,293767
4096B/key94,2,4096,70,1325,0,268584,270041
4096B/key95,2,4096,71,1323,0,286534,287994
4096B/key96,2,4096,66,1261,0,297464,298847
4096B/key97,2,4096,64,1298,0,290126,291548
4096B/key98,2,4096,70,1313,0,283758,285194
4096B/key99,2,4096,70,1328,0,289868,291319
4096B/key100,2,4096,68,1321,0,284675,286132
4096B/key101,2,4096,66,1329,0,285550,287023
4096B/key102,2,4096,109,1345,0,281602,283112
4096B/key103,2,4096,72,1363,0,280215,281737
4096B/key104,2,4096,71,1287,0,279226,280668
4096B/key105,2,4096,87,1522,0,280251,281943
4096B/key106,2,4096,82,1519,0,318366,320081
4096B/key107,2,4096,67,1429,0,277644,279211
4096B/key108,2,4096,64,1274,0,90200,91588
4096B/key109,2,4096,65,1237,0,95512,96871
4096B/key110,2,4096,60,1284,0,104065,105455
4096B/key111,2,4096,59,1191,0,99996,101312
4096B/key112,2,4096,60,1260,0,85123,86489
4096B/key113,2,4096,76,1180,0,98892,100191
4096B/key114,2,4096,58,1273,0,92879,94257
4096B/key115,2,4096,58,1256,0,84798,86156
4096B/key116,2,4096,61,1222,0,92345,93679
4096B/key117,2,4096,57,1255,0,90147,91504
4096B/key118,2,4096,55,1225,0,101534,102874
4096B/key119,2,4096,70,1295,0,82567,83982
4096B/key120,2,4096,54,1275,0,88092,89466
4096B/key121,2,4096,68,1270,0,84712,86093
4096B/key122,2,4096,55,1247,0,296934,298284
4096B/key123,2,4096,58,1293,0,275697,277106
4096B/key124,2,4096,56,1302,0,300814,302232
4096B/key125,2,4096,64,1287,0,275211,276617
4096B/key126,2,4096,55,1289,0,277591,278988
4096B/key127,2,4096,57,1265,0,270485,271878
4096B/key128,2,4096,71,1344,0,269441,270918
4096B/key129,2,4096,61,1330,0,281518,282991
4096B/key130,2,4096,64,1322,0,281369,282807
4096B/key131,2,4096,69,1285,0,277601,279033
4096B/key132,2,4096,81,1410,0,267482,269028
4096B/key133,2,4096,73,1312,0,282505,283953
4096B/key134,2,4096,85,1333,0,280369,281867
4096B/key135,2,4096,60,1342,0,279819,281291
4096B/key136,2,4096,1458,1525,0,339342,342385
4096B/key137,2,4096,69,1361,0,277037,278527
4096B/key138,2,4096,105,1354,0,281081,282608
4096B/key139,2,4096,76,1384,0,275262,276780
4096B/key140,2,4096,64,1332,0,295187,296647
4096B/key141,2,4096,72,1304,0,281672,283113
4096B/key142,2,4096,71,1349,0,279983,281454
