key,src,size,dram,oscm,osc,dl,total
65536B/key0,2,65536,61,1082,0,403580,404824
65536B/key1,2,65536,65,1296,0,401023,402535
65536B/key2,2,65536,64,1288,0,405664,407154
65536B/key3,2,65536,62,1304,0,390466,391970
65536B/key4,2,65536,63,1264,0,404782,406263
65536B/key5,2,65536,73,1262,0,418209,419692
65536B/key6,2,65536,76,1312,0,410697,412233
65536B/key7,2,65536,67,1200,0,411542,412960
65536B/key8,2,65536,60,1188,0,404373,405764
65536B/key9,2,65536,71,1133,0,411209,412568
65536B/key10,2,65536,71,1157,0,429292,430627
65536B/key11,2,65536,88,1315,0,460757,462264
65536B/key12,2,65536,80,1171,0,427884,429231
65536B/key13,2,65536,112,1280,0,394216,395692
65536B/key14,2,65536,67,1241,0,207585,208989
65536B/key15,2,65536,57,1255,0,210013,211397
65536B/key16,2,65536,62,1267,0,199935,201333
65536B/key17,2,65536,54,1214,0,222944,224289
65536B/key18,2,65536,66,1184,0,225254,226604
65536B/key19,2,65536,63,1315,0,222151,223616
65536B/key20,2,65536,63,1223,0,393123,394510
65536B/key21,2,65536,59,1213,0,412390,413757
65536B/key22,2,65536,67,1170,0,388373,389686
65536B/key23,2,65536,64,1269,0,405411,406820
65536B/key24,2,65536,57,1163,0,420074,421371
65536B/key25,2,65536,71,1119,0,396159,397419
65536B/key26,2,65536,97,1085,0,387520,388779
65536B/key27,2,65536,62,1080,0,401146,402397
65536B/key28,2,65536,69,1113,0,422885,424141
65536B/key29,2,65536,62,1258,0,413384,414783
65536B/key30,2,65536,64,1279,0,410974,412389
65536B/key31,2,65536,65,1225,0,402290,403704
65536B/key32,2,65536,94,1436,0,392034,393651
65536B/key33,2,65536,70,1122,0,414043,415317
65536B/key34,2,65536,65,1199,0,400508,401856
65536B/key35,2,65536,79,1223,0,412594,413974
65536B/key36,2,65536,66,1163,0,397996,399306
65536B/key37,2,65536,60,1224,0,419142,420498
65536B/key38,2,65536,62,1143,0,411651,412936
65536B/key39,2,65536,60,1075,0,403948,405155
65536B/key40,2,65536,59,1075,0,412693,413915
65536B/key41,2,65536,63,1146,0,434001,435342
65536B/key42,2,65536,85,1414,0,416448,418034
65536B/key43,2,65536,94,1406,0,463452,465043
65536B/key44,2,65536,78,1219,0,431859,433249
65536B/key45,2,65536,97,2384,0,523613,526194
65536B/key46,2,65536,1043,1518,0,393277,395910
65536B/key47,2,65536,56,1301,0,213794,215220
65536B/key48,2,65536,58,1186,0,202583,203902
65536B/key49,2,65536,57,1075,0,211909,213109
65536B/key50,2,65536,56,1052,0,215444,216624
65536B/key51,2,65536,51,1045,0,216158,217319
65536B/key52,2,65536,64,1211,0,204318,205661
65536B/key53,2,65536,53,1134,0,212490,213742
65536B/key54,2,65536,68,1054,0,402830,404030
65536B/key55,2,65536,60,1079,0,414073,415303
65536B/key56,2,65536,66,1101,0,411232,412482
65536B/key57,2,65536,63,1305,0,431991,433431
65536B/key58,2,65536,62,1212,0,407195,408567
65536B/key59,2,65536,71,1147,0,408087,409379
65536B/key60,2,65536,62,1149,0,409542,410826
65536B/key61,2,65536,57,1098,0,399536,400769
65536B/key62,2,65536,63,1102,0,395201,396431
65536B/key63,2,65536,60,1097,0,397891,399155
65536B/key64,2,65536,80,1185,0,397808,399157
65536B/key65,2,65536,70,1103,0,409746,410994
65536B/key66,2,65536,60,1049,0,407817,409009
65536B/key67,2,65536,65,1116,0,424204,425479
65536B/key68,2,65536,62,1159,0,407625,408921
65536B/key69,2,65536,63,1272,0,416308,417721
65536B/key70,2,65536,59,1225,0,411816,413164
65536B/key71,2,65536,61,1181,0,409142,410496
65536B/key72,2,65536,92,1145,0,416067,417385
65536B/key73,2,65536,67,1228,0,422892,424296
65536B/key74,2,65536,79,1322,0,408628,410125
65536B/key75,2,65536,69,1324,0,406535,408006
65536B/key76,2,65536,59,1379,0,408115,409629
65536B/key77,2,65536,62,1294,0,388685,390150
65536B/key78,2,65536,68,1378,0,411492,413017
65536B/key79,2,65536,97,3943,0,482117,486242
65536B/key80,2,65536,71,1435,0,205991,207566
65536B/key81,2,65536,69,1341,0,219357,220843
65536B/key82,2,65536,65,1230,0,205689,207050
65536B/key83,2,65536,54,1222,0,221467,222809
65536B/key84,2,65536,65,1078,0,208404,209617
65536B/key85,2,65536,52,1040,0,206486,207655
65536B/key86,2,65536,64,1083,0,200998,202221
65536B/key87,2,65536,62,1046,0,218613,219788
65536B/key88,2,65536,64,1043,0,405768,406948
65536B/key89,2,65536,58,1070,0,411721,412917
65536B/key90,2,65536,77,1102,0,403039,404291
65536B/key91,2,65536,65,1060,0,397805,398997
65536B/key92,2,65536,58,1066,0,411659,412855
65536B/key93,2,65536,53,1126,0,408302,409556
65536B/key94,2,65536,64,1058,0,411325,412526
65536B/key95,2,65536,66,1083,0,404636,405879
65536B/key96,2,65536,64,1130,0,402651,403929
65536B/key97,2,65536,87,1265,0,405728,407151
65536B/key98,2,65536,65,1199,0,403623,404960
65536B/key99,2,65536,68,1126,0,392802,394091
65536B/key100,2,65536,70,1103,0,404395,405645
65536B/key101,2,65536,61,1149,0,407950,409242
65536B/key102,2,65536,54,1121,0,393257,394507
65536B/key103,2,65536,64,1080,0,405952,407172
65536B/key104,2,65536,55,1065,0,417084,418281
65536B/key105,2,65536,62,1073,0,407855,409075
65536B/key106,2,65536,56,1232,0,403760,436717
65536B/key107,2,65536,99,1450,0,479588,481222
65536B/key108,2,65536,68,1303,0,399473,400917
65536B/key109,2,65536,67,1354,0,408731,410243
65536B/key110,2,65536,69,1274,0,414644,416083
65536B/key111,2,65536,72,1249,0,396165,397598
65536B/key112,2,65536,89,1561,0,437654,439526
65536B/key113,2,65536,67,1501,0,472443,474098
65536B/key114,2,65536,74,1120,0,401021,402289
65536B/key115,2,65536,60,1106,0,218619,219874
65536B/key116,2,65536,68,1154,0,210289,211607
65536B/key117,2,65536,72,1116,0,209003,210304
65536B/key118,2,65536,79,1132,0,210882,212207
65536B/key119,2,65536,76,1102,0,206600,207884
65536B/key120,2,65536,75,1156,0,416291,417619
65536B/key121,2,65536,72,1102,0,396145,397415
65536B/key122,2,65536,75,1302,0,401923,403388
65536B/key123,2,65536,75,1324,0,407951,409429
65536B/key124,2,65536,62,1317,0,416829,418281
65536B/key125,2,65536,66,1176,0,394293,395618
65536B/key126,2,65536,69,1192,0,426983,428336
65536B/key127,2,65536,59,1098,0,396297,397526
65536B/key128,2,65536,62,1125,0,416349,417632
65536B/key129,2,65536,63,1096,0,405595,406824
65536B/key130,2,65536,68,1074,0,398774,399983
65536B/key131,2,65536,62,1182,0,428931,430246
65536B/key132,2,65536,64,1115,0,409290,410543
65536B/key133,2,65536,60,1084,0,418856,420094
65536B/key134,2,65536,64,1146,0,391658,392949
65536B/key135,2,65536,64,1201,0,525582,526930
65536B/key136,2,65536,59,1224,0,403778,405160
65536B/key137,2,65536,79,1503,0,406729,408395
65536B/key138,2,65536,68,1401,0,393864,395404
65536B/key139,2,65536,67,1267,0,401743,403145
65536B/key140,2,65536,66,1179,0,397388,398706
65536B/key141,2,65536,67,1269,0,441610,443020
65536B/key142,2,65536,61,1174,0,398032,399331
65536B/key143,2,65536,66,1141,0,410794,412105
65536B/key144,2,65536,58,1148,0,429297,430583
65536B/key145,2,65536,7958,20261,0,453631,481943
65536B/key146,2,65536,72,1206,0,210243,211612
65536B/key147,2,65536,64,1253,0,209815,211217
65536B/key148,2,65536,58,1202,0,203578,204909
65536B/key149,2,65536,54,1244,0,219808,221181
65536B/key150,2,65536,65,1114,0,212932,214182
65536B/key151,2,65536,86,1063,0,204714,205975
65536B/key152,2,65536,80,1306,0,225407,226879
65536B/key153,2,65536,69,1096,0,214097,215332
65536B/key154,2,65536,55,1052,0,413882,415067
65536B/key155,2,65536,56,1119,0,404352,405605
65536B/key156,2,65536,61,1099,0,441715,442947
65536B/key157,2,65536,61,1088,0,390011,391239
65536B/key158,2,65536,61,1185,0,426255,427575
65536B/key159,2,65536,63,1122,0,416765,418012
65536B/key160,2,65536,51,1070,0,402874,404075
65536B/key161,2,65536,64,1097,0,396913,398157
65536B/key162,2,65536,63,1141,0,426309,427588
65536B/key163,2,65536,64,1260,0,424194,425593
65536B/key164,2,65536,65,1248,0,411410,412813
65536B/key165,2,65536,56,1179,0,418965,420270
65536B/key166,2,65536,65,1112,0,395768,397016
65536B/key167,2,65536,60,1080,0,415931,417137
65536B/key168,2,65536,62,1262,0,421607,423031
65536B/key169,2,65536,65,1473,0,414437,416059
65536B/key170,2,65536,79,1483,0,406423,408059
65536B/key171,2,65536,70,1162,0,447928,449231
65536B/key172,2,65536,65,1269,0,408981,410384
65536B/key173,2,65536,64,1151,0,415723,417049
65536B/key174,2,65536,76,1165,0,409027,410378
65536B/key175,2,65536,74,1302,0,400214,401695
65536B/key176,2,65536,77,1240,0,404913,406338
65536B/key177,2,65536,79,1187,0,405864,407225
65536B/key178,2,65536,78,1230,0,426816,428209
65536B/key179,2,65536,68,1171,0,591656,593011
65536B/key180,2,65536,91,1337,0,232946,234454
65536B/key181,2,65536,72,1192,0,225754,227094
65536B/key182,2,65536,56,1070,0,214523,215720
65536B/key183,2,65536,65,1096,0,210365,211595
65536B/key184,2,65536,56,1012,0,215311,216448
65536B/key185,2,65536,58,1018,0,211335,212488
65536B/key186,2,65536,53,1023,0,221312,222458
65536B/key187,2,65536,53,1045,0,234152,235327
65536B/key188,2,65536,48,1047,0,403345,404534
65536B/key189,2,65536,70,1128,0,413202,414486
65536B/key190,2,65536,60,1314,0,409755,411212
65536B/key191,2,65536,69,1308,0,421653,423133
65536B/key192,2,65536,79,1335,0,392948,394458
65536B/key193,2,65536,71,1171,0,412672,413991
65536B/key194,2,65536,61,1205,0,413858,415217
65536B/key195,2,65536,64,1233,0,401711,403085
65536B/key196,2,65536,67,1209,0,416875,418226
65536B/key197,2,65536,60,1155,0,407079,408375
65536B/key198,2,65536,74,1267,0,394244,395658
65536B/key199,2,65536,59,1183,0,407639,408951
65536B/key200,2,65536,64,1264,0,410266,411700
65536B/key201,2,65536,78,1333,0,407321,408825
65536B/key202,2,65536,72,1399,0,411872,413418
65536B/key203,2,65536,65,1305,0,418925,420363
65536B/key204,2,65536,61,1192,0,419685,421019
65536B/key205,2,65536,62,1161,0,403393,404688
65536B/key206,2,65536,59,1243,0,398970,400345
65536B/key207,2,65536,58,1167,0,398182,399473
65536B/key208,2,65536,52,1125,0,411547,412797
65536B/key209,2,65536,57,1118,0,411932,413176
65536B/key210,2,65536,64,1090,0,416132,417364
