key,src,size,dram,oscm,osc,dl,total
3145728B/key0,2,3145728,150,1425,0,767945,772229
3145728B/key1,2,3145728,105,1418,0,821866,826307
3145728B/key2,2,3145728,116,1425,0,748218,753072
3145728B/key3,2,3145728,100,1543,0,1019544,1023749
3145728B/key4,2,3145728,105,1448,0,827625,831974
3145728B/key5,2,3145728,113,1398,0,857008,862406
3145728B/key6,2,3145728,159,1554,0,827333,831852
3145728B/key7,2,3145728,113,1275,0,966896,970928
3145728B/key8,2,3145728,110,1442,0,855726,861427
3145728B/key9,2,3145728,108,1453,0,620649,624816
3145728B/key10,2,3145728,119,1446,0,829467,835467
3145728B/key11,2,3145728,116,1411,0,797681,802348
3145728B/key12,2,3145728,94,1299,0,1759234,1763110
3145728B/key13,2,3145728,104,1431,0,769053,772924
3145728B/key14,2,3145728,97,1339,0,737552,741699
3145728B/key15,2,3145728,198,1459,0,775586,781449
3145728B/key16,2,3145728,131,1597,0,791616,795997
3145728B/key17,2,3145728,117,1386,0,784534,788912
3145728B/key18,2,3145728,153,1432,0,745805,749911
3145728B/key19,2,3145728,98,1342,0,863093,866892
3145728B/key20,2,3145728,92,1402,0,760114,765930
3145728B/key21,2,3145728,137,1467,0,828227,832540
3145728B/key22,2,3145728,108,1454,0,742604,747735
3145728B/key23,2,3145728,132,1462,0,704809,709673
3145728B/key24,2,3145728,106,1304,0,546356,550754
3145728B/key25,2,3145728,107,1262,0,1055705,1059828
3145728B/key26,2,3145728,114,1386,0,938913,943186
3145728B/key27,2,3145728,114,1400,0,755670,759762
3145728B/key28,2,3145728,116,1366,0,822601,826714
3145728B/key29,2,3145728,107,1416,0,758658,763796
3145728B/key30,2,3145728,129,1504,0,901969,907546
3145728B/key31,2,3145728,102,2985,0,782486,788201
3145728B/key32,2,3145728,100,1413,0,805409,809588
3145728B/key33,2,3145728,106,1371,0,773976,778084
3145728B/key34,2,3145728,110,1403,0,862029,866354
3145728B/key35,2,3145728,113,1369,0,751632,756071
3145728B/key36,2,3145728,104,1320,0,773460,779932
3145728B/key37,2,3145728,122,1468,0,789766,793818
3145728B/key38,2,3145728,105,1450,0,560714,564895
3145728B/key39,2,3145728,102,1455,0,556340,560994
3145728B/key40,2,3145728,106,1356,0,887250,891495
3145728B/key41,2,3145728,103,1393,0,768940,773592
3145728B/key42,2,3145728,125,1559,0,750923,755677
3145728B/key43,2,3145728,104,1434,0,782528,786823
3145728B/key44,2,3145728,93,1411,0,766445,770731
3145728B/key45,2,3145728,101,1367,0,742973,782507
3145728B/key46,2,3145728,157,29137,0,801128,832947
3145728B/key47,2,3145728,109,1395,0,775742,780022
3145728B/key48,2,3145728,102,1350,0,758063,762168
3145728B/key49,2,3145728,106,1230,0,754215,758186
3145728B/key50,2,3145728,111,1398,0,747668,751927
3145728B/key51,2,3145728,100,1426,0,782513,786964
3145728B/key52,2,3145728,112,1417,0,806128,810608
3145728B/key53,2,3145728,105,1476,0,871352,876229
3145728B/key54,2,3145728,107,1400,0,645366,649313
3145728B/key55,2,3145728,113,1341,0,584496,588771
3145728B/key56,2,3145728,101,1338,0,774715,779312
3145728B/key57,2,3145728,102,1388,0,929187,934041
3145728B/key58,2,3145728,123,1355,0,827759,832499
3145728B/key59,2,3145728,101,1392,0,755478,760506
3145728B/key60,2,3145728,110,1481,0,752422,756616
3145728B/key61,2,3145728,128,6689,0,885541,895056
3145728B/key62,2,3145728,108,1335,0,3074239,3078470
3145728B/key63,2,3145728,104,1463,0,932367,936923
3145728B/key64,2,3145728,102,1425,0,751617,755916
3145728B/key65,2,3145728,109,1489,0,826387,831418
3145728B/key66,2,3145728,102,1427,0,567966,572755
