key,src,size,dram,oscm,osc,dl,total
262144B/key0,2,262144,72,1172,0,483695,485119
262144B/key1,2,262144,67,1301,0,553414,554933
262144B/key2,2,262144,73,1295,0,552953,554495
262144B/key3,2,262144,76,1376,0,569885,571514
262144B/key4,2,262144,139,1506,0,581165,583013
262144B/key5,2,262144,61,1301,0,356244,357740
262144B/key6,2,262144,63,1253,0,327907,329362
262144B/key7,2,262144,66,1309,0,356457,357965
262144B/key8,2,262144,65,1171,0,338332,339698
262144B/key9,2,262144,54,1241,0,310761,312184
262144B/key10,2,262144,56,1261,0,780544,782033
262144B/key11,2,262144,65,1293,0,538470,540013
262144B/key12,2,262144,54,1255,0,507273,508718
262144B/key13,2,262144,58,1341,0,537507,539063
262144B/key14,2,262144,55,1271,0,638031,639579
262144B/key15,2,262144,83,1462,0,486027,487778
262144B/key16,2,262144,92,1503,0,564532,566302
262144B/key17,2,262144,62,1306,0,532948,534460
262144B/key18,2,262144,66,1242,0,485352,486799
262144B/key19,2,262144,59,1199,0,479266,480660
262144B/key20,2,262144,61,1171,0,473002,474373
262144B/key21,2,262144,59,1231,0,538967,540407
262144B/key22,2,262144,62,1244,0,482406,483846
262144B/key23,2,262144,59,1242,0,554023,555460
262144B/key24,2,262144,64,1222,0,619057,620480
262144B/key25,2,262144,73,1214,0,547795,549249
262144B/key26,2,262144,59,1220,0,611729,613160
262144B/key27,2,262144,65,1164,0,627885,629325
262144B/key28,2,262144,83,1487,0,561871,563627
262144B/key29,2,262144,66,1296,0,617596,619118
262144B/key30,2,262144,61,1304,0,348976,350496
262144B/key31,2,262144,68,1229,0,351124,352600
262144B/key32,2,262144,74,1332,0,292656,294253
262144B/key33,2,262144,72,1060,0,352049,353330
262144B/key34,2,262144,62,1208,0,538787,540210
262144B/key35,2,262144,57,1236,0,549713,551154
262144B/key36,2,262144,57,1181,0,471470,472861
262144B/key37,2,262144,55,1368,0,459168,460737
262144B/key38,2,262144,62,1248,0,655952,671547
262144B/key39,2,262144,96,4169,0,572169,576606
262144B/key40,2,262144,70,1235,0,537539,538991
262144B/key41,2,262144,63,1254,0,559256,560714
262144B/key42,2,262144,60,1236,0,548202,549638
262144B/key43,2,262144,69,1151,0,550466,551840
262144B/key44,2,262144,62,1191,0,617318,618736
262144B/key45,2,262144,64,1142,0,539462,540827
262144B/key46,2,262144,65,1172,0,529450,530822
262144B/key47,2,262144,66,1190,0,547168,548569
262144B/key48,2,262144,58,1126,0,541066,542407
262144B/key49,2,262144,64,1188,0,737472,738867
262144B/key50,2,262144,64,1172,0,529151,530521
262144B/key51,2,262144,58,1134,0,598779,600172
262144B/key52,2,262144,80,1481,0,633982,635719
262144B/key53,2,262144,59,1195,0,355860,357257
262144B/key54,2,262144,68,1245,0,355714,357175
262144B/key55,2,262144,69,1208,0,293079,294512
262144B/key56,2,262144,61,1319,0,364285,365807
262144B/key57,2,262144,58,1247,0,566279,567723
262144B/key58,2,262144,57,1225,0,550127,551558
262144B/key59,2,262144,62,1212,0,480258,481674
262144B/key60,2,262144,58,1220,0,546382,547841
262144B/key61,2,262144,141,2598,0,583666,586588
262144B/key62,2,262144,74,1291,0,547830,549356
262144B/key63,2,262144,57,1282,0,621686,623207
262144B/key64,2,262144,66,1243,0,552899,554379
262144B/key65,2,262144,63,1245,0,547963,549435
262144B/key66,2,262144,65,1311,0,493187,494727
262144B/key67,2,262144,54,1183,0,473744,475149
262144B/key68,2,262144,70,1272,0,503710,505229
262144B/key69,2,262144,78,1253,0,544025,545518
262144B/key70,2,262144,67,1177,0,541772,543172
