HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,21884,0,0,90170117710,0
2,26202,0,0,107728485660,0
3,3880,747639,0,15942589193,2959553273644
4,0,755179,0,0,2978876757018
5,0,764452,0,0,3017763929292
6,0,827167,0,0,3279932856077
7,0,798625,0,0,3163667361721
8,130,819024,0,399947688,3239291382553
9,3431,839679,0,13398234368,3319851059460
10,9950,979073,0,40689317028,3881661561548
11,5516,946345,0,22837414239,3745185146136
12,346,945243,0,1414999399,3744451693625
13,17292,1143609,0,71245451526,4534650448232
14,25300,997745,0,104345046586,3959539166539
15,22639,1368865,0,92811177657,5429363912495
16,7813,1063641,0,31868372267,4198943001879
17,0,1021584,0,0,4048220551755
18,0,953539,0,0,3770368654513
19,8924,916890,229,36553006919,3633304703249
20,17833,8738,213,73216699016,17094015627
21,25521,891064,0,104845452836,3550307828746
22,0,880074,0,0,3496839649015
23,0,857150,0,0,3406489459767
24,0,818333,0,0,3251280103173
25,0,565964,0,0,2253311635434
26,0,756208,0,0,3008386160389
27,0,743467,0,0,2955523931576
28,0,708018,0,0,2814662730946
29,0,761841,0,0,3036802492527
30,0,698533,0,0,2767967221486
31,0,698544,0,0,2765197476847
32,122,792023,4,360588311,3148220761201
33,3184,882311,121,12391716177,3507381567633
34,10673,1055975,322,43719515387,4200399052995
35,9398,887512,194,38780050900,3527419910521
36,390,778540,21,1600235696,3085907384247
37,9232,1928314,377,37957681861,7622269872521
38,27370,2258490,241,112932870117,8880980918614
39,21805,1209425,211,89613748743,4807326642186
40,20801,971941,0,84737242748,3835841076391
41,0,937149,0,0,3705806346096
42,4468,882904,116,18119973396,3475240483058
43,17974,889144,71,73908881913,3505791088366
44,33137,841599,0,136675365114,3309626860490
45,9332,878692,0,38364608388,3464996436015
46,0,813050,0,0,3194096337416
47,0,1103717,0,0,4385473525327
48,0,827547,0,0,3262397694962
49,0,1062080,0,0,4232673283204
50,0,1049062,0,0,4185288995379
51,0,747115,0,0,2944447604568
52,0,758431,0,0,2989590773095
53,0,823550,0,0,3257057225315
54,0,838687,0,0,3315964821420
55,0,823786,0,0,3250532933931
56,157,870864,7,520466126,3434197250728
57,2872,966212,127,11126067657,3814697216982
58,9510,999929,328,39074458283,3959623300818
59,9015,1022609,61,37263934108,4062863369165
60,575,1066266,24,2362051966,4232136744602
61,10301,1236995,533,42351956571,4927186953202
62,26092,1125933,363,107422349111,4488192864695
63,23865,1487547,147,98251193257,5944374346172
64,20254,1187843,0,82836436940,4726130842085
65,0,1109957,0,0,4424183332435
