HR,WSS
261,2430045519872
262,2438495993856
263,2448025452544
264,2458903379968
265,2469122801664
266,2482590711808
267,2493576642560
268,2501667454976
269,2511463251968
270,2520838569984
271,2530084913152
272,2538093936640
273,2546798166016
274,2556970401792
275,2566732644352
276,2576519004160
277,2584800657408
278,2589425926144
279,2595066216448
280,2606210482176
281,2617960824832
282,2624235503616
283,2631028178944
284,2638961704960
285,2643730628608
286,2650659618816
287,2659314565120
288,2666264526848
289,2675363020800
290,2682819444736
291,2691399942144
292,2698785062912
293,2708172963840
294,2716463005696
295,2724175282176
296,2731879170048
297,2740542504960
298,2747000684544
299,2749926211584
300,2754310307840
301,2757585010688
302,2760227422208
303,2767635611648
304,2775669800960
305,2787496689664
306,2798287585280
307,2806106816512
308,2814636982272
309,2821360451584
310,2829374717952
311,2829472235520
312,2838014984192
313,2849113112576
314,2858749526016
315,2866949390336
316,2876941271040
317,2887798226944
318,2895696101376
319,2903242702848
320,2912713441280
321,2924591710208
322,2932123631616
323,2943230148608
324,2951669088256
325,2958097907712
326,2966053453824
327,2972557770752
328,2981213765632
329,2988883050496
330,2999511416832
331,3007939870720
332,3012651122688
333,3015777976320
334,3024096329728
335,3028350402560
336,3035192360960
337,3045359353856
338,3050934632448
339,3057038393344
340,3065398689792
341,3073409810432
342,3079115112448
343,3085987479552
344,3091258671104
345,3098073366528
346,3107011428352
347,3113086877696
348,3124646379520
349,3130024525824
350,3135061884928
351,3143800717312
352,3151502508032
353,3159300767744
354,3167532089344
355,3174757826560
356,3181355466752
357,3187370098688
358,3195694743552
359,3201592983552
360,3208024948736
361,3213460766720
362,3219894829056
363,3226458914816
364,3232131710976
365,3239037632512
366,3243949162496
367,3248757932032
368,3254747398144
369,3260554412032
370,3266235596800
371,3270610255872
372,3275128569856
373,3279396274176
374,3286335750144
375,3291959263232
376,3298589409280
377,3306199973888
378,3310759182336
379,3316512718848
380,3320852774912
381,3324221849600
382,3330691563520
383,3334430785536
384,3337899474944
385,3342435614720
386,3347705757696
387,3351864410112
388,3357397745664
389,3364590977024
390,3371179180032
391,3376940056576
392,3383547133952
393,3390982586368
394,3397093687296
395,3401659187200
396,3408255778816
397,3417084788736
398,3422021484544
399,3426535604224
400,3433145827328
401,3438986395648
402,3443918897152
403,3451145682944
404,3460146659328
405,3465203941376
406,3473243373568
407,3481140199424
408,3486536171520
409,3492493131776
410,3500662587392
411,3506483232768
412,3513764544512
413,3523781591040
414,3531024105472
415,3539268009984
416,3546732822528
417,3554960998400
418,3560337047552
