HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,0,20959,0,0,21977104384
2,0,24451,0,0,25638731776
3,0,32589,0,0,34172043264
4,0,18383,0,0,19275972608
5,0,24529,0,0,25720520704
6,0,25048,0,0,26264731648
7,0,15682,0,0,16443768832
8,0,20759,0,0,21767389184
9,0,22435,0,0,23524802560
10,0,25391,0,0,26624393216
11,0,21581,0,0,22629318656
12,0,24073,0,0,25242370048
13,0,18997,0,0,19919798272
14,0,18638,0,0,19543359488
15,0,26527,0,0,27815575552
16,0,42070,0,0,44113592320
17,0,24784,0,0,25987907584
18,0,31038,0,0,32545701888
19,0,18680,0,0,19587399680
20,0,15300,0,0,16043212800
21,0,29649,0,0,31089229824
22,0,23710,0,0,24861736960
23,0,22306,0,0,23389536256
24,0,22005,0,0,23073914880
25,0,15308,0,0,16051601408
26,0,26601,0,0,27893170176
27,0,16827,0,0,17644388352
28,0,20377,0,0,21366833152
29,0,20012,0,0,20984102912
30,0,16600,0,0,17406361600
31,0,24709,0,0,25909264384
32,0,38214,0,0,40070283264
33,0,21499,0,0,22543335424
34,0,19448,0,0,20392706048
35,0,27757,0,0,29105324032
36,0,15582,0,0,16338911232
37,0,17671,0,0,18529386496
38,0,13247,0,0,13890486272
39,0,11406,0,0,11960057856
40,0,15938,0,0,16712204288
41,0,12621,0,0,13234077696
42,0,38016,0,0,39862665216
43,0,14393,0,0,15092154368
44,0,14374,0,0,15072231424
45,0,25193,0,0,26416775168
46,0,23752,0,0,24905777152
47,0,30581,0,0,32066502656
48,0,19311,0,0,20249051136
49,0,18895,0,0,19812843520
50,0,21428,0,0,22468886528
51,0,12843,0,0,13466861568
52,0,23689,0,0,24839716864
53,0,23999,0,0,25164775424
54,0,20576,0,0,21575499776
55,0,15049,0,0,15780020224
56,0,16550,0,0,17353932800
57,0,34835,0,0,36527144960
58,0,31972,0,0,33525071872
59,0,19871,0,0,20836253696
60,0,31744,0,0,33285996544
61,0,19843,0,0,20806893568
62,0,15072,0,0,15804137472
63,0,13415,0,0,14066647040
64,0,14476,0,0,15179186176
65,0,25228,0,0,26453475328
66,0,53562,0,0,56163827712
67,0,23699,0,0,24850202624
68,0,27015,0,0,28327280640
69,0,30730,0,0,32222740480
70,0,32684,0,0,34271657984
71,0,31725,0,0,33266073600
72,0,18451,0,0,19347275776
73,0,25391,0,0,26624393216
74,0,20781,0,0,21790457856
75,0,18865,0,0,19781386240
76,0,23911,0,0,25072500736
77,0,23923,0,0,25085083648
78,0,23560,0,0,24704450560
79,0,24396,0,0,25581060096
80,0,21709,0,0,22763536384
81,0,35518,0,0,37243322368
82,0,25510,0,0,26749173760
83,0,28425,0,0,29805772800
84,0,23948,0,0,25111298048
85,0,27350,0,0,28678553600
86,0,23024,0,0,24142413824
87,0,25365,0,0,26597130240
88,0,27479,0,0,28813819904
89,0,22334,0,0,23418896384
90,0,23180,0,0,24305991680
91,0,27969,0,0,29327622144
92,0,20049,0,0,21022900224
