HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,0,20524,0,0,21520973824
2,0,24931,0,0,26142048256
3,0,27195,0,0,28516024320
4,0,18945,0,0,19865272320
5,0,20319,0,0,21306015744
6,0,19426,0,0,20369637376
7,0,14152,0,0,14839447552
8,0,19281,0,0,20217593856
9,0,21454,0,0,22496149504
10,0,20183,0,0,21163409408
11,0,14970,0,0,15697182720
12,0,30677,0,0,32167165952
13,0,17590,0,0,18444451840
14,0,17190,0,0,18025021440
15,0,25956,0,0,27216838656
16,0,18211,0,0,19095617536
17,0,29829,0,0,31277973504
18,0,30229,0,0,31697403904
19,0,18114,0,0,18993905664
20,0,14895,0,0,15618539520
21,0,25385,0,0,26618101760
22,0,25669,0,0,26915897344
23,0,21449,0,0,22490906624
24,0,21117,0,0,22142779392
25,0,13727,0,0,14393802752
26,0,27741,0,0,29088546816
27,0,15410,0,0,16158556160
28,0,20453,0,0,21446524928
29,0,22282,0,0,23364370432
30,0,42963,0,0,45049970688
31,0,23581,0,0,24726470656
32,0,16594,0,0,17400070144
33,0,23615,0,0,24762122240
34,0,26764,0,0,28064088064
35,0,26994,0,0,28305260544
36,0,12225,0,0,12818841600
37,0,14327,0,0,15022948352
38,0,14927,0,0,15652093952
39,0,9303,0,0,9754902528
40,0,15835,0,0,16604200960
41,0,13775,0,0,14444134400
42,0,56633,0,0,59384004608
43,0,19868,0,0,20833107968
44,0,13379,0,0,14028898304
45,0,18389,0,0,19282264064
46,0,24339,0,0,25521291264
47,0,25229,0,0,26454523904
48,0,18568,0,0,19469959168
49,0,19409,0,0,20351811584
50,0,19701,0,0,20657995776
51,0,12765,0,0,13385072640
52,0,20190,0,0,21170749440
53,0,24868,0,0,26075987968
54,0,20603,0,0,21603811328
55,0,18962,0,0,19883098112
56,0,15890,0,0,16661872640
57,0,26601,0,0,27893170176
58,0,24410,0,0,25595740160
59,0,17825,0,0,18690867200
60,0,25356,0,0,26587693056
61,0,17565,0,0,18418237440
62,0,13577,0,0,14236516352
63,0,15686,0,0,16447963136
64,0,12452,0,0,13056868352
65,0,20179,0,0,21159215104
66,0,31082,0,0,32591839232
67,0,20725,0,0,21731737600
68,0,20492,0,0,21487419392
69,0,24538,0,0,25729957888
70,0,27598,0,0,28938600448
71,0,33393,0,0,35015098368
72,0,17236,0,0,18073255936
73,0,22788,0,0,23894949888
74,0,20332,0,0,21319647232
75,0,18463,0,0,19359858688
76,0,28564,0,0,29951524864
77,0,20798,0,0,21808283648
78,0,23976,0,0,25140658176
79,0,24055,0,0,25223495680
80,0,22100,0,0,23173529600
81,0,27597,0,0,28937551872
82,0,23129,0,0,24252514304
83,0,24664,0,0,25862078464
84,0,19786,0,0,20747124736
85,0,55550,0,0,58248396800
86,0,23615,0,0,24762122240
87,0,27358,0,0,28686942208
88,0,20540,0,0,21537751040
89,0,26953,0,0,28262268928
90,0,17640,0,0,18496880640
91,0,27583,0,0,28922871808
92,0,22525,0,0,23619174400
93,0,26101,0,0,27368882176
94,0,30489,0,0,31970033664
95,0,28562,0,0,29949427712
96,0,20804,0,0,21814575104
97,0,28995,0,0,30403461120
98,0,30054,0,0,31513903104
99,0,28555,0,0,29942087680
100,0,21795,0,0,22853713920
101,0,21032,0,0,22053650432
102,0,25753,0,0,27003977728
103,0,20697,0,0,21702377472
104,0,22425,0,0,23514316800
105,0,23958,0,0,25121783808
106,0,30291,0,0,31762415616
107,0,20441,0,0,21433942016
108,0,20687,0,0,21691891712
