HR,WSS
1,109808181003
2,223074466006
3,261816863901
4,277060192120
5,284379010542
6,284686486619
7,284686486619
8,284686486619
9,284686486619
10,284686486619
11,284686486619
12,284764734802
13,284764734802
14,284764734802
15,284765638861
16,284765638861
17,284765638861
18,284765638861
19,284765638861
20,284844134292
21,337730325900
22,338168831785
23,351301982488
24,357842622620
25,357931492234
26,357931492234
27,357931492234
28,357931492234
29,357931492234
30,357932655697
31,381141945056
32,495632562687
33,584868725219
34,645705749667
35,703330569813
36,713510906056
37,715397398932
38,715401044624
39,719810884993
40,719881271473
41,720579002984
42,720588053866
43,801369676673
44,1039926343626
45,1156505459455
46,1183117987831
47,1190654947350
48,1191004575927
49,1191019499376
50,1191019499376
51,1191019502928
52,1191019505419
53,1191019507940
54,1191019587735
55,1191019741090
56,1191028414919
57,1191038600867
58,1191042989915
59,1191042989915
60,1191042989915
61,1201493237271
62,1220753881852
63,1220765519747
64,1220804737790
65,1220804856017
66,1220804856017
67,1220829432243
68,1220829432243
69,1220829432243
70,1234811415144
71,1321608793178
72,1329836893660
73,1334336070309
74,1334400986578
75,1334428945868
76,1334428945868
77,1334428945868
78,1334428945868
79,1334428945868
80,1334428945868
81,1334428945868
82,1334428945868
83,1334428945868
84,1334428945868
85,1334428945868
86,1334428945868
87,1334428945868
88,1334428945868
89,1334428945868
90,1334428945868
91,1334428945868
92,1334428945868
93,1334428945868
94,1334428945868
95,1334428945868
96,1334428945868
97,1334428945868
98,1334428945868
99,1334428945868
100,1334428945868
101,1334428945868
102,1334428945868
103,1334428945868
104,1334428945868
105,1334428945868
106,1334428945868
107,1334428945868
108,1334428945868
109,1334428945868
110,1334428945868
111,1334428945868
112,1334428945868
113,1334428945868
114,1334428945868
115,1334428945868
116,1334428945868
117,1334428945868
118,1334428945868
119,1334428945868
120,1334428945868
121,1334428945868
122,1334428973276
123,1334428989243
124,1334428989243
125,1334428989243
126,1334428989243
127,1334428989243
128,1334428989243
129,1334428989243
130,1334428989243
131,1334428989243
132,1334428989243
133,1334428989243
134,1334428989243
135,1334428989243
136,1334428989243
137,1334646796301
138,1334646798725
139,1334646798725
140,1334646798725
141,1334651618452
142,1334658802803
143,1334668604745
144,1334668604745
145,1334668604745
146,1334668604745
147,1334668604745
148,1334668604745
149,1334668604745
150,1334668604745
151,1334668604745
152,1334669493785
153,1334679132285
154,1334680766349
155,1334683201212
156,1334684253804
157,1334687434852
158,1334687434852
159,1335579936275
160,1335579936275
161,1335582413575
162,1335582413575
163,1372644217803
164,1514166045643
165,1678668883166
166,1736876001137
167,1755160623476
168,1769758965547
169,1774258027889
