key,src,size,dram,oscm,osc,dl,total
4194304B/key0,2,4194304,840,3143,0,1167143,1174309
4194304B/key1,2,4194304,82,1609,0,1218501,1223420
4194304B/key2,2,4194304,70,1618,0,882384,887298
4194304B/key3,2,4194304,93,1472,0,893010,897711
4194304B/key4,2,4194304,94,1362,0,886307,891113
4194304B/key5,2,4194304,78,1310,0,1240198,1244728
4194304B/key6,2,4194304,77,1482,0,1181194,1185987
4194304B/key7,2,4194304,83,1361,0,1722024,1726414
4194304B/key8,2,4194304,106,1654,0,2017247,2022544
4194304B/key9,2,4194304,82,1648,0,3111149,3116261
4194304B/key10,2,4194304,85,1785,0,1206327,1211516
4194304B/key11,2,4194304,80,1459,0,836189,840814
4194304B/key12,2,4194304,76,1436,0,870499,875272
4194304B/key13,2,4194304,77,1316,0,881374,886070
4194304B/key14,2,4194304,66,1265,0,1167483,1172038
4194304B/key15,2,4194304,72,1469,0,1176788,1181427
4194304B/key16,2,4194304,91,1610,0,1238962,1244422
4194304B/key17,2,4194304,71,1317,0,1151396,1156299
4194304B/key18,2,4194304,89,1302,0,1206518,1211209
4194304B/key19,2,4194304,81,1355,0,1176067,1180883
4194304B/key20,2,4194304,106,1599,0,1171241,1176193
4194304B/key21,2,4194304,73,1235,0,1168542,1173236
4194304B/key22,2,4194304,69,1295,0,1362025,1366886
4194304B/key23,2,4194304,80,1330,0,877327,881924
4194304B/key24,2,4194304,78,1500,0,902803,907661
4194304B/key25,2,4194304,69,1408,0,1228761,1233282
4194304B/key26,2,4194304,68,1450,0,1194105,1198609
4194304B/key27,2,4194304,65,1362,0,1167560,1172123
4194304B/key28,2,4194304,75,1436,0,1187642,1192571
4194304B/key29,2,4194304,87,1392,0,1176398,1180979
4194304B/key30,2,4194304,66,1385,0,1702787,1708000
4194304B/key31,2,4194304,81,1502,0,1281058,1285763
4194304B/key32,2,4194304,86,1326,0,1481434,1486248
4194304B/key33,2,4194304,92,1404,0,1159766,1164443
4194304B/key34,2,4194304,75,1495,0,936994,941877
4194304B/key35,2,4194304,84,1368,0,1195476,1200144
4194304B/key36,2,4194304,78,1382,0,1464372,1470440
4194304B/key37,2,4194304,89,1484,0,1203262,1207886
4194304B/key38,2,4194304,79,1323,0,1241293,1245925
4194304B/key39,2,4194304,78,1348,0,1443518,1448841
4194304B/key40,2,4194304,98,1455,0,1170105,1175040
4194304B/key41,2,4194304,77,1284,0,1160730,1165695
4194304B/key42,2,4194304,74,1450,0,1251117,1256060
4194304B/key43,2,4194304,74,1273,0,1170912,1175473
4194304B/key44,2,4194304,90,1458,0,961872,966623
4194304B/key45,2,4194304,80,1417,0,872973,877596
4194304B/key46,2,4194304,75,1347,0,1259246,1264055
4194304B/key47,2,4194304,84,1591,0,1295584,1300370
4194304B/key48,2,4194304,81,1267,0,1193125,1197747
4194304B/key49,2,4194304,70,1447,0,1618355,1623412
4194304B/key50,2,4194304,77,1403,0,1292136,1297282
4194304B/key51,2,4194304,74,1300,0,1149620,1154387
4194304B/key52,2,4194304,79,1332,0,4161583,4166291
