key,src,size,dram,oscm,osc,dl,total
1048576B/key0,2,1048576,125,1150,0,1057156,1059170
1048576B/key1,2,1048576,79,1279,0,977550,979608
1048576B/key2,2,1048576,75,1383,0,989986,992206
1048576B/key3,2,1048576,79,1334,0,983588,985753
1048576B/key4,2,1048576,113,1447,0,961537,963903
1048576B/key5,2,1048576,108,1767,0,922105,924687
1048576B/key6,2,1048576,90,1402,0,890342,892592
1048576B/key7,2,1048576,90,1503,0,906032,908286
1048576B/key8,2,1048576,79,1673,0,1092115,1094589
1048576B/key9,2,1048576,83,1361,0,693381,695581
1048576B/key10,2,1048576,77,1409,0,1891321,1893585
1048576B/key11,2,1048576,70,1564,0,1595883,1598266
1048576B/key12,2,1048576,71,1364,0,1118082,1120286
1048576B/key13,2,1048576,79,1480,0,986787,989217
1048576B/key14,2,1048576,85,1420,0,938264,940577
1048576B/key15,2,1048576,84,1391,0,1084592,1086841
1048576B/key16,2,1048576,109,1535,0,1244960,1247355
1048576B/key17,2,1048576,75,1431,0,982873,985163
1048576B/key18,2,1048576,85,1383,0,1455114,1457284
1048576B/key19,2,1048576,76,1346,0,1528254,1530544
1048576B/key20,2,1048576,76,1313,0,1144923,1147082
1048576B/key21,2,1048576,80,1430,0,983558,985851
1048576B/key22,2,1048576,81,1410,0,883935,886204
1048576B/key23,2,1048576,66,1412,0,1048685,1050950
1048576B/key24,2,1048576,77,1303,0,899322,901447
1048576B/key25,2,1048576,76,1469,0,933003,935295
1048576B/key26,2,1048576,78,1481,0,1052542,1054839
1048576B/key27,2,1048576,98,1456,0,888035,890346
1048576B/key28,2,1048576,82,1362,0,885557,887732
1048576B/key29,2,1048576,77,1334,0,868062,870264
1048576B/key30,2,1048576,91,1365,0,1053665,1056005
1048576B/key31,2,1048576,75,1577,0,1715831,1718352
1048576B/key32,2,1048576,100,1665,0,690323,692878
1048576B/key33,2,1048576,104,1229,0,1407201,1409297
1048576B/key34,2,1048576,76,1384,0,971378,973593
1048576B/key35,2,1048576,94,1323,0,1061100,1063260
1048576B/key36,2,1048576,85,1417,0,892438,894671
1048576B/key37,2,1048576,76,1387,0,998571,1000785
1048576B/key38,2,1048576,86,1332,0,884041,886253
1048576B/key39,2,1048576,86,1415,0,903360,905617
1048576B/key40,2,1048576,82,1387,0,887261,889491
1048576B/key41,2,1048576,74,1291,0,990082,992187
1048576B/key42,2,1048576,68,1389,0,970687,972921
