key,src,size,dram,oscm,osc,dl,total
2097152B/key0,2,2097152,80,1171,0,695135,697816
2097152B/key1,2,2097152,84,1376,0,961334,964171
2097152B/key2,2,2097152,76,1479,0,1265158,1268225
2097152B/key3,2,2097152,79,1317,0,1230186,1233138
2097152B/key4,2,2097152,73,1374,0,1154554,1157402
2097152B/key5,2,2097152,70,1338,0,1000369,1003204
2097152B/key6,2,2097152,84,1342,0,983377,986236
2097152B/key7,2,2097152,79,1320,0,1032761,1035767
2097152B/key8,2,2097152,117,1642,0,979230,982437
2097152B/key9,2,2097152,75,1439,0,977557,981465
2097152B/key10,2,2097152,83,1477,0,1072606,1075719
2097152B/key11,2,2097152,115,5407,0,1253328,1260202
2097152B/key12,2,2097152,86,1326,0,682680,686027
2097152B/key13,2,2097152,80,1315,0,724231,727083
2097152B/key14,2,2097152,77,1318,0,1092255,1095033
2097152B/key15,2,2097152,71,1325,0,986341,989266
2097152B/key16,2,2097152,114,1650,0,995460,998666
2097152B/key17,2,2097152,74,1304,0,974072,976916
2097152B/key18,2,2097152,79,1440,0,967703,970751
2097152B/key19,2,2097152,85,1291,0,1085273,1087982
2097152B/key20,2,2097152,71,1347,0,1550990,1553884
2097152B/key21,2,2097152,68,1237,0,1000725,1003476
2097152B/key22,2,2097152,71,1324,0,987913,990786
2097152B/key23,2,2097152,89,1574,0,1342523,1345670
2097152B/key24,2,2097152,113,1630,0,788302,791559
2097152B/key25,2,2097152,86,1348,0,874200,877009
2097152B/key26,2,2097152,72,1348,0,979403,982165
2097152B/key27,2,2097152,78,1293,0,1094218,1097001
2097152B/key28,2,2097152,74,1362,0,993268,996072
2097152B/key29,2,2097152,75,1278,0,970545,973170
2097152B/key30,2,2097152,67,1353,0,990874,993923
2097152B/key31,2,2097152,96,1281,0,995696,998534
2097152B/key32,2,2097152,87,1506,0,974979,978793
2097152B/key33,2,2097152,87,1439,0,1030435,1033185
2097152B/key34,2,2097152,85,1307,0,1108760,1111742
2097152B/key35,2,2097152,77,1374,0,4748597,4751537
2097152B/key36,2,2097152,78,1365,0,1074898,1077800
2097152B/key37,2,2097152,68,1323,0,973151,976024
2097152B/key38,2,2097152,75,1340,0,1198120,1201063
2097152B/key39,2,2097152,72,1291,0,1089829,1092714
2097152B/key40,2,2097152,110,1599,0,1180059,1183538
2097152B/key41,2,2097152,81,1589,0,1531794,1534946
2097152B/key42,2,2097152,73,1326,0,1027066,1029876
2097152B/key43,2,2097152,70,1328,0,1059834,1063339
2097152B/key44,2,2097152,81,1403,0,1175099,1178101
2097152B/key45,2,2097152,158,1351,0,769323,772288
2097152B/key46,2,2097152,80,1303,0,681786,684490
2097152B/key47,2,2097152,77,1376,0,703052,706131
