key,src,size,dram,oscm,osc,dl,total
65536B/key0,2,65536,93,1083,0,591699,592989
65536B/key1,2,65536,89,1208,0,593967,595377
65536B/key2,2,65536,66,1207,0,589247,590639
65536B/key3,2,65536,75,1247,0,597199,598636
65536B/key4,2,65536,118,1296,0,595524,597102
65536B/key5,2,65536,78,1332,0,589692,591291
65536B/key6,2,65536,82,1274,0,600597,602119
65536B/key7,2,65536,90,1377,0,594054,595687
65536B/key8,2,65536,83,1223,0,585279,586748
65536B/key9,2,65536,77,1289,0,587648,589185
65536B/key10,2,65536,75,1319,0,600265,601834
65536B/key11,2,65536,73,1226,0,586281,587753
65536B/key12,2,65536,81,1262,0,583143,584640
65536B/key13,2,65536,72,1380,0,598594,600259
65536B/key14,2,65536,94,1289,0,595914,597468
65536B/key15,2,65536,73,1268,0,589395,590905
65536B/key16,2,65536,71,1153,0,574979,576394
65536B/key17,2,65536,64,1326,0,575357,576888
65536B/key18,2,65536,76,1350,0,597773,599354
65536B/key19,2,65536,87,1294,0,305764,307294
65536B/key20,2,65536,81,1333,0,327757,329338
65536B/key21,2,65536,85,1247,0,308928,310440
65536B/key22,2,65536,81,1306,0,302617,304170
65536B/key23,2,65536,77,1330,0,305521,307090
65536B/key24,2,65536,80,1322,0,596353,597913
65536B/key25,2,65536,94,1449,0,623467,625118
65536B/key26,2,65536,137,1637,0,622848,624749
65536B/key27,2,65536,81,1366,0,586734,588291
65536B/key28,2,65536,80,1319,0,593978,595511
65536B/key29,2,65536,88,1343,0,594570,596106
65536B/key30,2,65536,82,1244,0,617833,619266
65536B/key31,2,65536,68,1316,0,580953,582478
65536B/key32,2,65536,114,1544,0,578734,580507
65536B/key33,2,65536,82,1465,0,594900,596571
65536B/key34,2,65536,87,1363,0,588621,590186
65536B/key35,2,65536,77,1329,0,588652,590173
65536B/key36,2,65536,83,1338,0,601229,602760
65536B/key37,2,65536,78,1217,0,587338,588745
65536B/key38,2,65536,69,1220,0,598553,599955
65536B/key39,2,65536,81,1280,0,589099,590563
65536B/key40,2,65536,71,1315,0,587491,588983
65536B/key41,2,65536,83,1395,0,643210,644849
65536B/key42,2,65536,76,1433,0,295133,296747
65536B/key43,2,65536,69,1189,0,296933,298308
65536B/key44,2,65536,82,1391,0,335622,337212
65536B/key45,2,65536,95,1352,0,313702,315282
65536B/key46,2,65536,80,1348,0,302794,304342
65536B/key47,2,65536,80,1310,0,293321,294836
65536B/key48,2,65536,83,1506,0,308243,369596
65536B/key49,2,65536,2252,4308,0,639520,646207
65536B/key50,2,65536,66,1282,0,595395,596863
65536B/key51,2,65536,72,1265,0,591136,592587
65536B/key52,2,65536,71,1323,0,588795,590341
65536B/key53,2,65536,84,1337,0,599755,601292
65536B/key54,2,65536,79,1385,0,606944,608527
65536B/key55,2,65536,77,1263,0,597348,598798
65536B/key56,2,65536,82,1337,0,598437,599974
65536B/key57,2,65536,81,1234,0,581951,583366
65536B/key58,2,65536,83,1215,0,586387,587806
65536B/key59,2,65536,73,1290,0,599813,601292
65536B/key60,2,65536,78,1319,0,589359,590869
65536B/key61,2,65536,71,1373,0,597768,599334
65536B/key62,2,65536,88,1329,0,597984,599523
65536B/key63,2,65536,81,1459,0,593303,594955
65536B/key64,2,65536,75,1289,0,568070,569540
65536B/key65,2,65536,72,1243,0,599848,601292
65536B/key66,2,65536,108,2713,0,732681,735608
65536B/key67,2,65536,104,1622,0,591028,592875
65536B/key68,2,65536,91,1425,0,296153,297758
65536B/key69,2,65536,99,1566,0,312407,314169
65536B/key70,2,65536,83,1318,0,304540,306056
65536B/key71,2,65536,78,1263,0,303199,304681
65536B/key72,2,65536,66,1394,0,306578,308172
65536B/key73,2,65536,71,1242,0,294698,296134
