key,src,size,dram,oscm,osc,dl,total
3145728B/key0,2,3145728,87,1130,0,1352392,1355721
3145728B/key1,2,3145728,86,1336,0,1185318,1188784
3145728B/key2,2,3145728,78,1378,0,1171999,1175370
3145728B/key3,2,3145728,86,1509,0,2567878,2572822
3145728B/key4,2,3145728,83,1476,0,1364529,1370226
3145728B/key5,2,3145728,89,1359,0,2367569,2373318
3145728B/key6,2,3145728,106,1454,0,1117338,1121013
3145728B/key7,2,3145728,83,1544,0,5441213,5444968
3145728B/key8,2,3145728,85,1575,0,1180721,1184420
3145728B/key9,2,3145728,87,1387,0,1098228,1101748
3145728B/key10,2,3145728,85,1371,0,1141865,1145371
3145728B/key11,2,3145728,86,1418,0,1131147,1134809
3145728B/key12,2,3145728,84,1434,0,1083428,1087066
3145728B/key13,2,3145728,64,1269,0,1210863,1214130
3145728B/key14,2,3145728,74,1340,0,1190598,1193998
3145728B/key15,2,3145728,105,1339,0,1112364,1115675
3145728B/key16,2,3145728,84,1390,0,780597,783960
3145728B/key17,2,3145728,87,1310,0,802518,805978
3145728B/key18,2,3145728,81,1334,0,1288629,1292194
3145728B/key19,2,3145728,81,1399,0,1479123,1482641
3145728B/key20,2,3145728,79,1347,0,1190931,1194512
3145728B/key21,2,3145728,82,1397,0,3180541,3184313
3145728B/key22,2,3145728,78,1394,0,1145524,1149109
3145728B/key23,2,3145728,90,1402,0,1283567,1287074
3145728B/key24,2,3145728,77,1419,0,1155740,1159388
3145728B/key25,2,3145728,90,1441,0,1099610,1103365
3145728B/key26,2,3145728,85,1585,0,827286,831304
3145728B/key27,2,3145728,73,1472,0,809928,813912
3145728B/key28,2,3145728,75,1445,0,1091793,1095782
3145728B/key29,2,3145728,77,1328,0,1110903,1115309
3145728B/key30,2,3145728,118,1598,0,1067757,1071951
3145728B/key31,2,3145728,73,1325,0,1448091,1451760
3145728B/key32,2,3145728,69,1391,0,1541106,1544826
3145728B/key33,2,3145728,77,1360,0,1121548,1125300
3145728B/key34,2,3145728,76,1517,0,1351217,1355150
3145728B/key35,2,3145728,80,1430,0,1121193,1125730
3145728B/key36,2,3145728,127,3121,0,1122365,1129148
3145728B/key37,2,3145728,82,1412,0,803513,807317
3145728B/key38,2,3145728,91,1453,0,791350,795522
3145728B/key39,2,3145728,75,1331,0,1086241,1090507
3145728B/key40,2,3145728,83,1413,0,1099770,1103342
3145728B/key41,2,3145728,74,1429,0,1192976,1197556
3145728B/key42,2,3145728,92,1411,0,1100195,1104153
3145728B/key43,2,3145728,83,1313,0,1285227,1288828
3145728B/key44,2,3145728,73,1322,0,1077782,1081600
3145728B/key45,2,3145728,75,1438,0,1112619,1116488
3145728B/key46,2,3145728,83,1445,0,1094722,1099940
3145728B/key47,2,3145728,99,1999,0,1303129,1307494
3145728B/key48,2,3145728,127,1492,0,1204907,1208598
3145728B/key49,2,3145728,79,1480,0,881902,885896
3145728B/key50,2,3145728,80,1364,0,1193208,1196927
3145728B/key51,2,3145728,82,1466,0,1289776,1293473
3145728B/key52,2,3145728,81,1449,0,1119790,1123522
3145728B/key53,2,3145728,78,1440,0,1077590,1081526
3145728B/key54,2,3145728,111,1410,0,2110251,2114154
3145728B/key55,2,3145728,74,1493,0,1162828,1166569
3145728B/key56,2,3145728,76,1319,0,1156767,1160313
3145728B/key57,2,3145728,72,1458,0,1132978,1136772
3145728B/key58,2,3145728,84,1470,0,1156190,1159970
3145728B/key59,2,3145728,82,1384,0,820115,824305
3145728B/key60,2,3145728,121,1621,0,1091198,1095093
3145728B/key61,2,3145728,91,1372,0,1073816,1077564
3145728B/key62,2,3145728,70,1426,0,1107543,1111165
3145728B/key63,2,3145728,75,1408,0,1075499,1079179
3145728B/key64,2,3145728,74,1299,0,1111157,1114815
3145728B/key65,2,3145728,69,1352,0,1565689,1569474
3145728B/key66,2,3145728,78,1339,0,1143042,1153532
3145728B/key67,2,3145728,104,2984,0,1130862,1136184
3145728B/key68,2,3145728,80,1406,0,1236952,1240527
3145728B/key69,2,3145728,74,1339,0,1213228,1216685
3145728B/key70,2,3145728,80,1482,0,938943,942485
3145728B/key71,2,3145728,80,1430,0,960374,964272
3145728B/key72,2,3145728,111,1643,0,1862521,1866527
3145728B/key73,2,3145728,74,1332,0,1844829,1848297
3145728B/key74,2,3145728,76,1477,0,1110046,1113656
3145728B/key75,2,3145728,70,1389,0,1114813,1118269
3145728B/key76,2,3145728,97,1492,0,1107354,1110902
3145728B/key77,2,3145728,79,1324,0,1111987,1115842
3145728B/key78,2,3145728,81,1523,0,1109190,1112900
3145728B/key79,2,3145728,75,1482,0,1185690,1189697
3145728B/key80,2,3145728,105,6221,0,1068355,1076738
3145728B/key81,2,3145728,86,1376,0,820185,823506
3145728B/key82,2,3145728,70,1448,0,808059,811479
3145728B/key83,2,3145728,79,1385,0,1075307,1079170
3145728B/key84,2,3145728,113,1624,0,1094493,1098371
3145728B/key85,2,3145728,77,1296,0,1061000,1064590
3145728B/key86,2,3145728,85,1387,0,1117029,1120456
3145728B/key87,2,3145728,77,1459,0,1197862,1201239
3145728B/key88,2,3145728,79,1353,0,1094461,1097827
3145728B/key89,2,3145728,70,1376,0,1542755,1546653
3145728B/key90,2,3145728,104,1626,0,1128076,1133278
3145728B/key91,2,3145728,99,1402,0,1120736,1124607
3145728B/key92,2,3145728,76,1402,0,829801,833431
3145728B/key93,2,3145728,75,1386,0,800732,804524
3145728B/key94,2,3145728,74,1492,0,810571,814344
3145728B/key95,2,3145728,86,1446,0,1096195,1100219
3145728B/key96,2,3145728,100,1477,0,1182092,1185783
3145728B/key97,2,3145728,76,1294,0,1197864,1202385
3145728B/key98,2,3145728,99,1389,0,1808419,1812045
3145728B/key99,2,3145728,78,1469,0,1126464,1129921
3145728B/key100,2,3145728,84,1581,0,1626568,1630285
3145728B/key101,2,3145728,76,1394,0,1360017,1363562
3145728B/key102,2,3145728,89,1507,0,1147687,1151364
3145728B/key103,2,3145728,76,1317,0,1173712,1177486
3145728B/key104,2,3145728,84,1469,0,818785,822674
3145728B/key105,2,3145728,72,1426,0,873153,877016
3145728B/key106,2,3145728,76,1384,0,1314681,1318697
3145728B/key107,2,3145728,71,1359,0,1282791,1286957
3145728B/key108,2,3145728,89,1609,0,1121112,1125203
3145728B/key109,2,3145728,71,1323,0,1106739,1110693
3145728B/key110,2,3145728,75,1371,0,1086510,1090366
3145728B/key111,2,3145728,76,1306,0,1171543,1175456
3145728B/key112,2,3145728,81,1341,0,1120928,1124810
3145728B/key113,2,3145728,72,1532,0,1092942,1097222
3145728B/key114,2,3145728,88,1599,0,1217922,1224374
3145728B/key115,2,3145728,93,1595,0,1098454,1102649
3145728B/key116,2,3145728,69,1297,0,813776,817693
3145728B/key117,2,3145728,73,1382,0,1379337,1383379
3145728B/key118,2,3145728,90,1520,0,1197110,1201086
3145728B/key119,2,3145728,89,1320,0,1105275,1109269
3145728B/key120,2,3145728,93,1440,0,1241353,1245116
3145728B/key121,2,3145728,78,1391,0,1227308,1231203
3145728B/key122,2,3145728,78,1402,0,2214704,2218685
3145728B/key123,2,3145728,78,1395,0,1098621,1102643
3145728B/key124,2,3145728,78,1348,0,1247577,1251913
3145728B/key125,2,3145728,1715,8685,0,1328132,1341084
3145728B/key126,2,3145728,86,1524,0,898779,902426
3145728B/key127,2,3145728,99,2398,0,1115936,1120982
3145728B/key128,2,3145728,101,1363,0,1105967,1110042
3145728B/key129,2,3145728,77,1366,0,1139705,1143682
3145728B/key130,2,3145728,79,1338,0,1099222,1103229
3145728B/key131,2,3145728,79,1415,0,1088176,1092352
3145728B/key132,2,3145728,106,1478,0,1474162,1478270
3145728B/key133,2,3145728,77,1479,0,1104521,1108632
3145728B/key134,2,3145728,80,1441,0,1094338,1098463
3145728B/key135,2,3145728,82,1326,0,1269324,1274265
3145728B/key136,2,3145728,77,1502,0,1966884,1971039
3145728B/key137,2,3145728,84,1426,0,977242,981455
3145728B/key138,2,3145728,111,1646,0,1171168,1175325
3145728B/key139,2,3145728,74,1341,0,1103805,1107692
3145728B/key140,2,3145728,76,1331,0,1186306,1190160
3145728B/key141,2,3145728,78,1302,0,1129524,1133443
3145728B/key142,2,3145728,86,1430,0,1088864,1093022
3145728B/key143,2,3145728,77,1367,0,1121994,1126037
3145728B/key144,2,3145728,89,1534,0,1454736,1458758
3145728B/key145,2,3145728,82,1367,0,1084320,1089496
3145728B/key146,2,3145728,106,1746,0,1569252,1573750
3145728B/key147,2,3145728,96,1442,0,1284085,1288279
3145728B/key148,2,3145728,90,1410,0,997404,1001570
3145728B/key149,2,3145728,80,1391,0,908730,912901
3145728B/key150,2,3145728,102,1366,0,1092297,1096122
3145728B/key151,2,3145728,82,1318,0,1119522,1123250
3145728B/key152,2,3145728,79,1349,0,1209277,1213155
3145728B/key153,2,3145728,82,1356,0,1452795,1456661
3145728B/key154,2,3145728,87,1360,0,1733491,1737489
3145728B/key155,2,3145728,73,1336,0,1225803,1231128
3145728B/key156,2,3145728,119,1542,0,1188025,1193582
3145728B/key157,2,3145728,91,1803,0,1178056,1182688
3145728B/key158,2,3145728,86,1449,0,829158,833269
3145728B/key159,2,3145728,76,1438,0,784453,788624
3145728B/key160,2,3145728,76,1346,0,813270,817322
3145728B/key161,2,3145728,76,1462,0,1080681,1085073
3145728B/key162,2,3145728,92,1482,0,1392374,1396744
3145728B/key163,2,3145728,76,1415,0,3982380,3986441
3145728B/key164,2,3145728,86,1546,0,1106633,1110835
3145728B/key165,2,3145728,85,1472,0,1119654,1123793
3145728B/key166,2,3145728,94,1348,0,1082677,1087981
3145728B/key167,2,3145728,91,1530,0,1242477,1247494
3145728B/key168,2,3145728,87,1350,0,996815,1000663
3145728B/key169,2,3145728,74,1338,0,1387746,1391837
3145728B/key170,2,3145728,74,1390,0,1194523,1198593
3145728B/key171,2,3145728,80,1345,0,1071159,1075118
3145728B/key172,2,3145728,76,1424,0,1096927,1101081
3145728B/key173,2,3145728,82,1450,0,1122347,1126730
3145728B/key174,2,3145728,85,1480,0,1096809,1100802
3145728B/key175,2,3145728,78,1295,0,1351700,1356022
3145728B/key176,2,3145728,79,1410,0,1227468,1231582
