key,src,size,dram,oscm,osc,dl,total
262144B/key0,2,262144,95,1214,0,866932,868464
262144B/key1,2,262144,90,1381,0,966829,968516
262144B/key2,2,262144,103,1329,0,802978,804614
262144B/key3,2,262144,79,1276,0,802337,803906
262144B/key4,2,262144,87,1311,0,787403,789013
262144B/key5,2,262144,88,1397,0,885727,887460
262144B/key6,2,262144,90,1407,0,801591,803320
262144B/key7,2,262144,87,1476,0,867181,868954
262144B/key8,2,262144,77,1460,0,884269,886026
262144B/key9,2,262144,76,1347,0,801584,803264
262144B/key10,2,262144,80,1358,0,793155,794791
262144B/key11,2,262144,82,1325,0,411608,413202
262144B/key12,2,262144,73,1373,0,507391,509036
262144B/key13,2,262144,78,1347,0,414371,416341
262144B/key14,2,262144,88,1857,0,502868,505048
262144B/key15,2,262144,102,2716,0,931703,934771
262144B/key16,2,262144,73,1354,0,900045,901701
262144B/key17,2,262144,84,1273,0,971225,972817
262144B/key18,2,262144,85,1345,0,804276,805973
262144B/key19,2,262144,65,1464,0,783956,785700
262144B/key20,2,262144,70,1318,0,879574,881220
262144B/key21,2,262144,68,1334,0,975957,977603
262144B/key22,2,262144,75,1422,0,893656,895390
262144B/key23,2,262144,79,1384,0,687980,689680
262144B/key24,2,262144,82,1332,0,690564,692214
262144B/key25,2,262144,93,1331,0,715127,716783
262144B/key26,2,262144,77,1398,0,991461,993321
262144B/key27,2,262144,77,1499,0,862906,864681
262144B/key28,2,262144,82,1378,0,603685,688228
262144B/key29,2,262144,2852,5249,0,423285,431587
262144B/key30,2,262144,72,1314,0,786487,788092
262144B/key31,2,262144,75,1345,0,738235,739914
262144B/key32,2,262144,101,1397,0,802996,804702
262144B/key33,2,262144,83,1289,0,875578,877172
262144B/key34,2,262144,82,1406,0,778252,779962
262144B/key35,2,262144,71,1366,0,777234,778888
262144B/key36,2,262144,76,1394,0,796287,797977
262144B/key37,2,262144,82,1555,0,703437,705267
262144B/key38,2,262144,77,1420,0,695007,696703
262144B/key39,2,262144,84,1309,0,805172,806777
262144B/key40,2,262144,74,1331,0,782489,784107
262144B/key41,2,262144,73,1242,0,720656,722198
262144B/key42,2,262144,78,1440,0,817790,819533
262144B/key43,2,262144,92,1575,0,1073871,1075792
262144B/key44,2,262144,95,1361,0,512268,513920
262144B/key45,2,262144,75,1363,0,513412,515062
262144B/key46,2,262144,71,1340,0,407065,408680
