key,src,size,dram,oscm,osc,dl,total
16384B/key0,2,16384,72,1159,0,134383,135697
16384B/key1,2,16384,92,1237,0,130242,131656
16384B/key2,2,16384,73,1283,0,125843,127280
16384B/key3,2,16384,77,1213,0,152467,153841
16384B/key4,2,16384,92,1195,0,129379,130748
16384B/key5,2,16384,87,1124,0,141867,143161
16384B/key6,2,16384,87,1138,0,106480,107791
16384B/key7,2,16384,77,1153,0,126036,127350
16384B/key8,2,16384,84,1152,0,125234,126558
16384B/key9,2,16384,82,1172,0,118383,119728
16384B/key10,2,16384,77,1212,0,114971,116340
16384B/key11,2,16384,75,1103,0,120639,121895
16384B/key12,2,16384,71,1112,0,119335,120599
16384B/key13,2,16384,73,1158,0,115775,117082
16384B/key14,2,16384,68,1155,0,125262,126573
16384B/key15,2,16384,83,1108,0,106435,107707
16384B/key16,2,16384,82,1247,0,410825,412249
16384B/key17,2,16384,82,1178,0,412693,414036
16384B/key18,2,16384,63,1168,0,428596,429908
16384B/key19,2,16384,71,1268,0,403824,405279
16384B/key20,2,16384,67,1353,0,403611,405151
16384B/key21,2,16384,65,1251,0,387708,389146
16384B/key22,2,16384,81,1232,0,400892,402353
16384B/key23,2,16384,93,1226,0,415562,416984
16384B/key24,2,16384,89,1534,0,432726,434468
16384B/key25,2,16384,111,68053,0,437001,505296
16384B/key26,2,16384,79,1252,0,403633,405069
16384B/key27,2,16384,92,1276,0,394292,395766
16384B/key28,2,16384,79,1269,0,441047,442491
16384B/key29,2,16384,75,1301,0,410555,412027
16384B/key30,2,16384,80,1238,0,400876,402287
16384B/key31,2,16384,86,1286,0,412645,414141
16384B/key32,2,16384,68,1466,0,401337,402966
16384B/key33,2,16384,79,1324,0,398070,399559
16384B/key34,2,16384,71,1373,0,393194,394721
16384B/key35,2,16384,80,1261,0,402740,404164
16384B/key36,2,16384,87,1310,0,422018,423534
16384B/key37,2,16384,78,1246,0,401677,403099
16384B/key38,2,16384,63,1264,0,422805,424242
16384B/key39,2,16384,86,1247,0,416346,417762
16384B/key40,2,16384,72,1225,0,423204,424599
16384B/key41,2,16384,129,7731,0,506344,514285
16384B/key42,2,16384,77,1263,0,407721,409140
16384B/key43,2,16384,74,1281,0,109997,111443
16384B/key44,2,16384,93,1255,0,110342,111776
16384B/key45,2,16384,78,1200,0,121150,122510
16384B/key46,2,16384,71,1130,0,119089,120358
16384B/key47,2,16384,71,1098,0,124225,125471
16384B/key48,2,16384,74,1169,0,126483,127799
16384B/key49,2,16384,75,1153,0,108430,109727
16384B/key50,2,16384,67,1204,0,119943,121300
16384B/key51,2,16384,80,1173,0,113413,114760
16384B/key52,2,16384,78,1170,0,120088,121419
16384B/key53,2,16384,69,1234,0,125464,126858
16384B/key54,2,16384,71,1213,0,114860,116244
16384B/key55,2,16384,80,1156,0,129058,130382
16384B/key56,2,16384,76,1119,0,127350,128630
16384B/key57,2,16384,72,1129,0,121146,122415
