HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
1,52389,47100,0,157671106640,144579162114
2,122048,85874,0,373671287785,270465844809
3,125348,83235,3,393017340241,259230866017
4,133529,69636,0,394447383435,222699615039
5,118633,53005,0,336839849895,166428782589
6,109427,69263,0,293934874699,226451712551
7,97005,30995,0,285786002703,100308503095
8,80737,33395,0,241673147737,98678209223
9,77965,23956,0,221792308732,68591423599
10,65435,28262,0,197584881393,82895085896
11,63052,22198,0,171180142886,64895771015
12,55124,35992,0,166663159665,108688860907
13,77252,43493,0,230818997104,137441668980
14,83389,55287,0,249957484412,168213564872
15,112501,64044,0,315825980220,190334666041
16,121684,81844,1,348897740562,258430798196
17,130427,153794,0,374637609252,503801522997
18,147932,117038,0,430147357184,372122660280
19,171288,129875,0,498064130345,397494314816
20,165632,127401,0,497034774016,398878292532
21,147749,199039,1,430866758162,620076487793
22,158045,134651,2,473563598081,419086819673
23,163653,92700,3,478347999589,296746366907
24,149102,82322,2,440389931588,254316267857
25,127597,84011,5,365712662006,264786005658
26,128386,85445,1,379406490537,268564767540
27,118033,79630,0,352046062759,254883409047
28,102099,68686,0,301956581081,215054906055
29,110361,145571,0,328365584456,476948528174
30,103125,44100,0,300980587900,137556993623
31,65759,30738,0,183665853758,92666012723
32,65194,14060,0,171384975606,35765517754
33,59356,26336,5,148752134828,80277067175
34,65498,40655,0,179004957045,135467318420
35,66246,26596,31,180411633537,81308840810
36,64193,27456,0,164906144081,81440154921
37,86200,41496,1,235040348860,133303195812
38,107081,67571,0,305674381565,207757910007
39,126663,88238,0,369513263365,278215932643
40,129618,100418,0,372743879179,313056786201
41,146677,119476,0,423882286671,394850005170
42,148551,111001,0,412646244688,344517214178
43,140486,220806,0,372485293779,719230103457
44,123890,307329,14,366295303857,1073194650970
45,153148,132830,9,435262498230,405190801703
46,163736,142540,1,455338794920,448901385122
47,187994,83150,15,522744049515,261105199627
48,173397,71025,6,477727759755,221010198592
49,134465,66578,4,386644315143,205010839542
50,123173,81542,0,348297709263,268668135807
51,111863,67298,0,317315917774,216160139542
52,109740,71656,2,306327900628,226021194567
53,95616,62191,0,280488918066,193420313626
54,94418,87951,2,276301005243,268534112965
55,59891,31591,1,177795749091,98280566614
56,53142,26396,0,158747003521,76268054536
57,56288,30935,1,148642545701,94908267657
58,50998,24920,0,135065160432,70296152191
59,55616,43153,99,161153557191,135598442729
60,60442,30419,0,176892644146,97348451636
61,77261,38020,0,214366679603,123182569881
62,90452,62634,0,252415145445,197262503001
63,96239,138019,0,279863043294,406565590340
64,113384,124459,0,337067367110,412223888737
65,126373,110402,0,365325159472,328526988709
66,129759,94860,0,388498515430,305675179972
67,138628,93350,0,408882621957,283065389983
68,127662,117060,0,374788124076,358561543889
69,128254,82321,0,383794937696,255951015521
70,129869,111571,3,395235263048,326459744516
71,112421,101348,5,322518160829,284231158025
72,98463,51730,1,272763913154,160374149200
73,96289,73167,0,287345899522,229830164015
74,96463,47237,0,263145427419,149826360427
75,88158,81321,0,238473928942,253213648693
76,78488,49428,45,232221263040,153977146740
77,81943,39524,3,217587313749,121776729758
78,78657,33340,0,219256789677,97365682544
